seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
2,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4398053940197197,2.0
3,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4487866687138065,2.0
1,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4526789212433771,2.0
5,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4353181383763216,2.0
6,beta,1,max,1.0,0.05,raw,none,,max,286.0,20,0.5,0.4519628222059048,2.0
0,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4577828283752109,2.0
7,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4411835741775489,2.0
4,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4573014267710457,2.0
8,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4461088755860906,2.0
49,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4617562215868166,2.0
9,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4453551790632455,2.0
23,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4406497684578572,2.0
19,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4408224853678414,2.0
32,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4548119351770254,2.0
14,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4440544829963674,2.0
15,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4510634155697574,2.0
11,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4596163355799384,2.0
24,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4429226207093718,2.0
41,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4518901342545803,2.0
43,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4498591295258665,2.0
47,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4340777059024169,2.0
16,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4463495259468447,2.0
34,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4519220860801298,2.0
35,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4467229424380298,2.0
39,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.440258305736093,2.0
27,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4649899196813965,2.0
31,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4427167124983737,2.0
38,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4413318233703058,2.0
18,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4498591295258665,2.0
40,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4408862164830544,2.0
17,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4666264434350674,2.0
12,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4378311913180995,2.0
42,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4527974918266104,2.0
37,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4545091993871804,2.0
28,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4567447481641664,2.0
13,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4639460285846412,2.0
33,beta,1,max,1.0,0.05,raw,none,,max,286.0,20,0.5,0.4466358898926738,2.0
30,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5,0.4627446133461333,2.0
48,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4567365592906139,2.0
46,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4490067188922054,2.0
44,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4458239780169382,2.0
36,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4748187133274068,2.0
20,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4337691905808595,2.0
22,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4493027152496265,2.0
26,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4544818065524964,2.0
10,beta,1,max,1.0,0.05,raw,none,,max,286.0,20,0.5,0.448240259370002,2.0
29,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4467203406151829,2.0
45,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5,0.4374089657213474,2.0
25,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.4438903754462992,2.0
21,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5,0.44470975473010516,2.0
