seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_knn,rmse_knn
42,beta,1,max,1.0,0.05,raw,max,5,0.6638158612485359,0.4691852773845201
0,beta,1,max,1.0,0.05,raw,max,50,0.6154899349993668,0.4882616725811589
5,beta,1,max,1.0,0.05,raw,max,5,0.6614816285738238,0.4517448057288775
41,beta,1,max,1.0,0.05,raw,max,50,0.6115608030488822,0.4908626679293777
33,beta,1,max,1.0,0.05,raw,max,5,0.6327616967215961,0.4742596283439509
23,beta,1,max,1.0,0.05,raw,max,5,0.620549859301141,0.4713095245156115
29,beta,1,max,1.0,0.05,raw,max,5,0.6486122077317047,0.4657911535449565
17,beta,1,max,1.0,0.05,raw,max,50,0.6128792866941015,0.4857890193559628
9,beta,1,max,1.0,0.05,raw,max,50,0.651144001753446,0.4651904215897118
25,beta,1,max,1.0,0.05,raw,max,50,0.5875676348497936,0.487640723678284
1,beta,1,max,1.0,0.05,raw,max,5,0.6283481225600986,0.477637220408555
37,beta,1,max,1.0,0.05,raw,max,5,0.6403877517315414,0.4705711749631663
18,beta,1,max,1.0,0.05,raw,max,5,0.6436163982884109,0.4766006298132659
21,beta,1,max,1.0,0.05,raw,max,5,0.6271702486304256,0.4745898929569076
48,beta,1,max,1.0,0.05,raw,max,5,0.5539790720602294,0.5121249559536059
13,beta,1,max,1.0,0.05,raw,max,5,0.6434390586601688,0.4713918625175773
46,beta,1,max,1.0,0.05,raw,max,5,0.6311382218903187,0.4798772008099658
35,beta,1,max,1.0,0.05,raw,max,50,0.6756191794672552,0.4688857994463059
15,beta,1,max,1.0,0.05,raw,max,50,0.633902407530384,0.4841351684440104
7,beta,1,max,1.0,0.05,raw,max,50,0.6554750539298001,0.4675882247560632
14,beta,1,max,1.0,0.05,raw,max,10,0.5732755222703981,0.5172784765617758
19,beta,1,max,1.0,0.05,raw,max,5,0.6327448197949961,0.4697317174680185
39,beta,1,max,1.0,0.05,raw,max,50,0.6197133161573511,0.4793596725549983
10,beta,1,max,1.0,0.05,raw,max,50,0.6360631427974256,0.478657635227467
6,beta,1,max,1.0,0.05,raw,max,5,0.6041930937279775,0.4889161521662273
3,beta,1,max,1.0,0.05,raw,max,50,0.6414312507686631,0.4823231924339199
2,beta,1,max,1.0,0.05,raw,max,5,0.6300476005885999,0.4731819760019407
43,beta,1,max,1.0,0.05,raw,max,50,0.6103097465709875,0.494553495271376
38,beta,1,max,1.0,0.05,raw,max,10,0.6165829525158012,0.5006415899911589
31,beta,1,max,1.0,0.05,raw,max,5,0.6986177625556482,0.4525785604271028
8,beta,1,max,1.0,0.05,raw,max,50,0.6306242009530452,0.4775553507455081
11,beta,1,max,1.0,0.05,raw,max,50,0.6064583883925754,0.4880794413280447
27,beta,1,max,1.0,0.05,raw,max,5,0.5749488694466538,0.5002226929653688
44,beta,1,max,1.0,0.05,raw,max,5,0.6031477532302161,0.4847148502879878
30,beta,1,max,1.0,0.05,raw,max,5,0.5917306971514243,0.5014667455234143
26,beta,1,max,1.0,0.05,raw,max,50,0.5967388105246747,0.4928575526358202
34,beta,1,max,1.0,0.05,raw,max,5,0.6473735420354518,0.4687191476205369
22,beta,1,max,1.0,0.05,raw,max,50,0.6054808617414564,0.4923328003532884
47,beta,1,max,1.0,0.05,raw,max,50,0.6736330881043389,0.4514319425819381
12,beta,1,max,1.0,0.05,raw,max,50,0.6205097232725493,0.483892877656945
20,beta,1,max,1.0,0.05,raw,max,10,0.6184848369041179,0.4928189722675087
45,beta,1,max,1.0,0.05,raw,max,50,0.6534902638822602,0.4671062736963351
49,beta,1,max,1.0,0.05,raw,max,50,0.6165953854625914,0.4887375492451547
36,beta,1,max,1.0,0.05,raw,max,50,0.6005177737881509,0.495944954492206
32,beta,1,max,1.0,0.05,raw,max,5,0.601963812578441,0.4909891799688242
4,beta,1,max,1.0,0.05,raw,max,5,0.6401760087210907,0.479508222945016
24,beta,1,max,1.0,0.05,raw,max,5,0.6280154401389342,0.4744676448987789
40,beta,1,max,1.0,0.05,raw,max,10,0.6410503976751301,0.4851418700367625
28,beta,1,max,1.0,0.05,raw,max,5,0.6158926541528223,0.4895355289197948
16,beta,1,max,1.0,0.05,raw,max,5,0.6302577923674555,0.47048977017201693
