seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3921064323441043
23,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4133514561000052
37,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4043711534166823
13,bernoulli,54,none,1.0,0.05,raw,54,20,0.5,0.4149558129685895
25,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4254855607851764
17,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.398908523690557
1,bernoulli,54,none,1.0,0.05,raw,54,10,0.5,0.4154709666789452
48,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3634265896052523
15,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3968313042923794
11,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3973380046313602
43,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4233056816916082
22,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4180633045804138
6,bernoulli,54,none,1.0,0.05,raw,54,5,0.5,0.4175355038422979
10,bernoulli,54,none,1.0,0.05,raw,54,5,0.5,0.3956694472838417
18,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3824880353764229
2,bernoulli,54,none,1.0,0.05,raw,54,20,0.5,0.3866261072645541
32,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3727408147226411
20,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3892602923324307
46,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.392418520543052
47,bernoulli,54,none,1.0,0.05,raw,54,10,0.5,0.3593058519596063
34,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.380144808526887
5,bernoulli,54,none,1.0,0.05,raw,54,10,0.5,0.4021346465493183
21,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3744116976588173
14,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3787338415167533
7,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3818991138068398
33,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.410102677252541
26,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4176948220151916
38,bernoulli,54,none,1.0,0.05,raw,54,20,0.5,0.4009242339998271
4,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3970714600973813
30,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3819931370108682
9,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.383209509217941
27,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3993731526733561
44,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3633139605818453
24,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4474194191461794
41,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3613559402894411
19,bernoulli,54,none,1.0,0.05,raw,54,10,0.5,0.3684423796093615
31,bernoulli,54,none,1.0,0.05,raw,54,10,0.5,0.3677601305903725
35,bernoulli,54,none,1.0,0.05,raw,54,5,0.5,0.3962602028601191
3,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.3957085747451798
39,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.413395470337581
29,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4035126086821179
45,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4244848165155588
0,bernoulli,54,none,1.0,0.05,raw,54,5,0.5,0.421147107086155
12,bernoulli,54,none,1.0,0.05,raw,54,20,0.5,0.3898002118584716
8,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.39878271145116
16,bernoulli,54,none,1.0,0.05,raw,54,20,0.5,0.4128350472194582
36,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4042119291693692
49,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.39245502952335
40,bernoulli,54,none,1.0,0.05,raw,54,20,0.5,0.3778861363278235
28,bernoulli,54,none,1.0,0.05,raw,54,50,0.5,0.4292395077002364
