seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
2,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.6087851330087704,0.4899941421907962
3,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.6160816627721067,0.5126263672020481
1,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5697683377850832,0.5427238680568065
5,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5929261046607375,0.5058951935919278
0,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5526354522147793,0.5740646363095574
4,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.609825371198322,0.5617841563126539
8,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5274466575623741,0.5753448758192248
49,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5779647100333378,0.5496474696813622
7,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5354518754077253,0.4950955478370952
6,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5649778516057586,0.5309685073518807
23,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.6187127810214731,0.4986148512728624
19,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5521092802821558,0.5160093320106196
43,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5798790888263138,0.5518623995611521
15,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5412219745122222,0.5512307139026689
11,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5777429560587364,0.5791819164500547
14,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5628492595303789,0.5694718632131754
35,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5555652426280078,0.5465732559445676
34,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5357962123232862,0.5390374551013749
42,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.6168897727042595,0.4955082539641774
47,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.6450683790291698,0.4852084403599574
18,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5649694336945105,0.5375966861172133
38,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5804995586548093,0.5199690959990482
31,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.6171854106982135,0.4751643323226601
39,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5942448531692073,0.5172313464153593
30,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.571762556221889,0.5307413639492621
27,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5936444306495104,0.5210369919917137
10,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5791164861248249,0.5179373592110911
46,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.596382589901195,0.5636811835246719
26,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5913603541315228,0.5385175244535692
22,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5525302113472729,0.5269420930854317
9,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.59582278018606,0.501420476895277
41,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5725468173450463,0.5025032087005351
17,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5418587105624142,0.5220569510414468
33,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5934751657809509,0.5382018751909837
13,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5400031536082228,0.552425122775475
37,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5928006843588394,0.5063358846269076
32,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5974738530191047,0.5004227758199322
45,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5821946262993747,0.463747366437606
40,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5539270419088407,0.4950445298674314
29,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5608471658786125,0.5120731029569782
24,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5016457722783024,0.545220761384029
16,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5735572025712178,0.554281112737123
21,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.6213053097345131,0.4807377814130282
25,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5753513712928304,0.581025066742705
20,beta,1,max,1.0,0.05,raw,none,,max,286.0,10,0.5822053367747702,0.5084171803170718
12,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5725825271953928,0.5027830928740501
48,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5847648781070747,0.5163887032486913
44,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5778799418161705,0.5033052394091717
36,beta,1,max,1.0,0.05,raw,none,,max,286.0,50,0.5591569120287253,0.6495992984322814
28,beta,1,max,1.0,0.05,raw,none,,max,286.0,5,0.5966225827340214,0.5105541167442453
