seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
3,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5471785716259763,0.351531419439798,17,2,30,2,2.0
2,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5138600786963774,0.3260896087880701,29,2,30,2,2.0
0,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5364687433984954,0.3344875917093355,5,2,30,2,2.0
4,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5088123761096268,0.3726458765981299,7,2,30,2,2.0
1,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.47630622059456,0.3726595720506941,18,2,30,2,2.0
7,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5387226430976431,0.374190191242358,27,2,30,2,2.0
10,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4797180667433832,0.3714296928456952,17,2,30,2,2.0
9,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5763213594581519,0.3195792971165077,27,2,30,2,2.0
12,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5852179427652514,0.3245848920749621,14,2,30,2,2.0
8,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4837755503144654,0.3667198002673836,2,2,30,2,2.0
31,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.591120095837077,0.3076990291171955,5,2,30,2,2.0
40,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5812761099279162,0.3225368976370217,13,2,30,2,2.0
6,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4940918746680828,0.3709482208798024,17,2,30,2,2.0
15,beta,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5108552288523948,0.3636618230723256,4,2,30,2,2.0
32,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5125841097308489,0.3618411983588138,30,2,30,2,2.0
42,beta,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5799631005327208,0.3112492565544472,10,2,30,2,2.0
48,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.6063821742746957,0.3324884632625987,18,2,30,2,2.0
24,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5208825334560835,0.3512262431693804,16,2,30,2,2.0
28,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5254149117529081,0.3762373181040273,6,2,30,2,2.0
39,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5722973286875727,0.3399079799245091,13,2,30,2,2.0
20,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5214888981499555,0.3090014601274825,26,2,30,2,2.0
26,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5262343060739735,0.3657489965754921,26,2,30,2,2.0
16,beta,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5490821916286098,0.3264939208779169,14,2,30,2,2.0
13,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5876592752653873,0.2986437658942016,3,2,30,2,2.0
44,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5243149405585953,0.3829271573001896,7,2,30,2,2.0
30,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5316916580489487,0.3696864699335653,26,2,30,2,2.0
36,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5618640964611723,0.3217043641937473,11,2,30,2,2.0
21,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5323283054584449,0.3640534592189463,26,2,30,2,2.0
34,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.6229334513109486,0.3145095229662968,7,2,30,2,2.0
14,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5578709992935934,0.3342476637979036,8,2,30,2,2.0
11,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5307826694619148,0.3504112679855259,29,2,30,2,2.0
47,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.583399254491628,0.3258486876910705,20,2,30,2,2.0
35,beta,54,none,1.0,0.05,raw,none,,54,30.0,10,0.5015567163662781,0.3499924675948372,6,2,30,2,2.0
18,beta,54,none,1.0,0.05,raw,none,,54,29.0,20,0.558533542291131,0.3166543082389751,15,2,30,2,2.0
46,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5475609090128957,0.3332939149477351,10,2,30,2,2.0
38,beta,54,none,1.0,0.05,raw,none,,54,30.0,20,0.5207138113712508,0.3744288903744329,18,2,30,2,2.0
22,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5550991427376638,0.3296575067083763,28,2,30,2,2.0
23,beta,54,none,1.0,0.05,raw,none,,54,30.0,20,0.534444703278784,0.2980060739450248,14,2,30,2,2.0
27,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5463165484917678,0.3698750008005836,9,2,30,2,2.0
43,beta,54,none,1.0,0.05,raw,none,,54,31.0,50,0.4654799270279763,0.3023139248905668,27,2,30,2,2.0
19,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5959054923305294,0.3295491059169757,2,2,30,2,2.0
41,beta,54,none,1.0,0.05,raw,none,,54,30.0,10,0.6215363051890673,0.3523331037887979,17,2,30,2,2.0
5,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.4936803592216863,0.3688327373207357,9,2,30,2,2.0
45,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5399086946769348,0.321497550963185,9,2,30,2,2.0
17,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5090715532638419,0.3599828679260076,30,2,30,2,2.0
25,beta,54,none,1.0,0.05,raw,none,,54,31.0,20,0.4988734194242669,0.3393606720669547,30,2,30,2,2.0
49,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5805286066792343,0.3075416108797074,5,2,30,2,2.0
33,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5711222891069514,0.3119583920082664,5,2,30,2,2.0
29,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5209201213346815,0.3267427462646078,8,2,30,2,2.0
37,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5198917088744439,0.3718966381605725,16,2,30,2,2.0
