seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,1.0,raw,max,0.8781951798898515,0.3500101892657084
34,beta,1,max,1.0,1.0,raw,max,0.8899379228400301,0.3320505024433284
1,beta,1,max,1.0,1.0,raw,max,0.8650214454489418,0.3516676533585005
10,beta,1,max,1.0,1.0,raw,max,0.8765126235144035,0.3324853820742504
6,beta,1,max,1.0,1.0,raw,max,0.8788763285441027,0.3482442234255787
28,beta,1,max,1.0,1.0,raw,max,0.8915814220824858,0.3430669782912309
22,beta,1,max,1.0,1.0,raw,max,0.877373471811553,0.346615218494654
16,beta,1,max,1.0,1.0,raw,max,0.8957143176469461,0.3267110491282449
44,beta,1,max,1.0,1.0,raw,max,0.8741019532663292,0.3432126505307247
38,beta,1,max,1.0,1.0,raw,max,0.8548806229749406,0.3463509411291159
12,beta,1,max,1.0,1.0,raw,max,0.8959741579608331,0.3245514575872922
40,beta,1,max,1.0,1.0,raw,max,0.8813048077903538,0.3354257633721129
18,beta,1,max,1.0,1.0,raw,max,0.9025342302341508,0.3333714868148014
8,beta,1,max,1.0,1.0,raw,max,0.8920487563923756,0.3365335720880823
14,beta,1,max,1.0,1.0,raw,max,0.8601430260712878,0.3599774245627626
2,beta,1,max,1.0,1.0,raw,max,0.8698621839910028,0.3368203184763855
42,beta,1,max,1.0,1.0,raw,max,0.8905396550811797,0.3388367565024017
36,beta,1,max,1.0,1.0,raw,max,0.8662369838420106,0.3524458278464264
20,beta,1,max,1.0,1.0,raw,max,0.8776891124385597,0.333620486650921
30,beta,1,max,1.0,1.0,raw,max,0.8944754185407295,0.3511119392514941
24,beta,1,max,1.0,1.0,raw,max,0.8901402908933029,0.3331718600095615
46,beta,1,max,1.0,1.0,raw,max,0.8966585047104779,0.33552047439117
26,beta,1,max,1.0,1.0,raw,max,0.866275432055698,0.3474423468399761
48,beta,1,max,1.0,1.0,raw,max,0.8315950645315489,0.376889455685696
4,beta,1,max,1.0,1.0,raw,max,0.8758824584644256,0.3442215178175377
32,beta,1,max,1.0,1.0,raw,max,0.8486724306233441,0.3604914696010869
15,beta,1,max,1.0,1.0,raw,max,0.8905444613098062,0.3402144613471341
29,beta,1,max,1.0,1.0,raw,max,0.9024007671806412,0.3291626825373204
35,beta,1,max,1.0,1.0,raw,max,0.8962713482922535,0.329850564196886
13,beta,1,max,1.0,1.0,raw,max,0.8899558800430993,0.3371964418464772
19,beta,1,max,1.0,1.0,raw,max,0.8813099305632095,0.3328049229041426
47,beta,1,max,1.0,1.0,raw,max,0.914316637016074,0.3094506980301958
7,beta,1,max,1.0,1.0,raw,max,0.9044088933713658,0.3181990588420314
3,beta,1,max,1.0,1.0,raw,max,0.8555663510023367,0.3556946466358376
11,beta,1,max,1.0,1.0,raw,max,0.8865158789119809,0.3412439069448496
49,beta,1,max,1.0,1.0,raw,max,0.8794034142432705,0.3535873803927477
43,beta,1,max,1.0,1.0,raw,max,0.8775681849530519,0.3459863526224425
25,beta,1,max,1.0,1.0,raw,max,0.8502720390632499,0.3581043044696291
31,beta,1,max,1.0,1.0,raw,max,0.906305926361576,0.3147732781232315
17,beta,1,max,1.0,1.0,raw,max,0.8746844993141291,0.3497547401539194
37,beta,1,max,1.0,1.0,raw,max,0.8864543657552205,0.3351791605199156
9,beta,1,max,1.0,1.0,raw,max,0.8812271686717648,0.3347132130993753
23,beta,1,max,1.0,1.0,raw,max,0.8902348236197498,0.3322056817025038
41,beta,1,max,1.0,1.0,raw,max,0.879717574861839,0.3458516723105962
5,beta,1,max,1.0,1.0,raw,max,0.8997382262764219,0.3106814039089262
33,beta,1,max,1.0,1.0,raw,max,0.8851428425413478,0.3421878758084398
21,beta,1,max,1.0,1.0,raw,max,0.8540679870768366,0.3500797048991503
45,beta,1,max,1.0,1.0,raw,max,0.8804115974917528,0.3330316395219929
39,beta,1,max,1.0,1.0,raw,max,0.8791162718576301,0.3279568263917373
27,beta,1,max,1.0,1.0,raw,max,0.8567346836972517,0.36512462986708927
