seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,bernoulli,54,none,1.0,1.0,raw,54,50,0.585388085527129,0.4075438180721136,2,2,30,2
17,bernoulli,54,none,1.0,1.0,raw,54,20,0.5592797763500506,0.428370225244721,26,2,30,2
41,bernoulli,54,none,1.0,1.0,raw,54,50,0.5930255558192894,0.4109695907942698,23,2,30,2
5,bernoulli,54,none,1.0,1.0,raw,54,50,0.5877204595266463,0.4103495914170406,2,2,30,2
9,bernoulli,54,none,1.0,1.0,raw,54,20,0.5950337837837838,0.4016491532992453,3,2,30,2
13,bernoulli,54,none,1.0,1.0,raw,54,50,0.4996656002647618,0.4316399345565038,15,2,30,2
37,bernoulli,54,none,1.0,1.0,raw,54,50,0.5706959151706764,0.4138943492694916,4,2,30,2
33,bernoulli,54,none,1.0,1.0,raw,54,20,0.5618228446288612,0.4303706027816489,4,2,30,2
3,bernoulli,54,none,1.0,1.0,raw,54,50,0.6184553298498697,0.4052506773658847,2,2,30,2
48,bernoulli,54,none,1.0,1.0,raw,54,50,0.5918237132658911,0.395084031618911,4,2,30,2
21,bernoulli,54,none,1.0,1.0,raw,54,50,0.5850146822013829,0.4164097490575185,19,2,30,2
1,bernoulli,54,none,1.0,1.0,raw,54,50,0.5609384952933683,0.4282257880310579,3,2,30,2
25,bernoulli,54,none,1.0,1.0,raw,54,50,0.5631072486931042,0.4479656488413024,25,2,30,2
35,bernoulli,54,none,1.0,1.0,raw,54,20,0.5850584659078302,0.4260552425910773,23,2,30,2
46,bernoulli,54,none,1.0,1.0,raw,54,50,0.5639545454545455,0.4283130511195858,24,2,30,2
29,bernoulli,54,none,1.0,1.0,raw,54,50,0.5856422611877035,0.4146643169738723,3,2,30,2
14,bernoulli,54,none,1.0,1.0,raw,54,50,0.5798019702536891,0.4019225424947966,3,2,30,2
7,bernoulli,54,none,1.0,1.0,raw,54,50,0.5630187715489721,0.4237005507612576,23,2,30,2
10,bernoulli,54,none,1.0,1.0,raw,54,10,0.561489898989899,0.4301972573296211,30,2,30,2
23,bernoulli,54,none,1.0,1.0,raw,54,20,0.5588488342080358,0.4283435785642923,14,2,30,2
19,bernoulli,54,none,1.0,1.0,raw,54,50,0.6059646461082493,0.4252955439913331,20,2,30,2
15,bernoulli,54,none,1.0,1.0,raw,54,50,0.5570209874679148,0.441178828705301,29,2,30,2
31,bernoulli,54,none,1.0,1.0,raw,54,50,0.5521149400375668,0.415074407531071,20,2,30,2
18,bernoulli,54,none,1.0,1.0,raw,54,20,0.6284293552812072,0.4047274116954173,8,2,30,2
34,bernoulli,54,none,1.0,1.0,raw,54,50,0.5341187139606112,0.4124843103141507,8,2,30,2
30,bernoulli,54,none,1.0,1.0,raw,54,50,0.5420978839623636,0.4091681248890724,6,2,30,2
11,bernoulli,54,none,1.0,1.0,raw,54,50,0.5746293974481895,0.4218896227527628,14,2,30,2
44,bernoulli,54,none,1.0,1.0,raw,54,20,0.55263299013299,0.4049433639450342,2,2,30,2
38,bernoulli,54,none,1.0,1.0,raw,54,50,0.5715869543975165,0.4151291693317539,3,2,30,2
47,bernoulli,54,none,1.0,1.0,raw,54,20,0.5848369616883734,0.4148797840337949,27,2,30,2
22,bernoulli,54,none,1.0,1.0,raw,54,50,0.5664150283261341,0.4303379164636853,6,2,30,2
2,bernoulli,54,none,1.0,1.0,raw,54,50,0.5418170592705167,0.4106335723539554,5,2,30,2
26,bernoulli,54,none,1.0,1.0,raw,54,20,0.5828402764704301,0.4212989406285344,4,2,30,2
6,bernoulli,54,none,1.0,1.0,raw,54,20,0.5263417521704814,0.4370866253125516,20,2,30,2
39,bernoulli,54,none,1.0,1.0,raw,54,50,0.5386438282126971,0.4368528109142296,28,2,30,2
27,bernoulli,54,none,1.0,1.0,raw,54,50,0.554912093133761,0.4293981791851668,19,2,30,2
43,bernoulli,54,none,1.0,1.0,raw,54,50,0.5509117025096756,0.4316427653678197,2,2,30,2
12,bernoulli,54,none,1.0,1.0,raw,54,50,0.5464546899841017,0.439799261468785,30,2,30,2
4,bernoulli,54,none,1.0,1.0,raw,54,50,0.5906406125974694,0.4245194277558117,19,2,30,2
0,bernoulli,54,none,1.0,1.0,raw,54,50,0.5533541633669782,0.4239171897019332,2,2,30,2
16,bernoulli,54,none,1.0,1.0,raw,54,5,0.5345914127423823,0.4299623823899738,11,2,30,2
32,bernoulli,54,none,1.0,1.0,raw,54,50,0.5316789153998456,0.4211911734587647,30,2,30,2
20,bernoulli,54,none,1.0,1.0,raw,54,50,0.5738233298377644,0.4310759912022052,29,2,30,2
24,bernoulli,54,none,1.0,1.0,raw,54,10,0.5663020086083214,0.4409173097320397,2,2,30,2
36,bernoulli,54,none,1.0,1.0,raw,54,20,0.5681634036033647,0.4310010253524532,24,2,30,2
40,bernoulli,54,none,1.0,1.0,raw,54,50,0.5932365636313005,0.4069882434229521,3,2,30,2
45,bernoulli,54,none,1.0,1.0,raw,54,50,0.5340039241503053,0.4298849519141696,5,2,30,2
8,bernoulli,54,none,1.0,1.0,raw,54,50,0.5772427842793202,0.4259132390659028,18,2,30,2
49,bernoulli,54,none,1.0,1.0,raw,54,50,0.5631439393939394,0.4151361508972405,4,2,30,2
28,bernoulli,54,none,1.0,1.0,raw,54,20,0.6062134088762984,0.4271686592774956,2,2,30,2
