seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,bernoulli,54,none,1.0,1.0,raw,54,50,0.5383836979359782,0.4427702093827033
17,bernoulli,54,none,1.0,1.0,raw,54,20,0.5306596640824967,0.4451117146562717
41,bernoulli,54,none,1.0,1.0,raw,54,50,0.5812959886066935,0.3813783093586751
5,bernoulli,54,none,1.0,1.0,raw,54,50,0.5594928143800657,0.4528704454401974
9,bernoulli,54,none,1.0,1.0,raw,54,20,0.5849324324324323,0.4216299404891912
13,bernoulli,54,none,1.0,1.0,raw,54,50,0.4916572437188008,0.478829961802152
37,bernoulli,54,none,1.0,1.0,raw,54,50,0.5581252661743794,0.4569193548179909
33,bernoulli,54,none,1.0,1.0,raw,54,20,0.5242119064084833,0.4572757979603515
3,bernoulli,54,none,1.0,1.0,raw,54,50,0.5352211296661598,0.44149264612586
48,bernoulli,54,none,1.0,1.0,raw,54,50,0.5820402803721033,0.391045858641511
21,bernoulli,54,none,1.0,1.0,raw,54,50,0.4998277747638361,0.4171954693550987
1,bernoulli,54,none,1.0,1.0,raw,54,50,0.5215726519923561,0.4675255518830509
25,bernoulli,54,none,1.0,1.0,raw,54,50,0.5233476509173243,0.4884281852893222
35,bernoulli,54,none,1.0,1.0,raw,54,20,0.5726700540652482,0.4440595333045902
46,bernoulli,54,none,1.0,1.0,raw,54,50,0.5228977272727273,0.4363631225046921
29,bernoulli,54,none,1.0,1.0,raw,54,50,0.54474337809902,0.4517062601838845
14,bernoulli,54,none,1.0,1.0,raw,54,50,0.540062104003281,0.4135514290215458
7,bernoulli,54,none,1.0,1.0,raw,54,50,0.5315333290767463,0.4260160516190749
10,bernoulli,54,none,1.0,1.0,raw,54,10,0.5437388591800356,0.4433725834025926
23,bernoulli,54,none,1.0,1.0,raw,54,20,0.5459254638790902,0.4746641904470776
19,bernoulli,54,none,1.0,1.0,raw,54,50,0.566200338719921,0.4100259664791261
15,bernoulli,54,none,1.0,1.0,raw,54,50,0.5098746791484221,0.4474719874975344
31,bernoulli,54,none,1.0,1.0,raw,54,50,0.5233076867504696,0.3966411224356104
18,bernoulli,54,none,1.0,1.0,raw,54,20,0.5916536024560717,0.4215900377083681
34,bernoulli,54,none,1.0,1.0,raw,54,50,0.5163107643344798,0.4154782114891941
30,bernoulli,54,none,1.0,1.0,raw,54,50,0.5419439019053254,0.4326906852202685
11,bernoulli,54,none,1.0,1.0,raw,54,50,0.5185116896526292,0.4435861822425351
44,bernoulli,54,none,1.0,1.0,raw,54,20,0.5495406120406121,0.3957460980744104
38,bernoulli,54,none,1.0,1.0,raw,54,50,0.5254620756007546,0.4484044365207827
47,bernoulli,54,none,1.0,1.0,raw,54,20,0.5295750546629908,0.3836362888966002
22,bernoulli,54,none,1.0,1.0,raw,54,50,0.5315960868219557,0.4733266411087711
2,bernoulli,54,none,1.0,1.0,raw,54,50,0.5120868161094224,0.4269106174539069
26,bernoulli,54,none,1.0,1.0,raw,54,20,0.5109189683457493,0.4725326975604824
6,bernoulli,54,none,1.0,1.0,raw,54,20,0.5191528545119706,0.4752997726100793
39,bernoulli,54,none,1.0,1.0,raw,54,50,0.5409027286963511,0.4667551508814926
27,bernoulli,54,none,1.0,1.0,raw,54,50,0.5078403421240201,0.4461616484482487
43,bernoulli,54,none,1.0,1.0,raw,54,50,0.5157469842663155,0.4859285206593748
12,bernoulli,54,none,1.0,1.0,raw,54,50,0.5173449920508745,0.4360030654768838
4,bernoulli,54,none,1.0,1.0,raw,54,50,0.5548396133912312,0.4463828758286302
0,bernoulli,54,none,1.0,1.0,raw,54,50,0.5114973146534967,0.4709186456268902
16,bernoulli,54,none,1.0,1.0,raw,54,5,0.5221329639889197,0.4616162265353945
32,bernoulli,54,none,1.0,1.0,raw,54,50,0.5146020000671163,0.4105716236905022
20,bernoulli,54,none,1.0,1.0,raw,54,50,0.5300181975202023,0.4325918013656875
24,bernoulli,54,none,1.0,1.0,raw,54,10,0.5029112864658059,0.5155861579830388
36,bernoulli,54,none,1.0,1.0,raw,54,20,0.5225026148701405,0.4565524666354112
40,bernoulli,54,none,1.0,1.0,raw,54,50,0.532359544695071,0.4105060901945114
45,bernoulli,54,none,1.0,1.0,raw,54,50,0.5417425034529941,0.4840996790399651
8,bernoulli,54,none,1.0,1.0,raw,54,50,0.5322421151243885,0.448128945667129
49,bernoulli,54,none,1.0,1.0,raw,54,50,0.5177954545454545,0.4405445194468916
28,bernoulli,54,none,1.0,1.0,raw,54,20,0.520969468051621,0.49153824020635395
