seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,beta,54,none,1.0,1.0,raw,54,50,0.5721133049066864,0.2885067468760017,15,2,30,2
21,beta,54,none,1.0,1.0,raw,54,20,0.5797015336657281,0.2947299914100544,21,2,30,2
23,beta,54,none,1.0,1.0,raw,54,50,0.5924245031403251,0.3040887867933451,13,2,30,2
43,beta,54,none,1.0,1.0,raw,54,20,0.5565973746159678,0.2845074444762226,2,2,30,2
40,beta,54,none,1.0,1.0,raw,54,50,0.5504472988025619,0.3068759039886896,23,2,30,2
28,beta,54,none,1.0,1.0,raw,54,20,0.5098079949638024,0.3245875317951263,28,2,30,2
20,beta,54,none,1.0,1.0,raw,54,50,0.5532470236259329,0.3157082499819941,29,2,30,2
48,beta,54,none,1.0,1.0,raw,54,50,0.5479832072645225,0.3011630347670089,16,2,30,2
33,beta,54,none,1.0,1.0,raw,54,20,0.5350175772245275,0.3150518415949058,28,2,30,2
1,beta,54,none,1.0,1.0,raw,54,50,0.5477174605421473,0.2984532766516026,11,2,30,2
46,beta,54,none,1.0,1.0,raw,54,50,0.6144242424242424,0.3078935501939242,18,2,30,2
17,beta,54,none,1.0,1.0,raw,54,20,0.4897948646076906,0.3178673552074998,20,2,30,2
9,beta,54,none,1.0,1.0,raw,54,50,0.5974788851351351,0.3077898782075925,25,2,30,2
37,beta,54,none,1.0,1.0,raw,54,50,0.5896655767051402,0.3040425370103583,25,2,30,2
25,beta,54,none,1.0,1.0,raw,54,20,0.5710618319848166,0.3241334136432863,25,2,30,2
2,beta,54,none,1.0,1.0,raw,54,50,0.4499271783181358,0.3136973925290623,4,2,30,2
13,beta,54,none,1.0,1.0,raw,54,5,0.5761741912352796,0.275616708574555,15,2,30,2
5,beta,54,none,1.0,1.0,raw,54,20,0.5860950531750585,0.296784161172121,16,2,30,2
15,beta,54,none,1.0,1.0,raw,54,50,0.5129699531934169,0.3133445295318649,15,2,30,2
41,beta,54,none,1.0,1.0,raw,54,5,0.5198987261650447,0.3095001718862669,17,2,30,2
35,beta,54,none,1.0,1.0,raw,54,20,0.5800291405030804,0.2865150944509887,7,2,30,2
19,beta,54,none,1.0,1.0,raw,54,50,0.5285706725001764,0.3152188047891378,25,2,30,2
29,beta,54,none,1.0,1.0,raw,54,50,0.55524695489225,0.3250455196304497,22,2,30,2
3,beta,54,none,1.0,1.0,raw,54,50,0.6349779397370837,0.3099358864019337,30,2,30,2
10,beta,54,none,1.0,1.0,raw,54,10,0.5652629233511586,0.2826014474151379,8,2,30,2
27,beta,54,none,1.0,1.0,raw,54,50,0.5171062009978618,0.3162889969759601,13,2,30,2
31,beta,54,none,1.0,1.0,raw,54,50,0.5046236093050138,0.2977767099848465,6,2,30,2
44,beta,54,none,1.0,1.0,raw,54,20,0.5194033319033319,0.316494281908483,23,2,30,2
11,beta,54,none,1.0,1.0,raw,54,50,0.5678147355999705,0.3015510196180568,19,2,30,2
7,beta,54,none,1.0,1.0,raw,54,50,0.4415543991827352,0.3195838665719455,30,2,30,2
39,beta,54,none,1.0,1.0,raw,54,50,0.5446895051206364,0.3255937787023096,29,2,30,2
0,beta,54,none,1.0,1.0,raw,54,20,0.4163834933982232,0.3239709297666888,24,2,30,2
30,beta,54,none,1.0,1.0,raw,54,20,0.5685341718601843,0.2976547841914572,16,2,30,2
47,beta,54,none,1.0,1.0,raw,54,20,0.470976328548341,0.3200635640522023,23,2,30,2
38,beta,54,none,1.0,1.0,raw,54,50,0.4846964469599597,0.2986459737887594,6,2,30,2
26,beta,54,none,1.0,1.0,raw,54,20,0.5883165693999945,0.3050299944746755,24,2,30,2
6,beta,54,none,1.0,1.0,raw,54,20,0.4944027887398052,0.3099972761903585,13,2,30,2
18,beta,54,none,1.0,1.0,raw,54,20,0.5958259847148735,0.279306584969707,20,2,30,2
34,beta,54,none,1.0,1.0,raw,54,50,0.4544898448060503,0.3163989266383993,27,2,30,2
22,beta,54,none,1.0,1.0,raw,54,20,0.525833299691844,0.3013762373192796,18,2,30,2
14,beta,54,none,1.0,1.0,raw,54,20,0.5598692635402629,0.3170097858576146,20,2,30,2
32,beta,54,none,1.0,1.0,raw,54,50,0.5163092721232256,0.314987273905284,27,2,30,2
24,beta,54,none,1.0,1.0,raw,54,10,0.5935796269727404,0.2961790938165531,26,2,30,2
45,beta,54,none,1.0,1.0,raw,54,50,0.5745298119247699,0.3289574553800289,29,2,30,2
16,beta,54,none,1.0,1.0,raw,54,5,0.5831475069252078,0.3144900969574536,26,2,30,2
36,beta,54,none,1.0,1.0,raw,54,5,0.5488649253841281,0.3133577377097763,27,2,30,2
12,beta,54,none,1.0,1.0,raw,54,50,0.6412718600953896,0.3025765284371305,16,2,30,2
8,beta,54,none,1.0,1.0,raw,54,10,0.4963716932593793,0.3000909513450067,21,2,30,2
4,beta,54,none,1.0,1.0,raw,54,50,0.548228821341302,0.3038270979628759,26,2,30,2
49,beta,54,none,1.0,1.0,raw,54,50,0.5631742424242424,0.29231073871055013,24,2,30,2
