seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
0,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5406998001267489,0.4869685724367402,2.0
2,bernoulli,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5107191736880373,0.4441681765261688,2.0
3,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.540131218943284,0.4705747690535542,2.0
1,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.578027864301633,0.4863714329077219,2.0
5,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5689409058151782,0.4728894879881889,2.0
6,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.535600791461806,0.4825735741688349,2.0
39,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5224367015098722,0.4744546426101501,2.0
7,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5559132996632996,0.4477105572099276,2.0
31,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5887134728105078,0.4259800403143417,2.0
46,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5953987658269817,0.4490965967367499,2.0
42,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5635721616734275,0.453430960389189,2.0
15,bernoulli,54,none,1.0,1.0,raw,none,,54,31.0,20,0.5244311663773166,0.4510870189052237,2.0
38,bernoulli,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5405313640607758,0.4588801326469854,2.0
10,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5783247826364916,0.4548583912302999,2.0
11,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5507415171985401,0.4599996335867791,2.0
45,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5471898103963161,0.4910597217700191,2.0
19,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6027857496288966,0.4253928486579385,2.0
18,bernoulli,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6157154522262627,0.4458598738046426,2.0
