seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
1,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4519371379375524,2.0
2,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4389734320389173,2.0
0,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4572377675674328,2.0
4,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4580997301603021,2.0
36,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4717099197839947,2.0
3,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.448606455273215,2.0
28,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4572329117025742,2.0
20,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4322780718063682,2.0
8,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4463620950387162,2.0
24,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4429260522626114,2.0
12,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.43817750379472,2.0
32,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4552496721831078,2.0
16,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4430128751707158,2.0
40,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4409348325155288,2.0
48,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4584005172935866,2.0
44,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4459831307742691,2.0
6,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4517600449087594,2.0
18,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4482727372806196,2.0
10,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4477601628090005,2.0
13,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4603509241811011,2.0
34,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4518950310431585,2.0
38,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4402320401418351,2.0
46,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4487800612249621,2.0
22,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4495771056790676,2.0
30,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.463276891060662,2.0
42,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4527555636828192,2.0
14,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4440461104319408,2.0
26,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4525013117217973,2.0
15,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4513318987677542,2.0
47,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4364484172080011,2.0
9,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4453253995131318,2.0
31,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4403401048994132,2.0
39,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.438154208288516,2.0
19,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4403658903145038,2.0
43,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4498900497740746,2.0
7,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4423069836298263,2.0
49,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4622212974978992,2.0
27,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4655966871729545,2.0
21,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4448364792106665,2.0
35,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4464443946486492,2.0
23,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4402903401935535,2.0
11,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4580384591917193,2.0
29,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4475051205358094,2.0
33,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4459414975549189,2.0
25,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,0.5,0.4438520038924769,2.0
5,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4340731230466433,2.0
45,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4385756994378308,2.0
41,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.4520786140857727,2.0
37,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.453669631792175,2.0
17,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,0.5,0.46458302727362755,2.0
