seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5666860912706899,0.2759228426625071,10,2,30,2
3,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5832554900259233,0.3243029841190166,18,2,30,2
7,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5709343434343435,0.3190432032130944,14,2,30,2
1,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5521467328737071,0.3251105303978255,30,2,30,2
5,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5727497828778387,0.3127798972731811,23,2,30,2
0,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5791164952306668,0.3269132651365923,29,2,30,2
23,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5229427523149497,0.313749176989384,25,2,30,2
4,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5766923305275455,0.3311466213171744,18,2,30,2
20,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5794775351730033,0.298664284963155,28,2,30,2
8,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5789504716981132,0.3164676795007939,17,2,30,2
30,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6074801792485349,0.3124718295751626,30,2,30,2
43,beta,54,none,1.0,1.0,raw,none,,54,31.0,20,0.514897510566213,0.2997964367057358,10,2,30,2
11,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.566367730413852,0.317392613186269,30,2,30,2
10,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.6235335954481523,0.3307947584375237,29,2,30,2
39,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5452590011614402,0.329813970019267,30,2,30,2
35,beta,54,none,1.0,1.0,raw,none,,54,30.0,20,0.5231258864634863,0.3009029984230656,20,2,30,2
27,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.566163922605456,0.3131835970805744,25,2,30,2
15,beta,54,none,1.0,1.0,raw,none,,54,31.0,50,0.5746369832340545,0.2953685510514959,16,2,30,2
31,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5714446155820818,0.3437561012940368,30,2,30,2
12,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6105256899539087,0.3438737603126736,29,2,30,2
42,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5965780427805744,0.3066909894462918,19,2,30,2
47,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6035681325135138,0.3321283535054023,19,2,30,2
19,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6356605640771895,0.3297501463828293,29,2,30,2
18,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.6161009083578047,0.3085125442084447,19,2,30,2
48,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6073526075668592,0.3112952852817913,8,2,30,2
26,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5594269596199525,0.3345156008584837,28,2,30,2
14,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5884796862830336,0.3209903801251983,23,2,30,2
46,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5937468307029794,0.3197579584570375,22,2,30,2
38,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5833720297388117,0.3245881285984488,27,2,30,2
6,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.566297774656091,0.3184034164951084,22,2,30,2
34,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5953523028920039,0.3317292803738374,19,2,30,2
22,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.53305338723167,0.3284572667417461,29,2,30,2
9,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.6169388001935171,0.3163798050366708,21,2,30,2
28,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5858904933814681,0.3283501601849196,27,2,30,2
29,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.473030839231547,0.3449443960991724,18,2,30,2
16,beta,54,none,1.0,1.0,raw,none,,54,29.0,5,0.5098031045479293,0.3427055595985256,21,2,30,2
32,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6094281462585034,0.3145220070971771,22,2,30,2
36,beta,54,none,1.0,1.0,raw,none,,54,29.0,5,0.5930642377004159,0.3134556700972675,8,2,30,2
44,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5876041048629881,0.3107361846286471,13,2,30,2
24,beta,54,none,1.0,1.0,raw,none,,54,29.0,10,0.5552976023696113,0.3168755688746836,21,2,30,2
33,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5575451471922157,0.3286477080814112,30,2,30,2
40,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5743672182175622,0.3294601524350729,29,2,30,2
45,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.5656443930351103,0.3192863309167897,17,2,30,2
17,beta,54,none,1.0,1.0,raw,none,,54,29.0,20,0.5464198141290199,0.3330140994197252,26,2,30,2
13,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6212764315480783,0.3103690567991594,27,2,30,2
37,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5865063921206016,0.3275539788322581,14,2,30,2
41,beta,54,none,1.0,1.0,raw,none,,54,30.0,50,0.5965964837441726,0.324924184135639,29,2,30,2
25,beta,54,none,1.0,1.0,raw,none,,54,31.0,10,0.5752454936776971,0.3103127346633377,26,2,30,2
21,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6057960072436412,0.3168869252754222,18,2,30,2
49,beta,54,none,1.0,1.0,raw,none,,54,29.0,50,0.6233045197480344,0.3193435084760786,28,2,30,2
