seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
42,beta,1,max,1.0,1.0,raw,2,0.4337008919523539,0.6504670625979512,0.3527751142901066,0.8698040596277236
42,beta,1,max,1.0,1.0,raw,3,0.4334340187928572,0.6585870074349807,0.3535462887779727,0.8700551546089303
42,beta,1,max,1.0,1.0,raw,4,0.4345607456482942,0.6413524988289954,0.3526428577075723,0.8739737894805872
42,beta,1,max,1.0,1.0,raw,5,0.4345905256392449,0.6446848805510026,0.3535062567381092,0.8714611139298176
42,beta,1,max,1.0,1.0,raw,6,0.4353976656982603,0.6399218154392295,0.3562355992267594,0.870556136554252
42,beta,1,max,1.0,1.0,raw,7,0.4360044667207639,0.6344773791970795,0.3586502022448961,0.8717993587154981
42,beta,1,max,1.0,1.0,raw,8,0.4353164610781784,0.6476370532625788,0.3575194387219582,0.8737739489388432
42,beta,1,max,1.0,1.0,raw,9,0.4359402953847864,0.6434194770231594,0.3583089316546573,0.870805333222886
42,beta,1,max,1.0,1.0,raw,10,0.435922469286741,0.6502700986518258,0.3536564878264239,0.8750282158277851
42,beta,1,max,1.0,1.0,raw,11,0.4363498726721008,0.6416899179937507,0.3540952367370113,0.8749087947095753
42,beta,1,max,1.0,1.0,raw,12,0.4372739037348033,0.6338855074385736,0.3586153418662141,0.8738479831291786
42,beta,1,max,1.0,1.0,raw,13,0.4384692558920215,0.6320239858316615,0.3526084176525244,0.8747476107147665
42,beta,1,max,1.0,1.0,raw,14,0.4373053730886451,0.6385803047812916,0.3545947386315272,0.8746095516185702
42,beta,1,max,1.0,1.0,raw,15,0.4378080475640011,0.6345583859278243,0.3548296958461559,0.8759749560799501
42,beta,1,max,1.0,1.0,raw,16,0.4377816009236882,0.6369676828873934,0.3578333128160832,0.8732051454625153
42,beta,1,max,1.0,1.0,raw,17,0.4376167754593822,0.6503034159362451,0.3523887884616249,0.8751262377860843
42,beta,1,max,1.0,1.0,raw,18,0.4384347602611813,0.636383323849884,0.3545629047234813,0.8738604084478362
42,beta,1,max,1.0,1.0,raw,19,0.4385788082544355,0.6390153893190011,0.3577510172898112,0.8742488722297579
42,beta,1,max,1.0,1.0,raw,20,0.4378780877039596,0.6411689271246466,0.3568097694293828,0.8754958910161496
42,beta,1,max,1.0,1.0,raw,21,0.4390062051706004,0.6385541735778255,0.3493188151425002,0.877781977075287
42,beta,1,max,1.0,1.0,raw,22,0.4381647849419198,0.6488776321471291,0.3520316596267965,0.8771313735844629
42,beta,1,max,1.0,1.0,raw,23,0.4383359823884196,0.6409664102977846,0.3507989432921419,0.8773760833324704
42,beta,1,max,1.0,1.0,raw,24,0.4394019372586122,0.6456752531623655,0.353698472425286,0.8759683982728808
42,beta,1,max,1.0,1.0,raw,25,0.4399360376976738,0.634289234532124,0.3544081070655125,0.8759825493302408
42,beta,1,max,1.0,1.0,raw,26,0.440062630026925,0.6338655823959307,0.3599902980874652,0.8732638205783985
42,beta,1,max,1.0,1.0,raw,27,0.4398447961608479,0.6325237450979496,0.3573372120461391,0.8746834132350353
42,beta,1,max,1.0,1.0,raw,28,0.4393806906449639,0.6398999305563269,0.3563720209725744,0.8750489246922144
42,beta,1,max,1.0,1.0,raw,29,0.4398510635879144,0.6385799781412483,0.3531762069100964,0.8746872098601806
42,beta,1,max,1.0,1.0,raw,30,0.4400700456232135,0.6364640039405854,0.3501429082974863,0.8767242718245545
