seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,max,1.0,raw,max,0.6329387885032056,0.4478751447934495,25,2,30,2
32,beta,1,max,1.0,raw,max,0.6186773113931112,0.4439118425983062,14,2,30,2
30,beta,1,max,1.0,raw,max,0.607561844077961,0.4539589934966475,30,2,30,2
27,beta,1,max,1.0,raw,max,0.6038348607835584,0.4534751920065706,11,2,30,2
39,beta,1,max,1.0,raw,max,0.6712570672010305,0.4237165172255586,14,2,30,2
14,beta,1,max,1.0,raw,max,0.5781267714022936,0.4411493076816675,21,2,30,2
29,beta,1,max,1.0,raw,max,0.6557419054274402,0.435048797873899,29,2,30,2
2,beta,1,max,1.0,raw,max,0.6436981819201922,0.4302562590713999,24,2,30,2
33,beta,1,max,1.0,raw,max,0.6239021373146532,0.4351146589089779,18,2,30,2
28,beta,1,max,1.0,raw,max,0.6385796964145054,0.4426986375382756,18,2,30,2
8,beta,1,max,1.0,raw,max,0.6598753728885789,0.4285903100554696,2,2,30,2
46,beta,1,max,1.0,raw,max,0.6915417839499081,0.432616601947879,14,2,30,2
34,beta,1,max,1.0,raw,max,0.6662613060452485,0.4396098217810216,29,2,30,2
17,beta,1,max,1.0,raw,max,0.616499657064472,0.4516643627073967,28,2,30,2
38,beta,1,max,1.0,raw,max,0.6488950333464523,0.4303366872157905,28,2,30,2
22,beta,1,max,1.0,raw,max,0.6264732106670989,0.4389949359699478,13,2,30,2
49,beta,1,max,1.0,raw,max,0.6344814168746847,0.4491751939970277,25,2,30,2
42,beta,1,max,1.0,raw,max,0.665160638306907,0.441069955917115,6,2,30,2
24,beta,1,max,1.0,raw,max,0.6240122652773255,0.4353441870138653,20,2,30,2
26,beta,1,max,1.0,raw,max,0.6152210280971653,0.4413629358696073,25,2,30,2
16,beta,1,max,1.0,raw,max,0.6526454612513133,0.4321273372643215,20,2,30,2
20,beta,1,max,1.0,raw,max,0.6781792379059759,0.4185051550952156,12,2,30,2
21,beta,1,max,1.0,raw,max,0.674259025143981,0.4322411342944968,16,2,30,2
10,beta,1,max,1.0,raw,max,0.6517134057422637,0.4346356460665156,30,2,30,2
37,beta,1,max,1.0,raw,max,0.6594766409645021,0.4424421258030646,23,2,30,2
48,beta,1,max,1.0,raw,max,0.5829058616156788,0.449021204759938,26,2,30,2
45,beta,1,max,1.0,raw,max,0.6728484335461562,0.4267407551374707,28,2,30,2
9,beta,1,max,1.0,raw,max,0.6645560372120208,0.4312435585038465,25,2,30,2
18,beta,1,max,1.0,raw,max,0.6581782296020647,0.4388197509499066,30,2,30,2
31,beta,1,max,1.0,raw,max,0.6703909264686582,0.4256299476223938,26,2,30,2
3,beta,1,max,1.0,raw,max,0.6501143770753905,0.437370638795899,27,2,30,2
36,beta,1,max,1.0,raw,max,0.6066312387791741,0.4522521062857785,24,2,30,2
12,beta,1,max,1.0,raw,max,0.6399874074809144,0.4298796484214188,25,2,30,2
47,beta,1,max,1.0,raw,max,0.6780314224521202,0.4177954840494098,6,2,30,2
6,beta,1,max,1.0,raw,max,0.6073096892033769,0.4433150416319767,23,2,30,2
23,beta,1,max,1.0,raw,max,0.6443312105319133,0.4309053501974874,17,2,30,2
11,beta,1,max,1.0,raw,max,0.6300622420886373,0.446323184789463,20,2,30,2
44,beta,1,max,1.0,raw,max,0.6178192340919114,0.436101346689536,21,2,30,2
40,beta,1,max,1.0,raw,max,0.6651142041399001,0.4270401987142447,21,2,30,2
41,beta,1,max,1.0,raw,max,0.6248528124763797,0.4407884781497342,16,2,30,2
35,beta,1,max,1.0,raw,max,0.6911027620249076,0.4305467164591866,15,2,30,2
25,beta,1,max,1.0,raw,max,0.5930046669546022,0.4380076902718162,23,2,30,2
1,beta,1,max,1.0,raw,max,0.6386130444832545,0.4416443174333677,21,2,30,2
19,beta,1,max,1.0,raw,max,0.6429075278298249,0.4308179377172965,23,2,30,2
4,beta,1,max,1.0,raw,max,0.6625165590329525,0.4406302052724732,13,2,30,2
13,beta,1,max,1.0,raw,max,0.641811527904849,0.4471622997356959,28,2,30,2
5,beta,1,max,1.0,raw,max,0.6709600014744467,0.4158290928405913,17,2,30,2
7,beta,1,max,1.0,raw,max,0.6730367580257205,0.4313486760347423,28,2,30,2
15,beta,1,max,1.0,raw,max,0.6360352828637384,0.4400317642277179,20,2,30,2
43,beta,1,max,1.0,raw,max,0.6130771792775608,0.44053102329808735,20,2,30,2
