seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,max,1.0,raw,2,0.4448559914054576,0.635184544978453,0.3919740650832737,0.8050348181717696
0,beta,1,max,1.0,raw,3,0.44186671048257,0.638919599795996,0.3893037193779148,0.7992538963192218
38,beta,1,max,1.0,raw,2,0.4265280831953273,0.6535142904298589,0.4033206080696556,0.802622098220332
46,beta,1,max,1.0,raw,2,0.4273133840703809,0.6759601667815563,0.4112190645403528,0.7915070060051472
0,beta,1,max,1.0,raw,4,0.4461230714317528,0.634871350774086,0.3848605740734367,0.792207361556317
8,beta,1,max,1.0,raw,2,0.4285903100554696,0.6598753728885789,0.3684538249895698,0.8269941317104978
26,beta,1,max,1.0,raw,2,0.4422878475027312,0.6199867312533512,0.4056467749594982,0.805867380237567
14,beta,1,max,1.0,raw,2,0.4412194253308566,0.6003014433995908,0.3798346010814387,0.8280288946725447
28,beta,1,max,1.0,raw,2,0.4430000092310506,0.6472616054709268,0.4053145606077544,0.7966586216143738
44,beta,1,max,1.0,raw,2,0.4334006352001441,0.6380459684472878,0.39443904441322,0.807327001356852
20,beta,1,max,1.0,raw,2,0.4405854958214868,0.6603156381552644,0.4481475331215686,0.7643902817150957
32,beta,1,max,1.0,raw,2,0.4459092341488999,0.6229619299958165,0.3981043975266191,0.774010448061081
36,beta,1,max,1.0,raw,2,0.4594033621771279,0.6098771992818672,0.3964765764042627,0.8316749181614047
0,beta,1,max,1.0,raw,5,0.4412239508463829,0.6508791686490889,0.3800010203046653,0.8040676467337239
20,beta,1,max,1.0,raw,3,0.4169098998449635,0.6700336304414288,0.4023395093675851,0.8062821137491141
21,beta,1,max,1.0,raw,2,0.4279925468655974,0.6551046495294283,0.4004108889034247,0.8147652455477602
30,beta,1,max,1.0,raw,2,0.4568193710735236,0.6043353323338331,0.411767989947442,0.7886862448907055
1,beta,1,max,1.0,raw,2,0.4385486365132158,0.6369105711937539,0.3914741441999553,0.8121089909732773
32,beta,1,max,1.0,raw,3,0.4430009847010051,0.6342671872821085,0.3680566281876838,0.8103833188221374
18,beta,1,max,1.0,raw,2,0.4618804306464658,0.6212789822179394,0.4372929696288862,0.7762993402014122
24,beta,1,max,1.0,raw,2,0.4284688487642286,0.6509728101595571,0.3595779302101965,0.839584736251403
8,beta,1,max,1.0,raw,3,0.4372294986176057,0.6656518165000774,0.4040565144802878,0.7702227497924087
34,beta,1,max,1.0,raw,2,0.4291025167809676,0.6765798152234536,0.3757521318665799,0.8265616362631287
12,beta,1,max,1.0,raw,2,0.4310979927686552,0.6287126544551168,0.3803546985231706,0.8222044515527122
39,beta,1,max,1.0,raw,2,0.4253892931816613,0.6415491781769602,0.415039259966635,0.7808466080747046
40,beta,1,max,1.0,raw,2,0.4184593814886231,0.6718998546956256,0.3903536617116103,0.8169148405834795
16,beta,1,max,1.0,raw,2,0.4568187349953185,0.617685584639113,0.4261834580956612,0.7854060173975429
2,beta,1,max,1.0,raw,2,0.4227063852637862,0.6598202832317905,0.3809487653635939,0.835760508940401
22,beta,1,max,1.0,raw,2,0.4488158035911069,0.6189898890224175,0.4009804823470612,0.8199408284023669
45,beta,1,max,1.0,raw,2,0.4505429363525068,0.5996761131172688,0.4208221720483823,0.7888161575472753
49,beta,1,max,1.0,raw,2,0.4469509933786249,0.6579827803956354,0.3712970778931019,0.8093804459537959
13,beta,1,max,1.0,raw,2,0.4411513512486604,0.6595258220008178,0.3784474219888701,0.8166482045601403
31,beta,1,max,1.0,raw,2,0.4122290234188183,0.6930890324337889,0.4024719663595589,0.7942630508926488
14,beta,1,max,1.0,raw,3,0.4404432544183474,0.5945650092910637,0.3852600754702006,0.8006692516067349
3,beta,1,max,1.0,raw,2,0.4300432813009361,0.6729163079572008,0.367591797658504,0.8289753041935752
29,beta,1,max,1.0,raw,2,0.4257637860277586,0.6668893184616456,0.3951338141766716,0.8008269848760647
10,beta,1,max,1.0,raw,2,0.4282759282067826,0.6469560140973989,0.370270850660196,0.8379118457300274
6,beta,1,max,1.0,raw,2,0.455677570873678,0.5938308092793143,0.4380523396643204,0.7600540741713735
27,beta,1,max,1.0,raw,2,0.4530975234810328,0.6140893773157707,0.3783902262701216,0.8295538733198532
33,beta,1,max,1.0,raw,2,0.4508287851006652,0.6173439536226111,0.425760356145446,0.7776813437985165
7,beta,1,max,1.0,raw,2,0.4291693771455719,0.6528836219785448,0.4223789807527466,0.7867379802162411
26,beta,1,max,1.0,raw,3,0.442594565938833,0.6254193671968339,0.39459819036964,0.8071400600443805
42,beta,1,max,1.0,raw,2,0.4442610457468808,0.6602371929338613,0.3965127681093063,0.8038927611498338
38,beta,1,max,1.0,raw,3,0.4233100291030346,0.6618380406812686,0.365813118069073,0.8255546225316249
46,beta,1,max,1.0,raw,3,0.4308373066013684,0.6888601265701593,0.3857631629359414,0.7978038318558766
28,beta,1,max,1.0,raw,3,0.4399621516172612,0.6542791646985338,0.3939991185631066,0.7995065701260392
9,beta,1,max,1.0,raw,2,0.4278426534086834,0.6505917880278602,0.3895492044925217,0.8274899901933694
43,beta,1,max,1.0,raw,2,0.4369521116384442,0.6401435862240659,0.3962417762336183,0.8016247177397147
41,beta,1,max,1.0,raw,2,0.4372383425136255,0.6481160933979407,0.3864879111858256,0.8152791068580543
15,beta,1,max,1.0,raw,2,0.4376037338437515,0.6380436443938484,0.4101839510328057,0.7959088637499432
47,beta,1,max,1.0,raw,2,0.4239928632947559,0.6836640565011778,0.4036200935606633,0.7716160014705544
5,beta,1,max,1.0,raw,2,0.4035225792845955,0.6794428256579865,0.4050475076785917,0.8095653893044252
25,beta,1,max,1.0,raw,2,0.4406493288452532,0.6089123536327863,0.3849874718596984,0.8229678694794973
19,beta,1,max,1.0,raw,2,0.4379527610230997,0.6201470020941255,0.3897539727263616,0.8145164684836368
11,beta,1,max,1.0,raw,2,0.4590045031740113,0.6125511487352155,0.4324750645290428,0.767156406918356
35,beta,1,max,1.0,raw,2,0.4200859636366808,0.694429491245357,0.380513273606636,0.8124184812645076
4,beta,1,max,1.0,raw,2,0.4500405962169344,0.6459116437600043,0.4240867950462827,0.7798466830999268
23,beta,1,max,1.0,raw,2,0.4270913677700395,0.6388554263205527,0.4091907399580815,0.7959564143089286
17,beta,1,max,1.0,raw,2,0.4526926148107354,0.6247359396433471,0.4068832597026014,0.7889779205321396
37,beta,1,max,1.0,raw,2,0.4457477650867175,0.655456161810093,0.390944293181923,0.7993972272453287
48,beta,1,max,1.0,raw,2,0.4588135746448456,0.5863415690726577,0.383210034167175,0.83301719613152
0,beta,1,max,1.0,raw,6,0.443061426011553,0.6325003166170919,0.3781018320978023,0.8304576102575439
32,beta,1,max,1.0,raw,4,0.4463690721507607,0.6198218519035001,0.401690814375985,0.7617652311745139
4,beta,1,max,1.0,raw,3,0.4390438971871752,0.6562068775183528,0.3476538175862118,0.859674404745781
