seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
0,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.4397952464650861,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4034104142674073,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4638330226162221,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.4563418184931901,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.5791211438527162,2.0
2,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.269584332643118,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5,0.0194174775793566,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.4807997393098019,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.3004332672132047,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,10,0.5,0.3903222245775611,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,10,0.5,0.4004714139982956,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.3716737932147761,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.3519789136949849,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,10,0.5,0.4504162624767841,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,5,0.5,0.2994436519407268,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.2899633623484547,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.3926553602773997,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.5214159631324539,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.3756248910177012,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.358623091218269,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.3705789910911234,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,10,0.5,0.4296909332138233,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.3826460184370409,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.4293595536409073,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4113686218323649,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.5372155101989758,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.3534039168082236,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4171970766375629,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.3253773703743423,2.0
13,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.3079000232407232,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5,0.4193503105070548,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,20,0.5,0.3899708993459548,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.4289492420544227,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.3902198216012767,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.3741657394738947,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4283833392555705,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,5,0.5,0.3851228014676772,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.3600063996938261,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5,0.3535787620857302,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.3975772921672845,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.2902004935818398,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5,0.4264479500805273,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4336208128860316,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5,0.3784251944559639,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,3.0,5,0.5,0.3651320982337431,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.3627823716434722,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4345449718845026,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.3850805668628653,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5,0.3951031156740995,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4098035658443854,2.0
