seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
19,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,5,0.5931372549019608,0.4806690728873121,2.0
11,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.6794305351006381,0.4218296627125876,2.0
36,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.8333333333333334,0.3779358579935242,2.0
16,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.570406626506024,0.454799190056515,2.0
48,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.78125,0.3326958232399609,2.0
44,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.4444444444444444,0.4081444949157234,2.0
7,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.7380952380952381,0.5477177257562,2.0
13,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,5,0.7132146204311153,0.5050472382839594,2.0
9,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5881505082688514,0.4420035212029147,2.0
25,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4942254082039028,0.4743398678250866,2.0
17,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,10,0.4925287356321839,0.4793271093307096,2.0
21,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.7272727272727273,0.4911194217439852,2.0
33,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5320574162679426,0.4326526635910953,2.0
47,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,5,0.48559670781893,0.4779213621274149,2.0
43,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,5,0.5684068406840684,0.5163445220850992,2.0
10,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,5,0.4494117647058824,0.3811698430643029,2.0
39,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.4810360777058279,0.4433735244442499,2.0
42,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.7045454545454545,0.2886672281554563,2.0
35,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.6376018756280005,0.4885148367058698,2.0
15,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.7792207792207791,0.491275017200827,2.0
18,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.6127606928243196,0.4131525224991148,2.0
3,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.50015479876161,0.3895965771115471,2.0
31,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.4342857142857143,0.4317464051585696,2.0
14,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.562857142857143,0.3931747950506971,2.0
2,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,1.0,0.2131947174175791,2.0
34,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.431578947368421,0.4254803950761114,2.0
22,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5555694305694306,0.5023609686432278,2.0
38,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5337636544190666,0.4390971628265097,2.0
46,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.566557300210921,0.46150153613015676,2.0
