seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
0,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.60751677852349,0.4757547725081298,2.0
1,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5299516908212559,0.4510193604143304,2.0
4,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4912801484230056,0.5568076970523438,2.0
8,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5660856935366739,0.5415974597245882,2.0
6,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5,1.013272113198393e-06,2.0
12,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5493421052631579,0.4063606478322472,2.0
45,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5555555555555556,0.3161933795090493,2.0
24,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,20,0.394580304031725,0.500551307245395,2.0
40,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5649509803921569,0.3877996117035612,2.0
28,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,10,0.4962087421944692,0.5242559667074006,2.0
20,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5565789473684211,0.3796627319169444,2.0
23,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.382258064516129,0.5423004923114656,2.0
32,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5725694444444445,0.4687758438615424,2.0
5,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5619402985074626,0.4861820415185998,2.0
41,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4044444444444444,0.287330101439945,2.0
26,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5182608695652173,0.4622278095590569,2.0
49,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4402942840973401,0.4118690151364426,2.0
37,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5328269126424308,0.4046386895514054,2.0
29,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5782975958414555,0.4502206493207085,2.0
30,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,10,0.5034965034965035,0.4999460101780938,2.0
27,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5442914754554303,0.4705238317388879,2.0
