seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
0,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.6003355704697987,0.4979843399580707,8,2,30,2,2.0
1,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5164251207729469,0.416548946758235,3,2,30,2,2.0
4,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4634508348794063,0.4694446026769192,17,2,30,2,2.0
8,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4771241830065359,0.4666524049021512,21,2,30,2,2.0
6,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5,0.3203774246848904,11,2,30,2,2.0
12,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.4783442982456141,0.4966638398276706,17,2,30,2,2.0
45,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.4722222222222222,0.3704917843920661,3,2,30,2,2.0
24,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,20,0.4844679444811632,0.4463646488746781,20,2,30,2,2.0
40,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4417892156862745,0.4796648355652959,22,2,30,2,2.0
28,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,10,0.4943131132917038,0.4727385583256529,13,2,30,2,2.0
20,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.4953947368421053,0.4964467392289451,9,2,30,2,2.0
23,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.4040322580645161,0.4824657188600501,8,2,30,2,2.0
32,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,20,0.5637152777777777,0.4737293263053762,12,2,30,2,2.0
5,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.475,0.4830807653510988,5,2,30,2,2.0
41,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4177777777777777,0.4916882935174881,29,2,30,2,2.0
26,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.4882608695652174,0.4971494030937456,11,2,30,2,2.0
49,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4883984153933219,0.4481219959557371,10,2,30,2,2.0
37,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5746066196418882,0.4289644399890372,29,2,30,2,2.0
29,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.573424301494477,0.4950009271584122,19,2,30,2,2.0
30,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,10,0.5113636363636365,0.49769403263314,5,2,30,2,2.0
27,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5722430816298151,0.4708480137108951,4,2,30,2,2.0
19,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,5,0.7051820728291317,0.4791338294290773,10,2,30,2,2.0
11,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4585174275895926,0.4370748975040931,5,2,30,2,2.0
36,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.5,0.4893693777713849,13,2,30,2,2.0
16,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.576179718875502,0.4433294949986837,16,2,30,2,2.0
48,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.875,0.4002093765520554,25,2,30,2,2.0
44,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.2666666666666666,0.493459465765218,18,2,30,2,2.0
7,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.369047619047619,0.4621096110403791,23,2,30,2,2.0
13,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,5,0.7235238987816308,0.4978187637030824,29,2,30,2,2.0
9,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5641025641025641,0.4509219678872542,20,2,30,2,2.0
25,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5491835921943448,0.4972804136991375,26,2,30,2,2.0
17,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,10,0.4774425287356322,0.4444860016331786,22,2,30,2,2.0
21,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.8116883116883117,0.4923689976849544,18,2,30,2,2.0
33,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4777511961722488,0.4968978042887592,12,2,30,2,2.0
47,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,5,0.397119341563786,0.4529186140502269,10,2,30,2,2.0
43,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,5,0.4372187218721872,0.4499080676639375,23,2,30,2,2.0
10,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,5,0.5194117647058824,0.4964538378744764,26,2,30,2,2.0
39,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.4123496762257169,0.4969871166581904,5,2,30,2,2.0
42,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.2727272727272727,0.4957888409610206,27,2,30,2,2.0
35,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.676230880875293,0.4500140572047722,28,2,30,2,2.0
15,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,10,0.4935064935064935,0.4974114347344528,7,2,30,2,2.0
18,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.5552315305761752,0.4263273464291541,14,2,30,2,2.0
3,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.5413312693498451,0.4236569564362109,25,2,30,2,2.0
31,bernoulli,54,none,1.0,1.0,raw,none,,54,3.0,50,0.4695510204081632,0.4307900069449804,11,2,30,2,2.0
14,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.4960714285714285,0.493165920745068,27,2,30,2,2.0
2,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.6190476190476191,0.4909631547835448,19,2,30,2,2.0
34,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5328320802005012,0.4967965681924246,10,2,30,2,2.0
22,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.553946053946054,0.452072730430809,25,2,30,2,2.0
38,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,50,0.5067858325057928,0.4284785516327387,19,2,30,2,2.0
46,bernoulli,54,none,1.0,1.0,raw,none,,54,4.0,20,0.6014764471525662,0.4286927760281031,4,2,30,2,2.0
