seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
0,beta,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5676510067114093,0.3221493482339788,2.0
1,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.414975845410628,0.2890745624396735,2.0
4,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5925788497217068,0.3307547208970986,2.0
2,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.3809523809523809,0.5284345013371529,2.0
3,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.4487616099071208,0.3049175665411989,2.0
5,beta,54,none,1.0,1.0,sae,none,,54,3.0,50,0.5869402985074628,0.4802205755144826,2.0
6,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5,0.0027261219468182,2.0
30,beta,54,none,1.0,1.0,sae,none,,54,3.0,50,0.499125874125874,0.3538711825211705,2.0
24,beta,54,none,1.0,1.0,sae,none,,54,3.0,10,0.3886318572372769,0.3850287491418642,2.0
48,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.65625,0.3336591866344253,2.0
26,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.3630434782608696,0.2865166026875375,2.0
20,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.4973684210526315,0.239596605797104,2.0
12,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.525219298245614,0.257373754376977,2.0
44,beta,54,none,1.0,1.0,sae,none,,54,4.0,20,0.4666666666666666,0.4231740765587041,2.0
36,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.4375,0.4199518059997476,2.0
38,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.4486924859318106,0.2685856055755282,2.0
29,beta,54,none,1.0,1.0,sae,none,,54,3.0,5,0.624106562703054,0.278345140387083,2.0
34,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5283208020050125,0.2860154832486903,2.0
8,beta,54,none,1.0,1.0,sae,none,,54,4.0,20,0.4923747276688452,0.3320859190869304,2.0
40,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.4797794117647059,0.2422584076107413,2.0
28,beta,54,none,1.0,1.0,sae,none,,54,3.0,50,0.4812667261373773,0.3317574999399171,2.0
32,beta,54,none,1.0,1.0,sae,none,,54,3.0,50,0.656076388888889,0.4677873103686826,2.0
10,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.4582352941176471,0.2782398977725012,2.0
16,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.4398845381526104,0.3886090328461527,2.0
42,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.4318181818181818,0.4616958070273365,2.0
46,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5251933442699789,0.3584546660924792,2.0
19,beta,54,none,1.0,1.0,sae,none,,54,3.0,20,0.5528711484593838,0.4779622517767853,2.0
13,beta,54,none,1.0,1.0,sae,none,,54,3.0,10,0.4882849109653234,0.3499724671058876,2.0
45,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5555555555555556,0.3207028847808496,2.0
22,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5984015984015986,0.3986967589670719,2.0
18,beta,54,none,1.0,1.0,sae,none,,54,3.0,5,0.5615942028985508,0.3044562440300805,2.0
14,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5141071428571429,0.3025890370633942,2.0
49,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.5772495755517826,0.2601402134577882,2.0
41,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.6844444444444444,0.1737375130385848,2.0
7,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.4761904761904761,0.5146252158208307,2.0
37,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5892566467715681,0.2576011456056482,2.0
11,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.54246440844379,0.2405074823428984,2.0
9,beta,54,none,1.0,1.0,sae,none,,54,3.0,10,0.5374753451676528,0.309010863585379,2.0
47,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.4037037037037037,0.3768958606608555,2.0
25,beta,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5181202708084429,0.3115703105043167,2.0
23,beta,54,none,1.0,1.0,sae,none,,54,3.0,10,0.3946236559139784,0.3304499726788819,2.0
15,beta,54,none,1.0,1.0,sae,none,,54,4.0,50,0.5,0.4550407623539579,2.0
39,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5444033302497687,0.2950350058120271,2.0
27,beta,54,none,1.0,1.0,sae,none,,54,3.0,20,0.4946460853845084,0.276383402857549,2.0
17,beta,54,none,1.0,1.0,sae,none,,54,3.0,20,0.4731321839080459,0.32352451315017,2.0
33,beta,54,none,1.0,1.0,sae,none,,54,4.0,20,0.5063795853269537,0.3323549375816645,2.0
21,beta,54,none,1.0,1.0,sae,none,,54,4.0,10,0.6818181818181818,0.4773486173041346,2.0
31,beta,54,none,1.0,1.0,sae,none,,54,3.0,50,0.4482448979591836,0.3524682457297379,2.0
35,beta,54,none,1.0,1.0,sae,none,,54,4.0,5,0.5240593948866809,0.4054494085090472,2.0
43,beta,54,none,1.0,1.0,sae,none,,54,3.0,5,0.40909090909090906,0.40623549288743305,2.0
