seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,54,none,1.0,1.0,raw,none,,2,0.3447817793328364,0.5230872483221477,0.326429048676036,0.5584542410714286
5,beta,54,none,1.0,1.0,raw,none,,2,0.4790075459473245,0.5272388059701493,0.4812864153572243,0.5873563218390805
1,beta,54,none,1.0,1.0,raw,none,,2,0.2772703610959193,0.4111111111111111,0.2707065031603241,0.5736782902137233
2,beta,54,none,1.0,1.0,raw,none,,2,0.3205405679408144,0.7619047619047619,0.3166052345660666,0.8241758241758241
5,beta,54,none,1.0,1.0,raw,none,,3,0.4793225083340242,0.585820895522388,0.4802724700955223,0.5789272030651342
0,beta,54,none,1.0,1.0,raw,none,,3,0.2955311929211194,0.5594630872483222,0.2762690258594582,0.5188337053571428
2,beta,54,none,1.0,1.0,raw,none,,3,0.3280463351458518,0.9523809523809524,0.3397780387752636,0.8571428571428572
1,beta,54,none,1.0,1.0,raw,none,,3,0.3622120330045571,0.5582125603864735,0.3677624604080535,0.5528683914510686
3,beta,54,none,1.0,1.0,raw,none,,2,0.2613015051542539,0.4976780185758513,0.2058211173423542,0.8966981132075473
5,beta,54,none,1.0,1.0,raw,none,,4,0.4796568049945139,0.575,0.4798622800776291,0.5613984674329502
2,beta,54,none,1.0,1.0,raw,none,,4,0.4729165077909407,0.4761904761904761,0.4728770095173436,0.8461538461538461
1,beta,54,none,1.0,1.0,raw,none,,4,0.3306261174916814,0.5782608695652174,0.333856792509055,0.5500562429696287
0,beta,54,none,1.0,1.0,raw,none,,4,0.2974198010479799,0.5354362416107382,0.2772928244888777,0.4996512276785714
3,beta,54,none,1.0,1.0,raw,none,,3,0.2641083248713124,0.4809597523219814,0.2090004442400751,0.8924528301886793
9,beta,54,none,1.0,1.0,raw,none,,2,0.2791862935786743,0.5939918070095586,0.2635239362720719,0.548005698005698
5,beta,54,none,1.0,1.0,raw,none,,5,0.4826896017251842,0.475,0.4811962791283158,0.6188697318007663
4,beta,54,none,1.0,1.0,raw,none,,2,0.3233349255067092,0.4912801484230056,0.3187099118361746,0.5540486637415237
2,beta,54,none,1.0,1.0,raw,none,,5,0.3182506960855978,0.5238095238095238,0.3155593605527541,0.8516483516483516
1,beta,54,none,1.0,1.0,raw,none,,5,0.3622216594803976,0.5091787439613527,0.3677728937583627,0.5913948256467941
6,beta,54,none,1.0,1.0,raw,none,,2,0.2553051340028097,0.5,0.2141113194255761,0.8571428571428572
3,beta,54,none,1.0,1.0,raw,none,,4,0.2683296648040308,0.5055727554179567,0.1870927162160964,0.8926886792452831
9,beta,54,none,1.0,1.0,raw,none,,3,0.2817534206296129,0.5465028068578365,0.2646940269476152,0.5715099715099715
5,beta,54,none,1.0,1.0,raw,none,,6,0.480823060561752,0.4395522388059701,0.4792178237254342,0.5551724137931034
0,beta,54,none,1.0,1.0,raw,none,,5,0.2978684842665283,0.5993288590604027,0.2774248541862955,0.5279017857142857
12,beta,54,none,1.0,1.0,raw,none,,2,0.2777652358495348,0.4320175438596491,0.2748479433591001,0.5498338870431894
4,beta,54,none,1.0,1.0,raw,none,,3,0.3273149436712324,0.4612244897959183,0.3218321109641014,0.5223374551256481
2,beta,54,none,1.0,1.0,raw,none,,6,0.3185536897364181,1.0,0.3175149495817976,0.8406593406593407
3,beta,54,none,1.0,1.0,raw,none,,5,0.2702117980410393,0.4905572755417956,0.1846278671062688,0.8875786163522014
6,beta,54,none,1.0,1.0,raw,none,,3,0.2773385786192262,0.5,0.2125947365934869,0.9285714285714286
1,beta,54,none,1.0,1.0,raw,none,,6,0.362210551985566,0.4830917874396135,0.3677545389677173,0.5258717660292463
9,beta,54,none,1.0,1.0,raw,none,,4,0.284424417519675,0.5206341981489909,0.2664583261552998,0.5676994301994303
30,beta,54,none,1.0,1.0,raw,none,,2,0.38659930070206,0.3636363636363636,0.3814849996942502,0.6289090909090909
5,beta,54,none,1.0,1.0,raw,none,,7,0.4811810431680796,0.5434701492537313,0.4790537552554881,0.5364942528735632
0,beta,54,none,1.0,1.0,raw,none,,6,0.3018236921671838,0.5280536912751678,0.2802433569313919,0.5108119419642857
12,beta,54,none,1.0,1.0,raw,none,,3,0.2746493054114322,0.4616228070175438,0.2721574658795848,0.4313399778516057
2,beta,54,none,1.0,1.0,raw,none,,7,0.4729108676330789,0.5714285714285714,0.4728851552231293,0.8131868131868132
4,beta,54,none,1.0,1.0,raw,none,,4,0.3192258755994462,0.577365491651206,0.3160129976104419,0.5682090147586757
3,beta,54,none,1.0,1.0,raw,none,,6,0.2710168641524743,0.4992260061919504,0.1819303109921728,0.8901729559748428
1,beta,54,none,1.0,1.0,raw,none,,7,0.3554770080948596,0.5096618357487923,0.3606057446527347,0.5688976377952755
6,beta,54,none,1.0,1.0,raw,none,,4,0.2969228053502699,0.5,0.2121526017234253,0.8571428571428572
10,beta,54,none,1.0,1.0,raw,none,,2,0.3723971915942766,0.5102941176470588,0.387163869369135,0.5704670329670329
9,beta,54,none,1.0,1.0,raw,none,,5,0.2856675619638436,0.5609164011530876,0.2667207835588662,0.5534188034188035
30,beta,54,none,1.0,1.0,raw,none,,3,0.3865963713316776,0.549388111888112,0.3814947452733233,0.5232727272727273
5,beta,54,none,1.0,1.0,raw,none,,8,0.4814965180254298,0.6018656716417911,0.4789463984725484,0.5087164750957854
0,beta,54,none,1.0,1.0,raw,none,,7,0.3609178017529648,0.585771812080537,0.3454880557279742,0.5897391183035715
12,beta,54,none,1.0,1.0,raw,none,,4,0.2808492772776775,0.4649122807017543,0.2776887252569374,0.5933001107419712
2,beta,54,none,1.0,1.0,raw,none,,8,0.4729649190051283,0.5238095238095238,0.4728354910223217,0.8626373626373627
4,beta,54,none,1.0,1.0,raw,none,,5,0.3616128984965412,0.6007421150278293,0.3534932735395322,0.5537495013960909
3,beta,54,none,1.0,1.0,raw,none,,7,0.2697990165480087,0.4623839009287925,0.1963605608181493,0.894496855345912
24,beta,54,none,1.0,1.0,raw,none,,2,0.2895935052805013,0.4345670852610707,0.2719269445278064,0.6087857438872772
6,beta,54,none,1.0,1.0,raw,none,,5,0.4950023119082551,0.5,0.4936290701521814,1.0
10,beta,54,none,1.0,1.0,raw,none,,3,0.3724053343870228,0.4041176470588235,0.3871725868019345,0.6002747252747254
1,beta,54,none,1.0,1.0,raw,none,,8,0.3622329517509809,0.5685990338164252,0.3677626630001978,0.5884420697412823
9,beta,54,none,1.0,1.0,raw,none,,6,0.2879697274343096,0.5254134425732059,0.2678717929943608,0.5672364672364673
30,beta,54,none,1.0,1.0,raw,none,,4,0.3865905510693967,0.416083916083916,0.3814918352968251,0.4954545454545455
5,beta,54,none,1.0,1.0,raw,none,,9,0.4818840271911931,0.541044776119403,0.4789511119745593,0.5813218390804598
7,beta,54,none,1.0,1.0,raw,none,,2,0.4740003909499733,0.6547619047619048,0.4473964050194577,0.7133333333333334
0,beta,54,none,1.0,1.0,raw,none,,8,0.360922941929894,0.6003355704697987,0.3454896839101942,0.623046875
2,beta,54,none,1.0,1.0,raw,none,,9,0.4378450769833554,0.4761904761904761,0.4367497346153391,0.8626373626373627
12,beta,54,none,1.0,1.0,raw,none,,5,0.2813888180727826,0.5482456140350878,0.2786527154494472,0.5091362126245847
16,beta,54,none,1.0,1.0,raw,none,,2,0.2771138595076224,0.5429216867469879,0.158353169248585,0.955141129032258
3,beta,54,none,1.0,1.0,raw,none,,8,0.2742466398874824,0.5142414860681114,0.1876907074171829,0.8872641509433962
4,beta,54,none,1.0,1.0,raw,none,,6,0.3298488362298292,0.5105751391465677,0.3240880128093168,0.5915436777024332
8,beta,54,none,1.0,1.0,raw,none,,2,0.3206362832372479,0.4960058097312999,0.3163594694052177,0.5385375494071146
24,beta,54,none,1.0,1.0,raw,none,,3,0.294553147268471,0.5069398545935229,0.2770301227578919,0.6033982594280978
48,beta,54,none,1.0,1.0,raw,none,,2,0.3585006401835728,0.75,0.3884714654633175,0.6857142857142857
6,beta,54,none,1.0,1.0,raw,none,,6,0.3180568170082882,0.5,0.210873117158101,1.0
10,beta,54,none,1.0,1.0,raw,none,,4,0.2643337137932903,0.478235294117647,0.2643610953333583,0.5348901098901099
1,beta,54,none,1.0,1.0,raw,none,,9,0.2928611812205122,0.4707729468599033,0.2906576809915052,0.4935320584926884
9,beta,54,none,1.0,1.0,raw,none,,7,0.2892663468899124,0.6027158246093157,0.2695517048468548,0.5949430199430199
26,beta,54,none,1.0,1.0,raw,none,,2,0.2754858542209991,0.4656521739130435,0.2662955683455831,0.5622923588039868
30,beta,54,none,1.0,1.0,raw,none,,5,0.3889516848809993,0.5113636363636365,0.3835479716781296,0.6390909090909092
7,beta,54,none,1.0,1.0,raw,none,,3,0.4889059419469451,0.3928571428571428,0.4885312165347112,0.6733333333333335
29,beta,54,none,1.0,1.0,raw,none,,2,0.2645667819355431,0.6206952566601689,0.2692410523912281,0.5337446112680244
5,beta,54,none,1.0,1.0,raw,none,,10,0.4819753951444598,0.6416044776119403,0.4789947291126014,0.4812260536398468
2,beta,54,none,1.0,1.0,raw,none,,10,0.4553668698305768,0.7619047619047619,0.455355809180393,0.8021978021978021
0,beta,54,none,1.0,1.0,raw,none,,9,0.3514570819901804,0.577248322147651,0.3342760831032913,0.5157993861607143
36,beta,54,none,1.0,1.0,raw,none,,2,0.3721235142115313,0.625,0.3859401146804023,0.8622448979591837
