train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.9482363498189907,0.8892886403305668,0.9437052141191636,0.8818855363470418,1999,11,9313,84219,100,20,entity_matching,183,1396
0.9475943943007286,0.8888374357330293,0.9430718138044776,0.8821002899173199,1999,16,9313,84219,50,15,entity_matching,183,1396
0.9468950725338788,0.8883268621095002,0.9429430247767814,0.8810265220659294,1999,11,9313,84219,50,20,entity_matching,183,1396
0.9499414393620087,0.891188449162303,0.9428205152508957,0.8828519274132932,1880,14,9313,84219,100,15,entity_matching,183,1396
0.9460850063268746,0.887341336278037,0.9426950436958541,0.8809191452807903,1999,10,9313,84219,50,25,entity_matching,183,1396
0.9469041378140302,0.8880418907847398,0.9426881717882125,0.8826371738430151,1999,9,9313,84219,100,25,entity_matching,183,1396
0.9503068426424817,0.8913903038506751,0.942672709996019,0.8836035649092666,1650,82,9313,84219,100,5,entity_matching,183,1396
0.9499532568867051,0.8919483726949976,0.9426216446133723,0.8813486524213465,1390,50,9313,84219,50,5,entity_matching,183,1396
0.9460570580638232,0.8872344720312518,0.9425192176451631,0.8804896381402341,1940,9,9313,84219,100,30,entity_matching,183,1396
0.9451564853395845,0.8866526555765326,0.9422636537695969,0.8804896381402341,1999,9,9313,84219,50,30,entity_matching,183,1396
0.9442448359263735,0.8856077607190777,0.9414158025440276,0.8801675077848169,1999,8,9313,84219,100,40,entity_matching,183,1396
0.9432812429213708,0.8843016421472589,0.9412781570491554,0.8793084935037045,1999,7,9313,84219,50,40,entity_matching,183,1396
0.9423974237299375,0.8837435733029364,0.9406703486663759,0.8792011167185655,1999,7,9313,84219,50,50,entity_matching,183,1396
0.9427714610416138,0.8838860589653166,0.94028649930807,0.8792011167185655,1999,7,9313,84219,100,50,entity_matching,183,1396
0.940025667126299,0.8808582386397369,0.9386596344145135,0.8779125952968968,1999,6,9313,84219,50,75,entity_matching,183,1396
0.9395545104514302,0.8802408007694226,0.9383691185949081,0.8781273488671749,1999,6,9313,84219,50,80,entity_matching,183,1396
0.9394231931552943,0.8799320818342654,0.9382926686223958,0.8759798131643939,1999,6,9313,84219,100,80,entity_matching,183,1396
0.9396456292625113,0.8803714126266045,0.9380118978787131,0.8768388274455062,1999,6,9313,84219,100,75,entity_matching,183,1396
0.9383840073876052,0.8793502653795462,0.9371396395328998,0.8754429292386986,1999,6,9313,84219,50,100,entity_matching,183,1396
0.9381809619131836,0.8790059250287939,0.9368863860400751,0.8755503060238377,1999,6,9313,84219,100,100,entity_matching,183,1396
