train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.9015277372200963,0.8173313692129567,0.857730467481456,0.7738270153785876,890,67,20418,183967,100,30,air_bench_2024,183,4985
0.9025397903878772,0.818396777682954,0.857686568111085,0.7743657557057498,850,88,20418,183967,100,25,air_bench_2024,183,4985
0.9005841187562706,0.8162659607429593,0.8576073936115587,0.7731903222646684,1020,39,20418,183967,100,40,air_bench_2024,183,4985
0.901600598687798,0.8173096261829568,0.8575905366895047,0.7738270153785876,980,50,20418,183967,50,30,air_bench_2024,183,4985
0.899088760016531,0.8147656916729631,0.8575791368304269,0.773631109805074,1050,29,20418,183967,100,50,air_bench_2024,183,4985
0.8994869536563361,0.8150103007604624,0.857538360030151,0.7740718973454794,1120,50,20418,183967,50,40,air_bench_2024,183,4985
0.9042406031169334,0.82001663341795,0.8575068468544915,0.7743657557057498,820,99,20418,183967,100,20,air_bench_2024,183,4985
0.9027599439809924,0.8163583686204591,0.8574416049653424,0.7657459104711529,950,50,20418,183967,50,25,air_bench_2024,183,4985
0.8974272582111538,0.8129827632129676,0.8574270081892622,0.7723087471838573,1140,37,20418,183967,50,50,air_bench_2024,183,4985
0.9033685749130876,0.8191577837329521,0.8573976857691297,0.7737780389852091,900,50,20418,183967,50,20,air_bench_2024,183,4985
0.9043818366359042,0.8201144770529497,0.8572345736115665,0.7738270153785876,890,50,20418,183967,50,15,air_bench_2024,183,4985
0.9057440491876569,0.8215114667304462,0.8572296568027816,0.7738270153785876,750,100,20418,183967,100,15,air_bench_2024,183,4985
0.8946249821022669,0.8105584153679736,0.8569632173138284,0.773631109805074,1080,20,20418,183967,100,75,air_bench_2024,183,4985
0.8941545320668971,0.810406214157974,0.8569421127051529,0.773386227838182,1090,18,20418,183967,100,80,air_bench_2024,183,4985
0.9060378282444981,0.8221365788429447,0.8569321353502293,0.7734352042315604,870,50,20418,183967,50,5,air_bench_2024,183,4985
0.8944442740902625,0.8101235547679747,0.8569055885479594,0.7741208737388579,1200,18,20418,183967,50,75,air_bench_2024,183,4985
0.8942315015948276,0.809993096587975,0.8567747032963634,0.7741208737388579,1250,18,20418,183967,50,80,air_bench_2024,183,4985
0.8921159905524347,0.8082210396429794,0.8566013362220907,0.7718679596434519,1260,15,20418,183967,50,100,air_bench_2024,183,4985
0.9092664903572398,0.8256698212179359,0.8563389610307217,0.7710353609560192,740,100,20418,183967,100,5,air_bench_2024,183,4985
0.8923819346405979,0.8084602129729789,0.8561962050563034,0.7725046527573709,1210,14,20418,183967,100,100,air_bench_2024,183,4985
