train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.6794530963172518,0.6276852228091562,0.5447488539891916,0.5330385654630312,520,2,4071,36915,100,75,legal_support,183,594
0.6752996415434656,0.6234322091290804,0.5439554337266466,0.5288626873004176,520,2,4071,36915,100,80,legal_support,183,594
0.6910226728643012,0.6348367872138697,0.5428312691306917,0.5342667649226235,750,2,4071,36915,50,80,legal_support,183,594
0.7648234419026125,0.6928078017066234,0.5421592845182361,0.5399164824367477,520,79,4071,36915,100,5,legal_support,183,594
0.6628574255624949,0.6127319517811188,0.5414885203645754,0.5305821665438467,520,2,4071,36915,100,100,legal_support,183,594
0.6988330850724207,0.6403629960720574,0.5414204187638216,0.5332842053549497,820,2,4071,36915,50,75,legal_support,183,594
0.6729015292764479,0.6177705539753487,0.5400760834012721,0.5308278064357652,890,2,4071,36915,50,100,legal_support,183,594
0.7301248993085179,0.6636868481647027,0.5337150521624089,0.52689756816507,630,4,4071,36915,50,30,legal_support,183,594
0.7186790394087692,0.654720303399702,0.5324977665604054,0.5271432080569884,740,2,4071,36915,100,50,legal_support,183,594
0.7199692214254726,0.6558309630231614,0.5322797926196416,0.5254237288135594,800,3,4071,36915,50,50,legal_support,183,594
0.719832955346973,0.6571854259785995,0.5270628194550896,0.5276344878408253,660,4,4071,36915,50,40,legal_support,183,594
0.7257621179067689,0.6628199918732223,0.5260486181965525,0.5222304102186195,700,3,4071,36915,100,40,legal_support,183,594
0.731155104475998,0.6659894351889476,0.5240491405529166,0.5187914517317612,640,4,4071,36915,100,30,legal_support,183,594
0.7385170897484135,0.6710551266422863,0.5231842014049922,0.5128960943257185,620,5,4071,36915,50,25,legal_support,183,594
0.7456043641227306,0.67579574698632,0.519143018243418,0.5114222549742078,630,8,4071,36915,100,25,legal_support,183,594
0.7510576105865368,0.6803196532574834,0.5172589960017769,0.5077376565954311,600,9,4071,36915,50,20,legal_support,183,594
0.7538420960694072,0.6832182039821211,0.5167808202459468,0.5077376565954311,600,10,4071,36915,100,20,legal_support,183,594
0.7528222219251286,0.6827847758363809,0.5166476681914266,0.513141734217637,530,15,4071,36915,50,15,legal_support,183,594
0.762418953549034,0.6894216443180279,0.5142766828906323,0.5084745762711864,600,15,4071,36915,100,15,legal_support,183,594
0.7887959774239524,0.7111472301232561,0.514081897666971,0.5087202161631049,530,50,4071,36915,50,5,legal_support,183,594
