train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.8097263306108377,0.7763540472368723,0.8063267607390522,0.7718414533443435,1240,25,24220,218050,100,25,babi_qa,183,3461
0.8090403669492403,0.7758404035771612,0.8061187281490436,0.7716350123864575,1350,22,24220,218050,100,30,babi_qa,183,3461
0.8111771783778892,0.777459298326072,0.8059528723977556,0.7718001651527663,1280,35,24220,218050,100,20,babi_qa,183,3461
0.8106537580788634,0.777711534051823,0.8058687837098304,0.7706440957886045,1090,62,24220,218050,100,15,babi_qa,183,3461
0.8084803052344836,0.7753772070626003,0.8057978891267414,0.7714698596201487,1650,21,24220,218050,50,30,babi_qa,183,3461
0.8102556052328418,0.7765099747764275,0.8056888360534072,0.7714285714285715,1820,24,24220,218050,50,25,babi_qa,183,3461
0.8061602952701136,0.773973859206604,0.8056510453844301,0.7714698596201487,1280,16,24220,218050,100,40,babi_qa,183,3461
0.8065379508183346,0.7744187113047466,0.8051311122244362,0.7705202312138728,1710,17,24220,218050,50,40,babi_qa,183,3461
0.80488392423419,0.773249254758083,0.8050658931630617,0.770355078447564,1350,15,24220,218050,100,50,babi_qa,183,3461
0.804988897682261,0.7735886264618207,0.8049736293508272,0.7704376548307185,1600,15,24220,218050,50,50,babi_qa,183,3461
0.8112058684458283,0.7772299931208438,0.8045874803006003,0.7710569777043765,1460,50,24220,218050,50,15,babi_qa,183,3461
0.8121797444729046,0.7783765191469847,0.8044687135817394,0.770933113129645,920,100,24220,218050,100,5,babi_qa,183,3461
0.8027244262482,0.7719972483375372,0.804251971933323,0.7706028075970273,1490,12,24220,218050,50,75,babi_qa,183,3461
0.8026162910940788,0.771937628984178,0.8041284354031815,0.770355078447564,1470,11,24220,218050,100,75,babi_qa,183,3461
0.8020461744909195,0.7715294657188718,0.8039767190178373,0.7707266721717588,1360,10,24220,218050,100,80,babi_qa,183,3461
0.802280518123933,0.7719468011923871,0.8038039656290089,0.770355078447564,1570,11,24220,218050,50,80,babi_qa,183,3461
0.8099663647065999,0.7765191469846365,0.8037705888152464,0.7698183319570603,1670,45,24220,218050,50,20,babi_qa,183,3461
0.8123157202763567,0.7781472139417565,0.8033052830461384,0.7681255161023948,1410,50,24220,218050,50,5,babi_qa,183,3461
0.8011285507876517,0.7711396468699839,0.8031228792928619,0.7698183319570603,1550,9,24220,218050,50,100,babi_qa,183,3461
0.8010337397145016,0.7711579912864022,0.8029918439549358,0.7706440957886045,1490,9,24220,218050,100,100,babi_qa,183,3461
