train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.8953798530763168,0.8175488633503901,0.859772362822195,0.7912087912087912,840,6,3913,35763,100,40,math,183,436
0.8924481326033198,0.8144171350278221,0.859383982330338,0.7891643240480449,850,5,3913,35763,100,50,math,183,436
0.8949622701171821,0.8172972066101837,0.8593344720693364,0.7878865320725786,920,5,3913,35763,50,40,math,183,436
0.8980447574608901,0.8200374688924307,0.8588843412797302,0.7894198824431382,870,7,3913,35763,50,30,math,183,436
0.898512811309229,0.8199535833123619,0.8587950852814246,0.7873754152823921,800,8,3913,35763,100,30,math,183,436
0.8927059900805856,0.8147526773480972,0.8585589488421476,0.7886532072578584,970,4,3913,35763,50,50,math,183,436
0.8872985076439628,0.8092721527836032,0.8581888596411608,0.7912087912087912,810,3,3913,35763,100,80,math,183,436
0.8998843722497387,0.8215753711936918,0.85817400656286,0.7886532072578584,810,9,3913,35763,50,25,math,183,436
0.8882151572695761,0.8103067416044515,0.8580489931538311,0.7904421160235113,860,3,3913,35763,100,75,math,183,436
0.9016875246009775,0.8217990660738752,0.8577237382447513,0.7866087400971122,790,11,3913,35763,100,25,math,183,436
0.8879023633551051,0.8099991611441993,0.8574360286169309,0.7899309992333248,890,3,3913,35763,50,80,math,183,436
0.8883816547169531,0.8103347034644744,0.8574294272487973,0.7881420904676718,900,3,3913,35763,50,75,math,183,436
0.9066568621640745,0.8262450018175209,0.8571648224094444,0.7873754152823921,740,17,3913,35763,50,15,math,183,436
0.9064137252953876,0.8269440483180941,0.8570316948187512,0.7868642984922055,750,13,3913,35763,100,20,math,183,436
0.9046299322843588,0.8250706036965579,0.8570314197617456,0.7850753897265526,840,12,3913,35763,50,20,math,183,436
0.8853938389331122,0.8082375639627548,0.8566919994168791,0.7868642984922055,870,2,3913,35763,100,100,math,183,436
0.887172138624128,0.8094678858037637,0.8562560340630596,0.7866087400971122,940,3,3913,35763,50,100,math,183,436
0.9100220256559604,0.8303553952408914,0.8550391818704425,0.7814975721952466,720,15,3913,35763,100,15,math,183,436
0.917400569256859,0.8405894360092834,0.8473912218307245,0.7820086889854332,580,100,3913,35763,100,5,math,183,436
0.9141222727317045,0.8366468137460504,0.8449808972909635,0.7661640684896499,670,50,3913,35763,50,5,math,183,436
