train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.8548646734216878,0.7879373210788007,0.8310872961257659,0.7790893302941496,1540,45,36852,331850,50,50,wikifact,183,5511
0.8550512992939168,0.788024709959319,0.8310624218241065,0.7779496363833713,1090,50,36852,331850,50,40,wikifact,183,5511
0.8519705947400906,0.7856350760885943,0.8310113085079291,0.7788993813090198,1460,28,36852,331850,50,75,wikifact,183,5511
0.8516593940543443,0.7853819496760585,0.8309125858223442,0.7787637034624987,1500,28,36852,331850,50,80,wikifact,183,5511
0.8500396295080213,0.7842458942293205,0.8307422571434786,0.7785466189080646,1430,23,36852,331850,50,100,wikifact,183,5511
0.8568969826834146,0.7895946963989754,0.8307361776605454,0.7781667209378053,1140,50,36852,331850,50,30,wikifact,183,5511
0.8538726516825208,0.7871779418411933,0.8306185502351242,0.7787365678931945,1000,37,36852,331850,100,50,wikifact,183,5511
0.8570828122685308,0.7898628898598764,0.8305978799931512,0.7781938565071095,1040,50,36852,331850,50,25,wikifact,183,5511
0.8515535978856589,0.7854331776405002,0.8305769763802058,0.7785466189080646,1290,26,36852,331850,100,80,wikifact,183,5511
0.8517957025596119,0.7855717944854603,0.8305498241749274,0.7787637034624987,1220,26,36852,331850,100,75,wikifact,183,5511
0.857575755514572,0.7902124453819497,0.8304872993564318,0.7780581786605884,1010,50,36852,331850,50,20,wikifact,183,5511
0.8500773140643403,0.7843061624227814,0.8302428517186006,0.7788722457397156,1430,21,36852,331850,100,100,wikifact,183,5511
0.8585075749731517,0.7908904625583848,0.8302167902689527,0.7784923477694562,1040,50,36852,331850,50,15,wikifact,183,5511
0.8585956631632174,0.7909748380292301,0.8300596927095503,0.7783023987843265,920,50,36852,331850,50,5,wikifact,183,5511
0.8533014153306735,0.7861262618653005,0.830025505553228,0.7762672310865082,1030,82,36852,331850,100,30,wikifact,183,5511
0.8555175061364015,0.7869187886093114,0.8299224113896507,0.7745034190817324,840,100,36852,331850,100,20,wikifact,183,5511
0.855985170235427,0.786819346090101,0.8297578611789862,0.7749918593292088,820,100,36852,331850,100,15,wikifact,183,5511
0.8528867242912069,0.7827874039475666,0.8295403695795295,0.7727667426462608,1170,46,36852,331850,100,40,wikifact,183,5511
0.8598316743626935,0.7921048666566219,0.8287435734369341,0.7776240095517204,810,100,36852,331850,100,5,wikifact,183,5511
0.848006987134932,0.7762031038119632,0.8284596015501136,0.7692933897753175,840,100,36852,331850,100,25,wikifact,183,5511
