n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count
1,bernoulli,0,0.0159,10,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8321,1057,116,8321,1170,0.4083508493435881,0.7011492875854578,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.009555967524647713, 0.00736148189753294, 0.008450627326965332, 0.0077367136254906654, 0.010679306462407112, 0.008549648337066174, 0.009209292940795422, 0.008768770843744278, 0.00940749328583479, 0.008535181172192097]",sae,35
1,bernoulli,2,0.0159,10,0.5,train_items_only_refit_v1,train_items_only,1056,none,,32.0,8304,1056,117,8304,1223,0.4027604842949506,0.6585462132746857,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.005987534299492836, 0.004113714210689068, 0.0038278414867818356, 0.005358394701033831, 0.007097142282873392, 0.006181421224027872, 0.007902298122644424, 0.004023371264338493, 0.0070929680950939655, 0.0041355290450155735]",sae,35
1,bernoulli,1,0.0159,10,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8301,1057,116,8301,1218,0.41777319210378777,0.6497629354772212,9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]","[0.002342255786061287, 0.0015133391134440899, 0.0030177116859704256, 0.004440752789378166, 0.004774339497089386, 0.005424012895673513, 0.0005275856819935143, 0.0031604242976754904, 0.0015061887679621577, 0.0019275187514722347]",sae,35
