n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count
54,beta,42,0.054,30,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,11018,1057,116,11018,1221,0.30420530506003185,0.5894340830865284,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6770991086959839, 0.7203888893127441, 0.7690695524215698, 0.7071701884269714, 0.655007541179657, 0.7377896904945374, 0.7703660130500793, 0.7791951894760132, 0.7164074778556824, 0.7090445160865784, 0.7227358818054199, 0.7584763765335083, 0.724703311920166, 0.6876132488250732, 0.6742141246795654, 0.7232646942138672, 0.7448437809944153, 0.7581942677497864, 0.7551179528236389, 0.7013289928436279, 0.702353298664093, 0.7721676230430603, 0.7141449451446533, 0.7410873770713806, 0.7162440419197083, 0.7052571773529053, 0.7595235109329224, 0.6841183304786682, 0.6356351971626282, 0.7625025510787964]",pca,35
