n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,scenario
1,beta,18,0.0151,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2140,97,10,2140,220,0.5216344267457055,0.4877018633540372,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.840993404388428, 7.636797904968262, 7.910857677459717, 7.6429924964904785, 7.554731845855713, 7.536168575286865, 7.547239780426025, 7.617934703826904, 7.839489936828613, 7.615952014923096]",sae,286,Pre-32
1,beta,46,0.034,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,286,0.4241124970234365,0.7676948828311811,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.37343692779541, 6.453280925750732, 6.367897033691406, 6.410452842712402, 6.4294209480285645, 6.373420715332031, 6.548717498779297, 6.354153633117676, 6.472081661224365, 6.4017839431762695]",sae,286,Pre-32
1,beta,18,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2140,97,10,2140,220,0.5213415686132934,0.4877018633540372,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.117944717407227, 7.911750316619873, 8.188593864440918, 7.918303966522217, 7.830985069274902, 7.811997890472412, 7.824584007263184, 7.894475936889648, 8.117348670959473, 7.891967296600342]",sae,286,Pre-32
1,beta,29,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2474,97,10,2474,220,0.4837179495916171,0.5379094900371496,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.407524108886719, 8.400030136108398, 8.428733825683594, 8.428605079650879, 8.446212768554688, 8.439251899719238, 8.503405570983887, 8.334449768066406, 8.421506881713867, 8.46125602722168]",sae,286,Pre-32
1,beta,6,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2408,97,10,2408,286,0.4662675450017892,0.6279183884297522,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.819153785705566, 8.598573684692383, 8.394460678100586, 8.749436378479004, 8.765947341918945, 8.557807922363281, 8.545014381408691, 8.534107208251953, 8.80008602142334, 8.419227600097656]",sae,286,Pre-32
1,beta,37,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,272,0.4210235162031906,0.7352676157866282,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.232347011566162, 7.205883026123047, 7.267914295196533, 7.165204048156738, 7.260597229003906, 7.197319984436035, 7.286579608917236, 7.15999698638916, 7.268670082092285, 7.302178382873535]",sae,286,Pre-32
1,beta,3,0.0151,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2516,97,10,2516,220,0.5221851797640177,0.5537179487179488,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.680037021636963, 7.717938423156738, 7.752370834350586, 7.745840549468994, 7.7330403327941895, 7.815959453582764, 7.809429168701172, 7.814167499542236, 7.768714427947998, 7.772320747375488]",sae,286,Pre-32
1,beta,46,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,286,0.4239426207696418,0.7654232424677188,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.265134811401367, 7.333731174468994, 7.263483047485352, 7.306267261505127, 7.31813383102417, 7.262551307678223, 7.429592609405518, 7.235877513885498, 7.430553913116455, 7.287383079528809]",sae,286,Pre-32
1,beta,34,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2686,97,10,2686,286,0.4400154754236371,0.808294678038805,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.112003326416016, 8.047727584838867, 8.028304100036621, 8.062355995178223, 8.06564998626709, 8.130941390991211, 8.029905319213867, 8.01702880859375, 8.061834335327148, 8.081490516662598]",sae,286,Pre-32
1,beta,24,0.025,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2276,97,10,2276,220,0.5767799401616389,0.4510828976848394,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.943419933319092, 7.999781131744385, 8.188848495483398, 7.94099235534668, 8.172332763671875, 7.994951248168945, 7.910933017730713, 7.8982367515563965, 8.060121536254883, 7.892300128936768]",sae,286,Pre-32
1,beta,10,0.035,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,206,0.5058047585478846,0.6132498695878978,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.421139240264893, 7.621420860290527, 7.577024936676025, 7.501536846160889, 7.624679088592529, 7.519289970397949, 7.614242076873779, 7.554076194763184, 7.586174488067627, 7.477437496185303]",sae,286,Pre-32
1,beta,14,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2200,97,10,2200,272,0.4561988227046373,0.7853488372093024,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.8980793952941895, 7.988476276397705, 7.882757186889648, 7.892448425292969, 7.888422012329102, 7.8874382972717285, 7.883922100067139, 7.828675746917725, 7.9086995124816895, 7.968507289886475]",sae,286,Pre-32
1,beta,13,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.4768332665856821,0.6716448955819951,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[9.045621871948242, 9.112208366394043, 8.988181114196777, 8.977005004882812, 8.993839263916016, 8.998014450073242, 8.991990089416504, 9.033711433410645, 9.043566703796387, 8.950963973999023]",sae,286,Pre-32
1,beta,41,0.018,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2384,97,10,2384,220,0.617596768237155,0.4869146005509642,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.482629299163818, 7.327269554138184, 7.339116096496582, 7.45427942276001, 7.244889259338379, 7.301596164703369, 7.337716579437256, 7.355106353759766, 7.342898845672607, 7.3135600090026855]",sae,286,Pre-32
1,beta,24,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2276,97,10,2276,220,0.5749087437486815,0.4505020330263048,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.484333992004395, 8.541610717773438, 8.720975875854492, 8.483494758605957, 8.702980041503906, 8.536713600158691, 8.452500343322754, 8.440153121948242, 8.601018905639648, 8.433418273925781]",sae,286,Pre-32
1,beta,27,0.018,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,272,0.4119079242102428,0.6151992840916912,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.8701372146606445, 7.781539440155029, 7.8864312171936035, 7.814512252807617, 7.842158317565918, 7.869081497192383, 7.8152241706848145, 7.766120433807373, 7.774084091186523, 7.820968151092529]",sae,286,Pre-32
1,beta,3,0.024,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2516,97,10,2516,220,0.5230201651695474,0.550982905982906,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.431990146636963, 7.470198154449463, 7.506079196929932, 7.503067493438721, 7.486464023590088, 7.571040630340576, 7.563162803649902, 7.56922721862793, 7.52081298828125, 7.526407241821289]",sae,286,Pre-32
1,beta,9,0.01,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2196,97,10,2196,220,0.5499936688665648,0.5306670074111934,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.9947733879089355, 7.966979503631592, 7.953639030456543, 7.981510639190674, 7.990664482116699, 7.956080436706543, 8.015913963317871, 7.972897052764893, 8.036890029907227, 8.040584564208984]",sae,286,Pre-32
1,beta,31,0.034,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,206,0.5105350577658475,0.3988584474885845,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.249023914337158, 6.223294734954834, 6.282674312591553, 6.290104866027832, 6.29989767074585, 6.225336074829102, 6.234799861907959, 6.2276611328125, 6.2466254234313965, 6.292959690093994]",sae,286,Pre-32
1,beta,26,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5821580172745424,0.5007438631291843,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.447030067443848, 7.502379894256592, 7.448759078979492, 7.45772123336792, 7.397658824920654, 7.380015850067139, 7.475517272949219, 7.393393516540527, 7.456480979919434, 7.393829345703125]",sae,286,Pre-32
1,beta,48,0.028,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5333017111384037,0.5341596388108016,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.695824146270752, 7.701595306396484, 7.773635387420654, 7.672018527984619, 7.728268623352051, 7.682640075683594, 7.754493713378906, 7.732041835784912, 7.6982502937316895, 7.7052321434021]",sae,286,Pre-32
1,beta,48,0.01,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5326461398037188,0.5343300110741971,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.204338073730469, 8.209388732910156, 8.27121353149414, 8.179774284362793, 8.232433319091797, 8.182976722717285, 8.258223533630371, 8.23633098602295, 8.204357147216797, 8.211030006408691]",sae,286,Pre-32
1,beta,41,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2384,97,10,2384,220,0.6165103094456376,0.4858815426997245,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.881822109222412, 7.723194599151611, 7.766246318817139, 7.850564002990723, 7.671961784362793, 7.722918510437012, 7.758295059204102, 7.752313613891602, 7.766043663024902, 7.7371745109558105]",sae,286,Pre-32
1,beta,19,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,206,0.5244977092274696,0.5883150756390192,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.222086906433105, 8.281381607055664, 8.236832618713379, 8.246562957763672, 8.263197898864746, 8.18301773071289, 8.210697174072266, 8.111479759216309, 8.215082168579102, 8.446136474609375]",sae,286,Pre-32
1,beta,2,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,220,0.4649594427439031,0.5532812640272915,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.638277053833008, 8.588907241821289, 8.62529468536377, 8.659228324890137, 8.640985488891602, 8.716386795043945, 8.610949516296387, 8.722084045410156, 8.656893730163574, 8.573341369628906]",sae,286,Pre-32
1,beta,7,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,220,0.5630105139121603,0.515495867768595,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.7063446044921875, 7.708038330078125, 7.7383809089660645, 7.618071556091309, 7.669489860534668, 7.775353908538818, 7.669595718383789, 7.770549774169922, 7.711540699005127, 7.749859809875488]",sae,286,Pre-32
1,beta,30,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5278816587988813,0.4999576665819998,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.560474395751953, 8.708221435546875, 8.570527076721191, 8.637347221374512, 8.603013038635254, 8.638652801513672, 8.518314361572266, 8.618812561035156, 8.597341537475586, 8.58296012878418]",sae,286,Pre-32
1,beta,38,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2328,97,10,2328,206,0.5387204785235443,0.5789626195305707,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.749491214752197, 6.710576057434082, 6.667261600494385, 6.703150272369385, 6.648685455322266, 6.778486728668213, 6.632463455200195, 6.660161018371582, 6.824965953826904, 6.719097137451172]",sae,286,Pre-32
1,beta,4,0.0151,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5617454819559112,0.653305785123967,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.061118125915527, 6.982049942016602, 7.073339462280273, 6.963204860687256, 6.926238059997559, 7.073653221130371, 7.035072326660156, 7.019038200378418, 6.983055114746094, 7.13712215423584]",sae,286,Pre-32
1,beta,45,0.024,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2488,97,10,2488,192,0.4903719735529865,0.5409745293466223,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.435977935791016, 7.3644328117370605, 7.475473880767822, 7.41316556930542, 7.4106316566467285, 7.409018039703369, 7.409613609313965, 7.354556560516357, 7.362715721130371, 7.52172327041626]",sae,286,Pre-32
1,beta,47,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2234,97,10,2234,220,0.5367694958458505,0.6712430733603507,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.44837474822998, 8.364470481872559, 8.193248748779297, 8.111347198486328, 8.183111190795898, 8.228748321533203, 8.324457168579102, 8.307296752929688, 8.357654571533203, 8.381248474121094]",sae,286,Pre-32
1,beta,21,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2248,97,10,2248,220,0.4795487908479848,0.4779731770139444,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.438915252685547, 8.248997688293457, 8.400485038757324, 8.389606475830078, 8.321797370910645, 8.379390716552734, 8.307417869567871, 8.348271369934082, 8.370234489440918, 8.393404006958008]",sae,286,Pre-32
1,beta,5,0.038,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2238,97,10,2238,220,0.5259973079246266,0.5527051054102108,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.878474235534668, 6.939288139343262, 6.920725345611572, 6.90904426574707, 6.878243446350098, 6.869373321533203, 6.890541076660156, 6.907660484313965, 6.890422821044922, 6.86605978012085]",sae,286,Pre-32
1,beta,35,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2262,97,10,2262,206,0.4876020208614568,0.3175556340515718,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.715958595275879, 8.93811321258545, 8.76871395111084, 9.083269119262695, 8.708694458007812, 9.03197193145752, 8.95817756652832, 8.709117889404297, 8.651777267456055, 8.600831031799316]",sae,286,Pre-32
1,beta,14,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2200,97,10,2200,272,0.4556275027275683,0.7826744186046511,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.1312837600708, 8.220542907714844, 8.117940902709961, 8.128347396850586, 8.122976303100586, 8.123756408691406, 8.11754035949707, 8.066075325012207, 8.143776893615723, 8.202317237854004]",sae,286,Pre-32
1,beta,21,0.035,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2248,97,10,2248,220,0.481681162419148,0.4596767030819788,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.948383331298828, 7.66887903213501, 7.914402961730957, 7.783894062042236, 7.732764720916748, 7.912175178527832, 7.731583118438721, 7.756875514984131, 7.788246154785156, 7.861156940460205]",sae,286,Pre-32
1,beta,25,0.029,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2158,97,10,2158,220,0.4156514754503307,0.7633158933013123,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.187436580657959, 7.308056831359863, 7.19634485244751, 7.276650905609131, 7.179780960083008, 7.339960098266602, 7.157618999481201, 7.348235130310059, 7.189927577972412, 7.221593856811523]",sae,286,Pre-32
1,beta,11,0.018,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2332,97,10,2332,286,0.522254061517403,0.266556476916181,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.672434329986572, 7.766655921936035, 7.7976861000061035, 7.756749629974365, 7.638701915740967, 7.765992164611816, 7.716747760772705, 7.709874153137207, 7.8138909339904785, 7.716744899749756]",sae,286,Pre-32
1,beta,27,0.036,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,272,0.4121453328287306,0.6143043987058581,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.339184761047363, 7.255973815917969, 7.358031272888184, 7.281556606292725, 7.289280891418457, 7.3419294357299805, 7.285968780517578, 7.23590612411499, 7.24008321762085, 7.292760372161865]",sae,286,Pre-32
1,beta,39,0.04,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2488,97,10,2488,272,0.5723834128127077,0.3440584505100634,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.676331043243408, 6.689004898071289, 6.668569564819336, 6.956177234649658, 6.646225452423096, 6.835994720458984, 7.078023910522461, 6.887791633605957, 6.649057865142822, 6.966154098510742]",sae,286,Pre-32
1,beta,11,0.04,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2332,97,10,2332,286,0.5219656905449036,0.278826759300762,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.037570953369141, 7.133666038513184, 7.170677185058594, 7.133674621582031, 7.003820419311523, 7.132704734802246, 7.07759952545166, 7.073929309844971, 7.093380928039551, 7.079036712646484]",sae,286,Pre-32
1,beta,25,0.025,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2158,97,10,2158,220,0.4156972714739503,0.764859764988421,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.301536560058594, 7.425318241119385, 7.310744762420654, 7.390030860900879, 7.294841766357422, 7.456485748291016, 7.274148941040039, 7.451440334320068, 7.304692268371582, 7.3349103927612305]",sae,286,Pre-32
1,beta,28,0.018,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2182,97,10,2182,220,0.5051655669316263,0.401679306608884,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.178638458251953, 8.114667892456055, 8.1797456741333, 8.068841934204102, 8.101916313171387, 8.371332168579102, 8.286704063415527, 8.240490913391113, 8.25551700592041, 8.31622314453125]",sae,286,Pre-32
1,beta,42,0.018,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2370,97,10,2370,220,0.4281312155446412,0.8026426882809861,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.419342517852783, 7.35368013381958, 7.283690929412842, 7.405972003936768, 7.326478004455566, 7.439295768737793, 7.291235446929932, 7.297116756439209, 7.237871170043945, 7.315822124481201]",sae,286,Pre-32
1,beta,15,0.0159,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,286,0.4263360844379946,0.547672595924487,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.029462814331055, 7.996459484100342, 7.983152389526367, 8.102973937988281, 7.966667175292969, 8.081791877746582, 7.9953694343566895, 8.029526710510254, 8.047028541564941, 8.003435134887695]",sae,286,Pre-32
1,beta,11,0.035,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2332,97,10,2332,286,0.5219094476352333,0.278826759300762,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.176849365234375, 7.27271032333374, 7.307974338531494, 7.2706780433654785, 7.143399715423584, 7.271108627319336, 7.217523097991943, 7.213534832000732, 7.227990627288818, 7.219079971313477]",sae,286,Pre-32
1,beta,4,0.024,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.5634912921957058,0.6533884297520661,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.798759460449219, 6.7305779457092285, 6.8198933601379395, 6.706608295440674, 6.675158977508545, 6.823554515838623, 6.791543006896973, 6.768683433532715, 6.743655204772949, 6.876988410949707]",sae,286,Pre-32
1,beta,32,0.034,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2290,97,10,2290,286,0.5041357005937126,0.3582766439909297,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.849599838256836, 6.896609783172607, 6.846153259277344, 6.847423076629639, 6.829316139221191, 6.809299945831299, 6.8717942237854, 6.920928478240967, 6.862288951873779, 6.804192066192627]",sae,286,Pre-32
1,beta,10,0.01,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,206,0.5043954766145545,0.6132498695878978,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.136073112487793, 8.31672477722168, 8.27188777923584, 8.199407577514648, 8.313908576965332, 8.220235824584961, 8.308778762817383, 8.255706787109375, 8.279719352722168, 8.180778503417969]",sae,286,Pre-32
1,beta,15,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2224,97,10,2224,286,0.426241564625254,0.547672595924487,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.141846656799316, 8.107236862182617, 8.095603942871094, 8.215579986572266, 8.078295707702637, 8.19356632232666, 8.107858657836914, 8.141907691955566, 8.158866882324219, 8.115913391113281]",sae,286,Pre-32
1,beta,41,0.029,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2384,97,10,2384,220,0.6185534608212669,0.487517217630854,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.171072483062744, 7.017818927764893, 7.0076584815979, 7.145420074462891, 6.915526866912842, 6.969910621643066, 7.004124164581299, 7.038798809051514, 7.008032321929932, 6.979123115539551]",sae,286,Pre-32
1,beta,5,0.02,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2238,97,10,2238,220,0.5251201514855874,0.5574464482262298,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.392595291137695, 7.45022439956665, 7.427211761474609, 7.422388076782227, 7.389089107513428, 7.3809967041015625, 7.427081108093262, 7.42666482925415, 7.4013872146606445, 7.3799357414245605]",sae,286,Pre-32
1,beta,25,0.006,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2158,97,10,2158,220,0.4156733793052133,0.7630585813534609,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.872453689575195, 7.942400932312012, 7.881863594055176, 7.957473278045654, 7.867384910583496, 7.92233943939209, 7.855078220367432, 8.013456344604492, 7.8763427734375, 7.9025373458862305]",sae,286,Pre-32
1,beta,42,0.004,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2370,97,10,2370,220,0.4283128945629796,0.8012073623775751,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.809135913848877, 7.749476909637451, 7.680511474609375, 7.799059867858887, 7.721676826477051, 7.831498622894287, 7.685790061950684, 7.696011543273926, 7.633820533752441, 7.711154460906982]",sae,286,Pre-32
1,beta,20,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2182,97,10,2182,220,0.527389015798137,0.4376078466987558,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.732811450958252, 7.806970596313477, 7.5715861320495605, 7.7629194259643555, 7.728335857391357, 7.577819347381592, 7.695275783538818, 7.566708564758301, 7.695671558380127, 7.788032531738281]",sae,286,Pre-32
1,beta,27,0.012,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2342,97,10,2342,272,0.411998697759135,0.6027397260273972,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.047831535339355, 7.955923080444336, 8.06264877319336, 7.993037223815918, 8.029749870300293, 8.045400619506836, 7.9930500984191895, 7.94399881362915, 7.952751636505127, 7.997659683227539]",sae,286,Pre-32
1,beta,8,0.002,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2262,97,10,2262,220,0.4618474093650422,0.6471932943865889,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.628844261169434, 8.612504959106445, 8.433055877685547, 8.53653621673584, 8.59385871887207, 8.59057903289795, 8.58337688446045, 8.510651588439941, 8.558491706848145, 8.55220890045166]",sae,286,Pre-32
1,beta,49,0.028,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2356,97,10,2356,220,0.4321078020535153,0.5003093102381689,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.307278156280518, 7.373681545257568, 7.261923313140869, 7.236175537109375, 7.33453893661499, 7.343794822692871, 7.314613342285156, 7.351205825805664, 7.281231880187988, 7.289045333862305]",sae,286,Pre-32
1,beta,46,0.024,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,286,0.4241277101735376,0.7677546628407461,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.682520866394043, 6.757754802703857, 6.676843166351318, 6.720398426055908, 6.7369513511657715, 6.679981708526611, 6.851883888244629, 6.658974647521973, 6.80575704574585, 6.707731246948242]",sae,286,Pre-32
1,beta,49,0.01,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2356,97,10,2356,220,0.4311213930454159,0.5036086194453037,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.825371265411377, 7.905027389526367, 7.775416851043701, 7.7567877769470215, 7.85896635055542, 7.857213973999023, 7.844900131225586, 7.86710262298584, 7.800784111022949, 7.806614398956299]",sae,286,Pre-32
1,beta,48,0.005,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2304,97,10,2304,220,0.532470227380791,0.5343300110741971,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.346973419189453, 8.351653099060059, 8.410503387451172, 8.321889877319336, 8.37350845336914, 8.323046684265137, 8.39902400970459, 8.377474784851074, 8.3460111618042, 8.352621078491211]",sae,286,Pre-32
1,beta,31,0.008,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2172,97,10,2172,206,0.5081980781978974,0.3998858447488585,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.985334873199463, 6.960959434509277, 7.014227867126465, 7.019808769226074, 7.030689716339111, 6.960373878479004, 6.970824718475342, 6.963968753814697, 6.977372646331787, 7.025632858276367]",sae,286,Pre-32
1,beta,39,0.0155,10,0.2,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1,32.0,2488,97,10,2488,272,0.5702207569900861,0.3446650124069479,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.389729022979736, 7.395380973815918, 7.379827976226807, 7.6587653160095215, 7.3638715744018555, 7.538702487945557, 7.779665470123291, 7.595544338226318, 7.362375259399414, 7.670862674713135]",sae,286,Pre-32
