seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
8,bernoulli,1,max,1.0,0.25,pca,max,0.6631027970676144,0.3892587228200693
4,bernoulli,1,max,1.0,0.25,pca,max,0.6612114986537174,0.3949794489608704
0,bernoulli,1,max,1.0,0.25,pca,max,0.7226749794819367,0.390790923165505
16,bernoulli,1,max,1.0,0.25,pca,max,0.680567867036011,0.4028824838197086
12,bernoulli,1,max,1.0,0.25,pca,max,0.6408028616852147,0.3926983549568801
20,bernoulli,1,max,1.0,0.25,pca,max,0.7483228980322003,0.3634930885161606
40,bernoulli,1,max,1.0,0.25,pca,max,0.702163394597605,0.3626591883733031
36,bernoulli,1,max,1.0,0.25,pca,max,0.7120475538073981,0.3840328539090712
48,bernoulli,1,max,1.0,0.25,pca,max,0.669638068465536,0.3634130177406887
32,bernoulli,1,max,1.0,0.25,pca,max,0.6256753582334977,0.3804564472065811
24,bernoulli,1,max,1.0,0.25,pca,max,0.6651273314203731,0.432034032719568
28,bernoulli,1,max,1.0,0.25,pca,max,0.6881617878501731,0.4174693680564565
44,bernoulli,1,max,1.0,0.25,pca,max,0.659525597025597,0.3651065092605701
13,bernoulli,1,max,1.0,0.25,pca,max,0.6977302187043217,0.3988736327508621
2,bernoulli,1,max,1.0,0.25,pca,max,0.7352140324214792,0.3684517826421308
5,bernoulli,1,max,1.0,0.25,pca,max,0.6258549931600547,0.4033016727010354
3,bernoulli,1,max,1.0,0.25,pca,max,0.6892589859808158,0.3839263670404967
14,bernoulli,1,max,1.0,0.25,pca,max,0.7405986089372849,0.3575591568919743
1,bernoulli,1,max,1.0,0.25,pca,max,0.6818776983509094,0.3977930991393167
9,bernoulli,1,max,1.0,0.25,pca,max,0.6581250000000001,0.3795688577223471
11,bernoulli,1,max,1.0,0.25,pca,max,0.6598274209012464,0.3953175028005682
10,bernoulli,1,max,1.0,0.25,pca,max,0.6860442661913251,0.385450267186272
17,bernoulli,1,max,1.0,0.25,pca,max,0.6728381857209245,0.3897867363652433
7,bernoulli,1,max,1.0,0.25,pca,max,0.7217987804878049,0.3655480450560303
19,bernoulli,1,max,1.0,0.25,pca,max,0.6886511184814057,0.3634850535356706
42,bernoulli,1,max,1.0,0.25,pca,max,0.7026480039550117,0.3742931777749205
41,bernoulli,1,max,1.0,0.25,pca,max,0.6919208402563494,0.3507459163924264
6,bernoulli,1,max,1.0,0.25,pca,max,0.688956853459616,0.4040351979117895
21,bernoulli,1,max,1.0,0.25,pca,max,0.6146546453451824,0.3753209727249664
26,bernoulli,1,max,1.0,0.25,pca,max,0.6878378560094667,0.401664252692734
15,bernoulli,1,max,1.0,0.25,pca,max,0.7556998339121245,0.3704919050518977
22,bernoulli,1,max,1.0,0.25,pca,max,0.6925840700819507,0.4012194916306573
25,bernoulli,1,max,1.0,0.25,pca,max,0.7293177504744781,0.3930271294914594
18,bernoulli,1,max,1.0,0.25,pca,max,0.7027524658697498,0.3669306079631143
43,bernoulli,1,max,1.0,0.25,pca,max,0.6758402159890409,0.4107179337985164
30,bernoulli,1,max,1.0,0.25,pca,max,0.650347270060215,0.3810506487094156
47,bernoulli,1,max,1.0,0.25,pca,max,0.6973096301929841,0.3569033462503821
29,bernoulli,1,max,1.0,0.25,pca,max,0.6774937164443254,0.3950254536527799
46,bernoulli,1,max,1.0,0.25,pca,max,0.6675265151515152,0.3853637964053557
34,bernoulli,1,max,1.0,0.25,pca,max,0.6860188559793303,0.3673416585144707
45,bernoulli,1,max,1.0,0.25,pca,max,0.6282964798822754,0.4194082978584234
49,bernoulli,1,max,1.0,0.25,pca,max,0.6695757575757576,0.3858638716360572
31,bernoulli,1,max,1.0,0.25,pca,max,0.7153951741077879,0.3580329549049125
27,bernoulli,1,max,1.0,0.25,pca,max,0.680361279401283,0.3913666550944596
35,bernoulli,1,max,1.0,0.25,pca,max,0.7039650313963034,0.3804037449819355
23,bernoulli,1,max,1.0,0.25,pca,max,0.7312942728498092,0.3868580384303203
37,bernoulli,1,max,1.0,0.25,pca,max,0.6667244129727077,0.3935096468839645
39,bernoulli,1,max,1.0,0.25,pca,max,0.6792049501794648,0.4000153061799293
33,bernoulli,1,max,1.0,0.25,pca,max,0.6460998732134624,0.4025920546150353
38,bernoulli,1,max,1.0,0.25,pca,max,0.6049638833141664,0.4085707400901607
