seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
42,bernoulli,54,none,1.0,0.05,pca,54,0.5731715795328143,0.4272034367656159
0,bernoulli,54,none,1.0,0.05,pca,54,0.5669680782134167,0.4732673099916915
12,bernoulli,54,none,1.0,0.05,pca,54,0.5468362480127186,0.4632001236490058
4,bernoulli,54,none,1.0,0.05,pca,54,0.539369037057789,0.4812696341435562
20,bernoulli,54,none,1.0,0.05,pca,54,0.5636913207081611,0.4616873509401767
8,bernoulli,54,none,1.0,0.05,pca,54,0.5486810212791269,0.4750401304258242
16,bernoulli,54,none,1.0,0.05,pca,54,0.5706578947368421,0.4909570390442018
24,bernoulli,54,none,1.0,0.05,pca,54,0.5777110234337638,0.5041677698275685
49,bernoulli,54,none,1.0,0.05,pca,54,0.5864810606060605,0.4685304127392272
45,bernoulli,54,none,1.0,0.05,pca,54,0.5828331332533013,0.4822500749234961
28,bernoulli,54,none,1.0,0.05,pca,54,0.5967075857727416,0.487330999791607
32,bernoulli,54,none,1.0,0.05,pca,54,0.5172992382294708,0.4635920300787691
40,bernoulli,54,none,1.0,0.05,pca,54,0.5311020607073238,0.4577715494113854
36,bernoulli,54,none,1.0,0.05,pca,54,0.5468945654896068,0.467452478696474
3,bernoulli,54,none,1.0,0.05,pca,54,0.5394411902001234,0.4765423629758768
5,bernoulli,54,none,1.0,0.05,pca,54,0.5124406101525381,0.4912511759785173
15,bernoulli,54,none,1.0,0.05,pca,54,0.6060244602144044,0.4557973392904372
2,bernoulli,54,none,1.0,0.05,pca,54,0.6094264501013171,0.4503544093953688
11,bernoulli,54,none,1.0,0.05,pca,54,0.586853750276569,0.4542994078469621
23,bernoulli,54,none,1.0,0.05,pca,54,0.5525430898505836,0.4709100703634374
10,bernoulli,54,none,1.0,0.05,pca,54,0.543048128342246,0.4626417980107717
19,bernoulli,54,none,1.0,0.05,pca,54,0.5512225672147344,0.4446166440871912
13,bernoulli,54,none,1.0,0.05,pca,54,0.567166082903555,0.4702528703471167
21,bernoulli,54,none,1.0,0.05,pca,54,0.5421607378129116,0.444026310954122
6,bernoulli,54,none,1.0,0.05,pca,54,0.612907787424362,0.4785174155688358
18,bernoulli,54,none,1.0,0.05,pca,54,0.5680237115422301,0.4555382592111506
9,bernoulli,54,none,1.0,0.05,pca,54,0.5859966216216217,0.4505947434615269
17,bernoulli,54,none,1.0,0.05,pca,54,0.5962425038172443,0.4655006319404353
14,bernoulli,54,none,1.0,0.05,pca,54,0.5666822903152908,0.4441233031854873
7,bernoulli,54,none,1.0,0.05,pca,54,0.5937100944962329,0.4298570991808899
1,bernoulli,54,none,1.0,0.05,pca,54,0.574354165192158,0.4593546895318547
31,bernoulli,54,none,1.0,0.05,pca,54,0.6054806025140875,0.4470697998737214
22,bernoulli,54,none,1.0,0.05,pca,54,0.5704486429023186,0.4697437719416424
43,bernoulli,54,none,1.0,0.05,pca,54,0.5413757331524558,0.4877495579309381
29,bernoulli,54,none,1.0,0.05,pca,54,0.5299602909026011,0.4946454300525791
41,bernoulli,54,none,1.0,0.05,pca,54,0.5619016536118364,0.4344606754145583
37,bernoulli,54,none,1.0,0.05,pca,54,0.5854284414993828,0.4648267598613456
27,bernoulli,54,none,1.0,0.05,pca,54,0.5575329650748396,0.4619345468894593
44,bernoulli,54,none,1.0,0.05,pca,54,0.6049352924352924,0.4167504961403294
46,bernoulli,54,none,1.0,0.05,pca,54,0.5576325757575757,0.449300526348912
47,bernoulli,54,none,1.0,0.05,pca,54,0.6052428938111988,0.4283639637716778
33,bernoulli,54,none,1.0,0.05,pca,54,0.5572448420931304,0.4814058175436354
30,bernoulli,54,none,1.0,0.05,pca,54,0.5205768654115778,0.455800984491245
39,bernoulli,54,none,1.0,0.05,pca,54,0.5993223298549037,0.4806350637257844
26,bernoulli,54,none,1.0,0.05,pca,54,0.5929188069816853,0.4619605462394106
35,bernoulli,54,none,1.0,0.05,pca,54,0.5907941156892764,0.4470146841201766
48,bernoulli,54,none,1.0,0.05,pca,54,0.6242209317379002,0.4240944724233854
38,bernoulli,54,none,1.0,0.05,pca,54,0.5268413496591275,0.508775414340548
25,bernoulli,54,none,1.0,0.05,pca,54,0.5633036992641427,0.4808312885873425
34,bernoulli,54,none,1.0,0.05,pca,54,0.604854302482761,0.46189488377183224
