seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
42,beta,1,8,0.3,raw,8,0.5,0.4620191845626276
0,beta,1,8,0.3,raw,8,0.5,0.4246122604033441
1,beta,1,8,0.3,raw,8,0.5,0.463615927659145
18,beta,1,8,0.3,raw,8,0.5,0.4392766640613663
26,beta,1,8,0.3,raw,8,0.5,0.4573077645071626
17,beta,1,8,0.3,raw,8,0.5,0.44517220411971
20,beta,1,8,0.3,raw,8,0.5,0.4647885137485526
46,beta,1,8,0.3,raw,8,0.5,0.4516112594942644
25,beta,1,8,0.3,raw,8,0.5,0.4462864581476595
41,beta,1,8,0.3,raw,8,0.5,0.4466304516730486
9,beta,1,8,0.3,raw,8,0.5,0.4577331044481714
37,beta,1,8,0.3,raw,8,0.5,0.4535700979712099
29,beta,1,8,0.3,raw,8,0.5,0.4712704765110827
33,beta,1,8,0.3,raw,8,0.5,0.4465178689883926
5,beta,1,8,0.3,raw,8,0.5,0.4487314649701605
40,beta,1,8,0.3,raw,8,0.5,0.4476887396561351
21,beta,1,8,0.3,raw,8,0.5,0.4616217141725274
13,beta,1,8,0.3,raw,8,0.5,0.436828148503021
44,beta,1,8,0.3,raw,8,0.5,0.477298199966764
39,beta,1,8,0.3,raw,8,0.5,0.4713119747885861
30,beta,1,8,0.3,raw,8,0.5,0.4611022784001207
2,beta,1,8,0.3,raw,8,0.5,0.4679910237356259
35,beta,1,8,0.3,raw,8,0.5,0.4516193433312847
3,beta,1,8,0.3,raw,8,0.5,0.4453327776658899
6,beta,1,8,0.3,raw,8,0.5,0.4536087315128986
14,beta,1,8,0.3,raw,8,0.5,0.4790016975313023
7,beta,1,8,0.3,raw,8,0.5,0.472034660385121
48,beta,1,8,0.3,raw,8,0.5,0.4262623125406721
23,beta,1,8,0.3,raw,8,0.5,0.4610992729660289
31,beta,1,8,0.3,raw,8,0.5,0.4378758757231566
22,beta,1,8,0.3,raw,8,0.5,0.457542703829488
27,beta,1,8,0.3,raw,8,0.5,0.4456191429298993
43,beta,1,8,0.3,raw,8,0.5,0.4660215442981805
11,beta,1,8,0.3,raw,8,0.5,0.461257338685165
19,beta,1,8,0.3,raw,8,0.5,0.4308892178338017
15,beta,1,8,0.3,raw,8,0.5,0.4562370376835826
38,beta,1,8,0.3,raw,8,0.5,0.4246218057478051
8,beta,1,8,0.3,raw,8,0.5,0.4558060844542124
34,beta,1,8,0.3,raw,8,0.5,0.450815596833904
10,beta,1,8,0.3,raw,8,0.5,0.4738759940450672
36,beta,1,8,0.3,raw,8,0.5,0.4691700642645109
47,beta,1,8,0.3,raw,8,0.5,0.4615026177913776
49,beta,1,8,0.3,raw,8,0.5,0.4641086471937708
32,beta,1,8,0.3,raw,8,0.5,0.4397532476681511
45,beta,1,8,0.3,raw,8,0.5,0.446663480330366
12,beta,1,8,0.3,raw,8,0.5,0.4424583589497725
28,beta,1,8,0.3,raw,8,0.5,0.4519308402882129
4,beta,1,8,0.3,raw,8,0.5,0.4553753778402147
24,beta,1,8,0.3,raw,8,0.5,0.4770911989299373
16,beta,1,8,0.3,raw,8,0.5,0.45901943641018006
