seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,beta,1,8,0.3,raw,8,0.4479166666666667,0.4596459997181693,8,2,30,2
0,beta,1,8,0.3,raw,8,0.6217870257037944,0.4256163811616236,21,2,30,2
1,beta,1,8,0.3,raw,8,0.6870967741935484,0.4382516840789783,27,2,30,2
18,beta,1,8,0.3,raw,8,0.4736842105263157,0.4425167529388532,12,2,30,2
26,beta,1,8,0.3,raw,8,0.5862068965517241,0.4568828765774643,9,2,30,2
17,beta,1,8,0.3,raw,8,0.5126050420168068,0.4461265451698981,28,2,30,2
20,beta,1,8,0.3,raw,8,0.4226600985221674,0.4630027506429396,21,2,30,2
46,beta,1,8,0.3,raw,8,0.4194594594594594,0.453768700458648,22,2,30,2
25,beta,1,8,0.3,raw,8,0.61337513061651,0.4486982564395349,11,2,30,2
41,beta,1,8,0.3,raw,8,0.5956756756756757,0.4448432122707299,24,2,30,2
9,beta,1,8,0.3,raw,8,0.6405433646812957,0.450424070018065,10,2,30,2
37,beta,1,8,0.3,raw,8,0.5470899470899471,0.4551441979637816,27,2,30,2
29,beta,1,8,0.3,raw,8,0.4572916666666666,0.4732500240166724,12,2,30,2
33,beta,1,8,0.3,raw,8,0.7505543237250554,0.4320279795572894,6,2,30,2
5,beta,1,8,0.3,raw,8,0.4957264957264957,0.4484350915505201,12,2,30,2
40,beta,1,8,0.3,raw,8,0.5699786324786326,0.4473807174325801,7,2,30,2
21,beta,1,8,0.3,raw,8,0.2747138397502601,0.4611442070102155,9,2,30,2
13,beta,1,8,0.3,raw,8,0.5725900116144018,0.4363229790557429,16,2,30,2
44,beta,1,8,0.3,raw,8,0.7132352941176471,0.4686891357326183,28,2,30,2
39,beta,1,8,0.3,raw,8,0.6940371456500489,0.4497472887938175,5,2,30,2
30,beta,1,8,0.3,raw,8,0.5274509803921568,0.458277706180661,25,2,30,2
2,beta,1,8,0.3,raw,8,0.3458725182863114,0.4669308809238369,13,2,30,2
35,beta,1,8,0.3,raw,8,0.4444444444444444,0.4500773641523258,23,2,30,2
3,beta,1,8,0.3,raw,8,0.5871848739495799,0.4440593319644979,28,2,30,2
6,beta,1,8,0.3,raw,8,0.5657894736842105,0.4481049703699917,10,2,30,2
14,beta,1,8,0.3,raw,8,0.5609243697478992,0.4854876597993993,2,2,30,2
7,beta,1,8,0.3,raw,8,0.3762162162162162,0.4773175246406432,26,2,30,2
48,beta,1,8,0.3,raw,8,0.5328947368421053,0.4219260891250194,11,2,30,2
23,beta,1,8,0.3,raw,8,0.6544035674470456,0.4545719950416098,29,2,30,2
31,beta,1,8,0.3,raw,8,0.5105042016806722,0.4272239810125831,4,2,30,2
22,beta,1,8,0.3,raw,8,0.4315569487983282,0.4654749263623844,19,2,30,2
27,beta,1,8,0.3,raw,8,0.5932017543859648,0.4471266584773521,5,2,30,2
43,beta,1,8,0.3,raw,8,0.4623655913978495,0.4623347618722241,30,2,30,2
11,beta,1,8,0.3,raw,8,0.5783730158730158,0.4544975932889529,17,2,30,2
19,beta,1,8,0.3,raw,8,0.4968487394957983,0.4194298634124534,26,2,30,2
15,beta,1,8,0.3,raw,8,0.6402116402116402,0.4480884429619497,18,2,30,2
38,beta,1,8,0.3,raw,8,0.6254589963280294,0.440195668506673,27,2,30,2
8,beta,1,8,0.3,raw,8,0.5997770345596432,0.4458934106931922,19,2,30,2
34,beta,1,8,0.3,raw,8,0.4916666666666666,0.4501290924290898,22,2,30,2
10,beta,1,8,0.3,raw,8,0.5581140350877193,0.4620325368038315,5,2,30,2
36,beta,1,8,0.3,raw,8,0.5259259259259259,0.4737134098024009,6,2,30,2
47,beta,1,8,0.3,raw,8,0.5758547008547008,0.459674170772157,5,2,30,2
49,beta,1,8,0.3,raw,8,0.5520833333333334,0.4633875887251308,24,2,30,2
32,beta,1,8,0.3,raw,8,0.6193181818181819,0.4381496000525993,19,2,30,2
45,beta,1,8,0.3,raw,8,0.5369406867845994,0.4395785513010603,2,2,30,2
12,beta,1,8,0.3,raw,8,0.6833333333333333,0.4334354111525541,2,2,30,2
28,beta,1,8,0.3,raw,8,0.5492063492063493,0.4463733952348417,30,2,30,2
4,beta,1,8,0.3,raw,8,0.4613756613756614,0.4532540893833106,17,2,30,2
24,beta,1,8,0.3,raw,8,0.584375,0.473424051427407,21,2,30,2
16,beta,1,8,0.3,raw,8,0.5551724137931034,0.44836515514305797,19,2,30,2
