seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,rmse_naive,rmse_rasch,rmse_2pl,rmse_mirt,auc_naive,auc_rasch,auc_2pl,auc_mirt,rmse_knn,auc_knn,agent_batch_size,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,max,1.0,pca,,,,,,,,,0.4107688144210454,0.7270319115799707,max,,,,
1,beta,1,max,1.0,pca,,,,,,,,,0.4035554066755832,0.7430857689541812,max,,,,
2,beta,1,max,1.0,pca,,,,,,,,,0.3975701709205768,0.7268353578141218,max,,,,
3,beta,1,max,1.0,pca,,,,,,,,,0.4032655360084195,0.7334648259746649,max,,,,
4,beta,1,max,1.0,pca,,,,,,,,,0.4165022784041405,0.7035339736159408,max,,,,
5,beta,1,max,1.0,pca,,,,,,,,,0.3764521377734831,0.7598593211481419,max,,,,
6,beta,1,max,1.0,pca,,,,,,,,,0.41902001699668,0.6917116106484877,max,,,,
7,beta,1,max,1.0,pca,,,,,,,,,0.3771116289127152,0.7925359327125332,max,,,,
8,beta,1,max,1.0,pca,,,,,,,,,0.4039700610816132,0.7275861275763211,max,,,,
9,beta,1,max,1.0,pca,,,,,,,,,0.3977610699116,0.7414272928741902,max,,,,
10,beta,1,max,1.0,pca,,,,,,,,,0.4011195363165671,0.7318527220616604,max,,,,
11,beta,1,max,1.0,pca,,,,,,,,,0.407358472943592,0.7411695380711681,max,,,,
12,beta,1,max,1.0,pca,,,,,,,,,0.3898549691766538,0.7590821832964341,max,,,,
13,beta,1,max,1.0,pca,,,,,,,,,0.3992417763715239,0.7586108478011222,max,,,,
14,beta,1,max,1.0,pca,,,,,,,,,0.4301230390693023,0.6565362163785498,max,,,,
15,beta,1,max,1.0,pca,,,,,,,,,0.4105614976247884,0.7293788012944165,max,,,,
16,beta,1,max,1.0,pca,,,,,,,,,0.3925165536147524,0.7622035451639582,max,,,,
17,beta,1,max,1.0,pca,,,,,,,,,0.4146100328784163,0.7265500685871057,max,,,,
18,beta,1,max,1.0,pca,,,,,,,,,0.3943862270806577,0.7721727329344583,max,,,,
19,beta,1,max,1.0,pca,,,,,,,,,0.4004353195924134,0.7275484266505016,max,,,,
20,beta,1,max,1.0,pca,,,,,,,,,0.3937353282798697,0.723273132687378,max,,,,
21,beta,1,max,1.0,pca,,,,,,,,,0.4125048832170843,0.7009783677482793,max,,,,
22,beta,1,max,1.0,pca,,,,,,,,,0.4130815546330819,0.7156732487286388,max,,,,
23,beta,1,max,1.0,pca,,,,,,,,,0.3966730918317158,0.7293812795268613,max,,,,
24,beta,1,max,1.0,pca,,,,,,,,,0.4120903553121751,0.6966840334310214,max,,,,
25,beta,1,max,1.0,pca,,,,,,,,,0.4196012470521387,0.6855136949323352,max,,,,
26,beta,1,max,1.0,pca,,,,,,,,,0.4181554323933483,0.693434277409085,max,,,,
27,beta,1,max,1.0,pca,,,,,,,,,0.4322771410818841,0.6701434981058141,max,,,,
28,beta,1,max,1.0,pca,,,,,,,,,0.4104804801063503,0.734102932287915,max,,,,
29,beta,1,max,1.0,pca,,,,,,,,,0.4003549699492229,0.7440526861910509,max,,,,
30,beta,1,max,1.0,pca,,,,,,,,,0.4268684156588648,0.7064733258370814,max,,,,
31,beta,1,max,1.0,pca,,,,,,,,,0.3770906464340021,0.7719689868332973,max,,,,
32,beta,1,max,1.0,pca,,,,,,,,,0.4227200979917861,0.6744728768651513,max,,,,
33,beta,1,max,1.0,pca,,,,,,,,,0.4007058926057429,0.7376556172240527,max,,,,
34,beta,1,max,1.0,pca,,,,,,,,,0.4016526406788646,0.7299340430175321,max,,,,
35,beta,1,max,1.0,pca,,,,,,,,,0.3832495977159493,0.7869243245900028,max,,,,
36,beta,1,max,1.0,pca,,,,,,,,,0.4247088093916667,0.6892344703770197,max,,,,
37,beta,1,max,1.0,pca,,,,,,,,,0.400407390708671,0.7467001362524387,max,,,,
38,beta,1,max,1.0,pca,,,,,,,,,0.3986053674157054,0.7212549304705923,max,,,,
39,beta,1,max,1.0,pca,,,,,,,,,0.3827958979217928,0.7568018082492425,max,,,,
40,beta,1,max,1.0,pca,,,,,,,,,0.393632582913985,0.7415946517793413,max,,,,
41,beta,1,max,1.0,pca,,,,,,,,,0.4037188945811048,0.7450571540476336,max,,,,
42,beta,1,max,1.0,pca,,,,,,,,,0.4115232665899399,0.7180933106078967,max,,,,
43,beta,1,max,1.0,pca,,,,,,,,,0.4078284373768326,0.7243016656405702,max,,,,
44,beta,1,max,1.0,pca,,,,,,,,,0.4102666070611601,0.7019203080225621,max,,,,
45,beta,1,max,1.0,pca,,,,,,,,,0.3903851153992808,0.7514625939166899,max,,,,
46,beta,1,max,1.0,pca,,,,,,,,,0.4022598179057063,0.7446896422143074,max,,,,
47,beta,1,max,1.0,pca,,,,,,,,,0.3740050308837747,0.7897887142472241,max,,,,
48,beta,1,max,1.0,pca,,,,,,,,,0.4436297831423931,0.6222790690726577,max,,,,
49,beta,1,max,1.0,pca,,,,,,,,,0.414096237103754,0.7302279569608816,max,,,,
