seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,max,1.0,pca,max,0.6594873883710821,0.4384066689568329
31,beta,1,max,1.0,pca,max,0.6855021298350992,0.4265061777959881
36,beta,1,max,1.0,pca,max,0.6247712746858167,0.4557393063825017
34,beta,1,max,1.0,pca,max,0.6574177356385945,0.4409121558396585
43,beta,1,max,1.0,pca,max,0.6394909215692212,0.4422374932971998
47,beta,1,max,1.0,pca,max,0.6699491079705622,0.4301369830332817
18,beta,1,max,1.0,pca,max,0.6588453279874574,0.4397903674239148
6,beta,1,max,1.0,pca,max,0.6211905481008471,0.4409146905483581
38,beta,1,max,1.0,pca,max,0.6629278726359968,0.4287493608153002
15,beta,1,max,1.0,pca,max,0.6557430509439333,0.4334602494103798
19,beta,1,max,1.0,pca,max,0.6511331698445939,0.4272364326474656
3,beta,1,max,1.0,pca,max,0.6492657729676546,0.439489829331977
39,beta,1,max,1.0,pca,max,0.679317851093776,0.4255239426659949
46,beta,1,max,1.0,pca,max,0.6874655929266238,0.4265943864635023
10,beta,1,max,1.0,pca,max,0.683054772767131,0.4191098723635268
35,beta,1,max,1.0,pca,max,0.6909169847797237,0.4334772658035143
22,beta,1,max,1.0,pca,max,0.6201077705453021,0.4397012306894548
30,beta,1,max,1.0,pca,max,0.626911544227886,0.4498097554036056
7,beta,1,max,1.0,pca,max,0.6467476599926931,0.4429820299260397
2,beta,1,max,1.0,pca,max,0.6292311988513632,0.4372526729942614
23,beta,1,max,1.0,pca,max,0.6483464957723455,0.4298802723651384
27,beta,1,max,1.0,pca,max,0.6042515955781078,0.4539748312374171
42,beta,1,max,1.0,pca,max,0.6679586369180336,0.4420301703409202
11,beta,1,max,1.0,pca,max,0.6335249915200096,0.4439738380675977
14,beta,1,max,1.0,pca,max,0.6002331212343037,0.4420518795200859
26,beta,1,max,1.0,pca,max,0.6026653542398819,0.447711123020977
13,beta,1,max,1.0,pca,max,0.6185979766791894,0.4532283796570851
24,beta,1,max,1.0,pca,max,0.6502649109953328,0.429618864646613
9,beta,1,max,1.0,pca,max,0.6730821684282304,0.4320911455628393
20,beta,1,max,1.0,pca,max,0.667559852778627,0.4178783639880266
32,beta,1,max,1.0,pca,max,0.6183991075163855,0.4427280552528972
40,beta,1,max,1.0,pca,max,0.6759030539410625,0.4174833063397261
16,beta,1,max,1.0,pca,max,0.6718692421421706,0.4255531820127852
25,beta,1,max,1.0,pca,max,0.6330794402053941,0.4350815412675275
48,beta,1,max,1.0,pca,max,0.6002957695984704,0.4475410313149672
21,beta,1,max,1.0,pca,max,0.658881865430538,0.4284344696282771
28,beta,1,max,1.0,pca,max,0.6376248851969222,0.4458746457196093
12,beta,1,max,1.0,pca,max,0.6320506985768399,0.4338804276736007
33,beta,1,max,1.0,pca,max,0.632329595003738,0.4409001242236219
4,beta,1,max,1.0,pca,max,0.6551374399735055,0.4421261006784583
44,beta,1,max,1.0,pca,max,0.6173070714027283,0.4391913079123436
1,beta,1,max,1.0,pca,max,0.6256456107458394,0.4431697254987534
49,beta,1,max,1.0,pca,max,0.6332369360843372,0.4551989513655401
8,beta,1,max,1.0,pca,max,0.6635540155741516,0.4342993759629494
29,beta,1,max,1.0,pca,max,0.6985996533166343,0.4131841880886029
45,beta,1,max,1.0,pca,max,0.6954706865861602,0.4168007475968903
5,beta,1,max,1.0,pca,max,0.7012450155678966,0.4103803839677488
41,beta,1,max,1.0,pca,max,0.63026088032038,0.4409084551387893
37,beta,1,max,1.0,pca,max,0.652409835980966,0.4399230140287855
17,beta,1,max,1.0,pca,max,0.6081628943758574,0.45088098900214585
