seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,pca,max,0.7224880284510408,0.4117042937084266
31,beta,1,max,1.0,pca,max,0.7646146445451566,0.3823408218228012
36,beta,1,max,1.0,pca,max,0.6615612208258529,0.4311583055233078
34,beta,1,max,1.0,pca,max,0.730000121244453,0.4035720224472576
43,beta,1,max,1.0,pca,max,0.7115609114428262,0.4127342945902463
47,beta,1,max,1.0,pca,max,0.7813674892504369,0.374306195898851
18,beta,1,max,1.0,pca,max,0.7558165835763042,0.3996830712879097
6,beta,1,max,1.0,pca,max,0.6862475011146107,0.4215676459640974
38,beta,1,max,1.0,pca,max,0.7098788489075954,0.4049929647953147
15,beta,1,max,1.0,pca,max,0.71200451411947,0.4173525965762367
19,beta,1,max,1.0,pca,max,0.7164151190344981,0.4052200098324823
3,beta,1,max,1.0,pca,max,0.7116108104784159,0.4132667127911734
39,beta,1,max,1.0,pca,max,0.7475041150790811,0.3864264876961968
46,beta,1,max,1.0,pca,max,0.7419786640242033,0.4030854693703123
10,beta,1,max,1.0,pca,max,0.7224796815352423,0.4053402397527845
35,beta,1,max,1.0,pca,max,0.7781114616661088,0.3868689967661851
22,beta,1,max,1.0,pca,max,0.6986710178994964,0.4165418100048044
30,beta,1,max,1.0,pca,max,0.6976585925787107,0.429715381064548
7,beta,1,max,1.0,pca,max,0.780902933220814,0.3810227459415551
2,beta,1,max,1.0,pca,max,0.7173589132835353,0.4005516844807243
23,beta,1,max,1.0,pca,max,0.7208885131270999,0.3997257574053369
27,beta,1,max,1.0,pca,max,0.6445421944845513,0.4407175649986627
42,beta,1,max,1.0,pca,max,0.7226176018479987,0.4119658559231517
11,beta,1,max,1.0,pca,max,0.7496554245232303,0.4022516682260083
14,beta,1,max,1.0,pca,max,0.6547260543949547,0.4314068122149945
26,beta,1,max,1.0,pca,max,0.6879401214600656,0.4196212224543142
13,beta,1,max,1.0,pca,max,0.742948538125351,0.4055048270520302
24,beta,1,max,1.0,pca,max,0.6900480299576686,0.4169662074409139
9,beta,1,max,1.0,pca,max,0.7357240270809994,0.4007843500801936
20,beta,1,max,1.0,pca,max,0.7093946961501375,0.3980787943881452
32,beta,1,max,1.0,pca,max,0.6622385301910473,0.4296147545011016
40,beta,1,max,1.0,pca,max,0.7445976088508208,0.3930028828534588
16,beta,1,max,1.0,pca,max,0.7406882765623852,0.3978490598110161
25,beta,1,max,1.0,pca,max,0.6740198945436222,0.4234381080989061
48,beta,1,max,1.0,pca,max,0.6174870040630975,0.4483748927258505
21,beta,1,max,1.0,pca,max,0.6842347942126703,0.4177377365430791
28,beta,1,max,1.0,pca,max,0.7244264562892546,0.4142644857384404
12,beta,1,max,1.0,pca,max,0.7609518986302213,0.387012601240655
33,beta,1,max,1.0,pca,max,0.7231128882936797,0.4034016598738723
4,beta,1,max,1.0,pca,max,0.6858454766241651,0.4257722906167465
44,beta,1,max,1.0,pca,max,0.6848145440778757,0.4174080055213037
1,beta,1,max,1.0,pca,max,0.7385164115471543,0.4065097565271889
49,beta,1,max,1.0,pca,max,0.7107465895488674,0.4208962955995656
8,beta,1,max,1.0,pca,max,0.7307750513327136,0.4051413079392515
29,beta,1,max,1.0,pca,max,0.7410565674716618,0.404293926430975
45,beta,1,max,1.0,pca,max,0.7426242942177637,0.3932612534457027
5,beta,1,max,1.0,pca,max,0.7534850150447061,0.3784464376262013
41,beta,1,max,1.0,pca,max,0.7336725699925477,0.4062873199633844
37,beta,1,max,1.0,pca,max,0.7372318175249539,0.4035584344893947
17,beta,1,max,1.0,pca,max,0.6854183813443072,0.42689693461595635
