seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,54,none,1.0,1.0,pca,54,0.7770226490619285,0.2496918104871521
6,beta,54,none,1.0,1.0,pca,54,0.7133320178900289,0.2598274989044007
46,beta,54,none,1.0,1.0,pca,54,0.7174999999999999,0.2477311430244783
24,beta,54,none,1.0,1.0,pca,54,0.729035150645624,0.2639991989105525
34,beta,54,none,1.0,1.0,pca,54,0.7345191040843215,0.248988511871357
18,beta,54,none,1.0,1.0,pca,54,0.7285665294924554,0.236052431130187
40,beta,54,none,1.0,1.0,pca,54,0.7342227095516569,0.2499118515418176
44,beta,54,none,1.0,1.0,pca,54,0.7315753253253253,0.22851259278462
12,beta,54,none,1.0,1.0,pca,54,0.661462639109698,0.2549846197379931
28,beta,54,none,1.0,1.0,pca,54,0.7410827824992132,0.2589017370840185
2,beta,54,none,1.0,1.0,pca,54,0.7898302938196555,0.2223273072693845
14,beta,54,none,1.0,1.0,pca,54,0.7796395959054881,0.2340033604684216
8,beta,54,none,1.0,1.0,pca,54,0.7169400288480126,0.2424561564024958
30,beta,54,none,1.0,1.0,pca,54,0.7090306424293507,0.2450081936283564
42,beta,54,none,1.0,1.0,pca,54,0.793118897540477,0.2222713774756279
36,beta,54,none,1.0,1.0,pca,54,0.7210191364299288,0.2422566853423559
20,beta,54,none,1.0,1.0,pca,54,0.766848127814447,0.2457560765712338
48,beta,54,none,1.0,1.0,pca,54,0.7228828762183054,0.24243260870334
22,beta,54,none,1.0,1.0,pca,54,0.8000349871489509,0.2437878692382596
26,beta,54,none,1.0,1.0,pca,54,0.7054030067503967,0.2526314497826977
4,beta,54,none,1.0,1.0,pca,54,0.7334049275497656,0.2414918028825426
32,beta,54,none,1.0,1.0,pca,54,0.7061604416255579,0.249926541384139
10,beta,54,none,1.0,1.0,pca,54,0.7681075460487224,0.2395709343825484
38,beta,54,none,1.0,1.0,pca,54,0.6954773340549155,0.2708168743096321
16,beta,54,none,1.0,1.0,pca,54,0.7493144044321329,0.244509517447384
1,beta,54,none,1.0,1.0,pca,54,0.7061893976926888,0.2604960161753821
7,beta,54,none,1.0,1.0,pca,54,0.7677020814710764,0.2251062039885206
47,beta,54,none,1.0,1.0,pca,54,0.7504277973191367,0.2332253872007332
25,beta,54,none,1.0,1.0,pca,54,0.7880699128761558,0.246912057425178
35,beta,54,none,1.0,1.0,pca,54,0.7618318578180123,0.2444098475920281
19,beta,54,none,1.0,1.0,pca,54,0.755411579987298,0.2369315427918265
13,beta,54,none,1.0,1.0,pca,54,0.7558054551973303,0.2259217607126013
29,beta,54,none,1.0,1.0,pca,54,0.6884164551291624,0.2642252730743617
3,beta,54,none,1.0,1.0,pca,54,0.6824075050068515,0.2576880299046684
41,beta,54,none,1.0,1.0,pca,54,0.7321188385157054,0.2385513541421453
31,beta,54,none,1.0,1.0,pca,54,0.7637624620719549,0.2266504675993944
15,beta,54,none,1.0,1.0,pca,54,0.8004756152800845,0.2353152488456752
9,beta,54,none,1.0,1.0,pca,54,0.7498099662162162,0.2433100419227769
37,beta,54,none,1.0,1.0,pca,54,0.7278633144936009,0.2406578286181969
43,beta,54,none,1.0,1.0,pca,54,0.7716155288672546,0.2476403141008946
21,beta,54,none,1.0,1.0,pca,54,0.6344691587658339,0.2462970559912618
45,beta,54,none,1.0,1.0,pca,54,0.6978563076523321,0.261708529827925
11,beta,54,none,1.0,1.0,pca,54,0.6924319877783653,0.2507950092712329
49,beta,54,none,1.0,1.0,pca,54,0.6938560606060606,0.2414113960828692
5,beta,54,none,1.0,1.0,pca,54,0.6850094876660342,0.2507308023877759
39,beta,54,none,1.0,1.0,pca,54,0.8090641700153278,0.2484013660112505
27,beta,54,none,1.0,1.0,pca,54,0.7372371703492517,0.2386686193740491
17,beta,54,none,1.0,1.0,pca,54,0.721979213537018,0.2404691587844953
23,beta,54,none,1.0,1.0,pca,54,0.7300467463936448,0.2556303324061614
33,beta,54,none,1.0,1.0,pca,54,0.6709055157665091,0.2791040995691415
