item,assigned_skill,max_loading
0,9,0.031151242543286443
1,8,0.03898104520612965
2,0,0.03461693346826044
3,7,0.03299476101930337
4,0,0.034044661936014284
5,9,0.05848431697601478
6,5,0.033775642998632095
7,7,0.05570806540604353
8,9,0.05226429592783364
9,9,0.07794292182124599
10,9,0.03999760791658604
11,9,0.06324999726487462
12,7,0.045767502619467645
13,9,0.08984682441845258
14,9,0.04161607175369794
15,9,0.03717949593477021
16,9,0.03216430180574415
17,5,0.036362005191894545
18,9,0.06110198234971931
19,9,0.04628613054673046
20,9,0.04434600225846594
21,7,0.025541686086209544
22,0,0.03469029179918179
23,9,0.039763466876135294
24,5,0.03363296998787888
25,9,0.046534187855403225
26,7,0.028958575445875732
27,5,0.04354567953027428
28,8,0.03905944624458525
29,9,0.06911843865696193
30,5,0.030890255292916162
31,7,0.06989019130097783
32,9,0.06486909056510191
33,5,0.029968454938319556
34,4,0.02987393937862911
35,9,0.058476306058886394
36,4,0.026501195826507146
37,9,0.048134256195725145
38,4,0.030052534903971136
39,9,0.028887802427122286
40,7,0.04660837482283126
41,0,0.0432017184994073
42,7,0.032796745325712286
43,7,0.04054410631404563
44,9,0.0782247070118637
45,9,0.09075778068775422
46,9,0.03695007099135616
47,6,0.03891023299131522
48,9,0.03761521078674371
49,5,0.028586649852854997
50,4,0.024830299480112037
51,9,0.04686575997784349
52,8,0.044751857062501
53,9,0.037693062342714204
54,8,0.04784026213943948
55,9,0.07483286856305674
56,9,0.04838941502006518
57,9,0.0720852333435806
58,0,0.030478774384972346
59,0,0.03129444177188799
60,7,0.04195494112768787
61,9,0.029123823866211332
62,9,0.07985684025984717
63,9,0.08980851707333207
64,5,0.04491204096534077
65,7,0.04948462320728565
66,9,0.03892739494657236
67,9,0.04492829923423553
68,9,0.06597844060424836
69,8,0.039920400354355824
70,5,0.03918872901434344
71,0,0.024746321184227076
72,9,0.04921001629162413
73,9,0.03786946548646618
74,7,0.038844294598951216
75,5,0.043339652959757634
76,5,0.03612482243536275
77,7,0.033560591608544035
78,7,0.03905260803384252
79,7,0.03854399944683407
80,5,0.04704586629641381
81,6,0.0374825448683473
82,5,0.028230263339691995
83,5,0.030156178488493057
84,7,0.047103473254484725
85,9,0.04055706806180855
86,9,0.07410840154090981
87,9,0.06137179134680966
88,6,0.03559780227335401
89,7,0.037735174834810294
90,6,0.03630257203197414
91,9,0.07464685179838815
92,7,0.03440231983564469
93,9,0.03637470068176593
94,8,0.03985229915546006
95,6,0.025986128570437302
96,9,0.05357771755973116
97,9,0.05640721037554838
98,9,0.03572883003896982
99,7,0.03337513499481864
100,9,0.06697916303310168
101,7,0.03889365340912405
102,9,0.033321738267457386
103,5,0.03435796666184807
104,9,0.05160273294684986
105,9,0.0810606416040988
106,9,0.0907293023259285
107,4,0.02731546849366375
108,5,0.02896868182564068
109,0,0.024026821119467117
110,9,0.03564036023793391
111,0,0.032163829734289245
112,9,0.05859916896250834
113,4,0.024006132604100287
114,5,0.051378703028449164
115,9,0.04506253245199068
116,5,0.035435140833684785
117,9,0.07736069431167061
118,5,0.039686223898586316
119,9,0.06536381090553267
120,4,0.029488098166645233
121,9,0.05487379472760562
122,7,0.030699260078174112
123,8,0.03528273309598152
124,7,0.03941012551418837
125,9,0.04942398009059893
126,6,0.04042673054840015
127,9,0.04032939072205323
128,7,0.03974271877946554
129,9,0.04747261955426894
130,8,0.03613525748983444
131,4,0.03678754903990265
132,8,0.045353204437720944
133,5,0.030938223811047667
134,4,0.04111517482796531
135,9,0.06190225545436806
136,9,0.028955195186143576
137,8,0.037339091485195396
138,8,0.033133174698970674
139,9,0.03737979925959863
140,9,0.09019960702741074
141,9,0.052615112992448206
142,5,0.0322831862497512
143,9,0.061485978312143204
144,5,0.03671724554021592
145,9,0.04483235194505289
146,9,0.06695931940040734
147,7,0.028258431780508717
148,8,0.0679381552768517
149,9,0.06183800712619123
150,5,0.03083885263608301
151,5,0.032711068445360786
152,9,0.0367988941066333
153,0,0.03832182985117343
154,0,0.03406170367006464
155,4,0.026127007164112714
156,9,0.046028599246253264
157,9,0.0743768439914457
158,9,0.08072883335558947
159,2,0.022202185218876035
160,9,0.07226853226971064
161,9,0.044971261325357066
162,0,0.03193712209769576
163,7,0.044162301760870104
164,7,0.038510350116998174
165,5,0.0288110496393799
166,6,0.03847403192610661
167,5,0.04401094940149438
168,7,0.03336616281154377
169,7,0.031766420484059116
170,9,0.0633581440492674
171,5,0.032973407541029835
172,9,0.06739002116062927
173,9,0.08679732216647307
174,9,0.04627289517327898
175,9,0.050060531232568664
176,8,0.02922925392451579
177,9,0.060173056609647856
178,9,0.06720566321450104
179,9,0.05560309748776786
180,4,0.03306139232129527
181,5,0.045749229455426345
182,7,0.035178075567499
183,8,0.04905027550318015
184,7,0.032631862764651236
185,9,0.025147317882845216
186,6,0.025646167279768293
187,9,0.06016912663229499
188,7,0.04122720756713609
189,5,0.05276113318217138
190,7,0.03332316607682859
191,8,0.03517714950730218
192,9,0.042285666039065625
193,7,0.026008615036258943
194,9,0.04760931874578833
195,9,0.05743683230597031
196,9,0.05381225004254571
197,5,0.04340138647103764
198,8,0.04253761359834832
199,3,0.03277582666081326
200,9,0.060823428639660906
201,7,0.03910028627225276
202,8,0.0340153539056873
203,9,0.05769782132939065
204,0,0.022480756553531257
205,6,0.03640068364564804
206,7,0.04170700346980641
207,9,0.030464726423766436
208,9,0.06442849504726635
209,9,0.04181267567601119
210,6,0.02603691348123681
211,9,0.038941768440105225
212,7,0.04533625591113381
213,4,0.032114056326155695
214,6,0.03835961765470151
215,9,0.029863957257012082
216,8,0.03912710591618962
217,6,0.029652656402974438
218,7,0.05930997071535332
219,8,0.042265352102040375
220,6,0.04372662367867208
221,7,0.0572559410480025
222,9,0.0500884657468111
223,9,0.0701503000830913
224,9,0.06844942909016051
225,9,0.03587602379682677
226,1,0.02722412434906429
227,9,0.05446765450734934
228,9,0.029350868837714088
229,7,0.02965557545514173
230,9,0.059539939760166444
231,9,0.0403794354791756
232,8,0.059447351891452234
233,5,0.03771051546173531
234,9,0.055287349243461716
235,7,0.03804024425327888
236,8,0.02471098467568524
237,8,0.058385255678512334
238,7,0.02992027728905396
239,7,0.03319652524798296
240,7,0.052813461767518576
241,9,0.04323248825022796
242,8,0.032083279857074445
243,7,0.033551695002093
244,1,0.029238756777225542
245,7,0.04117905834682735
246,5,0.05262400054712341
247,8,0.06258253823626132
248,8,0.057435723206657255
249,9,0.05162557872901502
250,4,0.029639995666857627
251,8,0.03867870390867334
252,7,0.051812911904844876
253,7,0.03079224150364134
254,8,0.04015467242233685
255,5,0.028067692354789054
256,4,0.03533303476426372
257,5,0.03268870881670813
258,6,0.035308158612998436
259,0,0.04229725850754337
260,9,0.06944691102552655
261,6,0.028639283963679676
262,9,0.09387992902330936
263,9,0.02992345630047427
264,5,0.030580783541057827
265,9,0.06884577779777538
266,7,0.03729238061760382
267,9,0.09331945498398131
268,9,0.035198188477750414
269,8,0.03632555914651419
270,5,0.034220967729332155
271,8,0.041162665693004516
272,8,0.03987815935391998
273,7,0.041875113657423316
274,8,0.03418347123192794
275,8,0.04572457654992601
276,9,0.04870154640385137
277,8,0.026243933646813378
278,7,0.04160464832776087
279,9,0.07704846241713731
280,8,0.050320013836031775
281,8,0.042267166526999134
282,5,0.05637685954431539
283,5,0.03799533951410974
284,9,0.06371708340544652
285,7,0.028226151300172957
286,7,0.030663226367758718
287,9,0.03519308871534361
288,6,0.03873836554540624
289,9,0.06727147774700602
290,9,0.07047657501010528
291,7,0.039009284467040765
292,5,0.04102854179260255
293,9,0.07801366819663087
294,9,0.04518965186498158
295,0,0.03509262063045386
296,5,0.041780147303782884
297,3,0.026927559038101442
298,9,0.10453294454012944
299,7,0.03954357053492784
300,5,0.04071571766159737
301,9,0.057285347853716896
302,6,0.030603008897409953
303,7,0.04635552139689328
304,6,0.031664092021254094
305,8,0.08042045676251604
306,6,0.035469152014526106
307,9,0.055453023058789956
308,4,0.03203801562203321
309,7,0.04744593237975379
310,6,0.030106243594432126
311,7,0.03641045425021736
312,9,0.03204179459752577
313,4,0.026795600738637133
314,7,0.04579128026448243
315,9,0.03307544406286658
316,5,0.03946277650055475
317,9,0.03609174054718125
318,7,0.0408614834251245
319,9,0.042987394592412645
320,9,0.040136890013015146
321,9,0.030032752125710313
322,9,0.06146277661441266
323,5,0.04958948190851879
324,9,0.06206302856167368
325,7,0.0496097178642965
326,9,0.031350162816313254
327,9,0.08108636843036826
328,9,0.03854064042725956
329,5,0.04848294617094441
330,7,0.03913374197141162
331,9,0.05239997913928594
332,5,0.050612769073011966
333,7,0.04722690164684117
334,9,0.060462321568777
