item,assigned_skill,max_loading
0,2,0.04105155829627695
1,4,0.09057377577765845
2,3,0.048879733641221994
3,3,0.04068249399457894
4,0,0.025905846205359823
5,0,0.02481985851497216
6,2,0.05009623985969893
7,4,0.03892400238053643
8,3,0.08309828730481862
9,4,0.032482285819713304
10,3,0.048319796600117655
11,4,0.06350685860431016
12,3,0.04225679265870701
13,4,0.04117268409086535
14,1,0.04895741923300332
15,2,0.038955399102109295
16,4,0.08340110702393276
17,4,0.0475095422952539
18,3,0.04456841905991686
19,3,0.05527831594071396
20,3,0.0486982092416281
21,4,0.06080005448234445
22,3,0.045526936739762956
23,2,0.03245889403360095
24,4,0.08633451749264849
25,3,0.045516700952432244
26,4,0.05536480277949259
27,3,0.04828972837261273
28,4,0.05463170420328873
29,4,0.03921437213108745
30,4,0.049116022858879144
31,3,0.05744969657645999
32,3,0.07408252540470003
33,4,0.0692322773034541
34,4,0.07788951911980384
35,3,0.060597500435857744
36,4,0.07014633554823703
37,3,0.06279514788605547
38,4,0.07891697349302132
39,3,0.06338791727929739
40,3,0.0334154651367692
41,0,0.031575740664515344
42,1,0.043663620714473224
43,3,0.06940733633088704
44,0,0.028669004565290857
45,0,0.026382700358744435
46,4,0.08154323531119184
47,3,0.03945872460370039
48,3,0.0726929268810907
49,4,0.06715960945653458
50,4,0.06372179440101465
51,4,0.046127610520131486
52,3,0.04203310461792769
53,1,0.05038374849690625
54,1,0.03353892488288225
55,0,0.028588640223744344
56,4,0.059709398826512626
57,2,0.034360475206798365
58,0,0.026462731836213144
59,4,0.06500855190183073
60,3,0.040557528748567544
61,4,0.057676751399537096
62,1,0.030158093528552334
63,0,0.02536967741919767
64,2,0.04739815149462595
65,3,0.039189966819263004
66,2,0.03229669525447234
67,1,0.041469085625615444
68,4,0.08177442033544603
69,4,0.04970212022412378
70,3,0.039689550289267746
71,3,0.038904077734490575
72,2,0.04000831475797308
73,4,0.05406946931392611
74,2,0.02742393867060382
75,4,0.050930586092125266
76,2,0.0494691526402632
77,0,0.02887006462132776
78,4,0.08014277000624748
79,3,0.03972280184816006
80,0,0.02748323030219874
81,3,0.07634082988960778
82,3,0.04327021918890739
83,2,0.054243379383246915
84,3,0.03362327330348695
85,3,0.05059191652875064
86,2,0.03415720493739128
87,4,0.032332638137111666
88,3,0.054748883548243386
89,1,0.040133263608665745
90,3,0.05485717011879827
91,3,0.0462196753783467
92,3,0.05594002528039746
93,3,0.04053576381462739
94,1,0.033250632652268665
95,4,0.0536255329152937
96,2,0.048376397905076716
97,3,0.042089613927456665
98,3,0.047919624387534554
99,3,0.04871285953600603
100,2,0.04037615810251775
101,4,0.06150343618427076
102,2,0.04814385542655539
103,2,0.03344290863475682
104,2,0.0501594207431354
105,4,0.07024396893819344
106,2,0.03227603923606182
107,4,0.07344073584391507
108,3,0.044362368692527125
109,4,0.02944551056889724
110,4,0.06467773674627604
111,4,0.02609857600191649
112,0,0.028352388562975055
113,4,0.06423908230775954
114,2,0.04604538867551644
115,2,0.02973965961201681
116,2,0.033273003232127035
117,3,0.027444779975302508
118,2,0.05205064517412176
119,0,0.029023576391675545
120,4,0.07585601870478006
121,4,0.07390062403258414
122,3,0.05779187521955015
123,3,0.05449473922825342
124,2,0.02854659870570588
125,4,0.06583560170946935
126,3,0.03972897447013962
127,2,0.036061287390827396
128,3,0.040962700952947545
129,2,0.03770224157824772
130,4,0.05537539191886952
131,4,0.09577263877763058
132,3,0.039515476558419256
133,4,0.04865382788506894
134,4,0.10744070169453478
135,1,0.043204327683960896
136,4,0.06169423113831223
137,2,0.030059833918988237
138,3,0.06483403350508786
139,3,0.04810919774956917
140,3,0.04029031710805878
141,4,0.06075295729138455
142,4,0.0675250721950506
143,0,0.03214836295499527
144,3,0.0645367635823398
145,4,0.074357217627073
146,1,0.04498549101693234
147,3,0.05275797943985561
148,3,0.03159844695586556
149,2,0.057043791213738405
150,2,0.039674703241606074
151,2,0.033097975542289194
152,1,0.04479481059310163
153,0,0.02914959433771952
154,0,0.025317910014047568
155,4,0.06871698786143075
156,3,0.04739643299276115
157,4,0.03760663034205201
158,2,0.034072172504362806
159,2,0.043876471812010216
160,4,0.04939145254861937
161,3,0.03643658645801911
162,4,0.050828808062353625
163,2,0.02385970305562239
164,2,0.023517238533889224
165,4,0.05935762481127806
166,3,0.039984475263778206
167,2,0.04946293473411879
168,2,0.040057479853280106
169,2,0.048304503751310755
170,3,0.026166089431122877
171,4,0.04173211640836595
172,4,0.025174621741731004
173,4,0.029495370449540075
174,4,0.03036722145318831
175,3,0.038070059778840676
176,4,0.03204616694337801
177,3,0.038096906332340134
178,4,0.06567854419703005
179,3,0.04359166918207927
180,4,0.08545319261971167
181,3,0.06319135446193783
182,4,0.03685092066128154
183,4,0.047551770941719404
184,2,0.04091030730807827
185,3,0.05377515114277094
186,4,0.04468438946398185
187,4,0.04135040031676095
188,3,0.05494729672178216
189,2,0.0367058590101325
190,4,0.05978380354598873
191,4,0.04830683694917035
192,4,0.048760274702493625
193,1,0.049617465704189914
194,3,0.026313111053163793
195,4,0.0741295356086474
196,2,0.03366865830035398
197,1,0.04031639354201961
198,2,0.04713345150339842
199,3,0.0887239578637131
200,2,0.02779772508420251
201,3,0.048272078292929003
202,4,0.054776274758695516
203,4,0.04089579774728581
204,3,0.05019692634295204
205,3,0.055144611755655555
206,3,0.08800171487707367
207,4,0.07803473223621238
208,1,0.037045821955016336
209,2,0.046304009028466944
210,2,0.04054256084914527
211,4,0.05353576007089547
212,4,0.048604501815709404
213,4,0.08788776924997611
214,3,0.03749984638396576
215,4,0.04298852758433346
