seed,model_type,test_auc,test_rmse,tabpfn_train_rows,tabpfn_actual_train_rows,tabpfn_item_pca_dim,tabpfn_feature_set,tabpfn_package_version,elapsed_seconds,train_item_count,test_item_count,train_observed_count,test_observed_count
2,bernoulli,0.6865925763342803,0.45967281198688537,1000,1000,64,user_stats3_item_pca_item_train_stats3_v1,2.2.1,164.94007635116577,35762,3973,3083430,345656
