n_samples,model_type,seed,lambda_tau,observed_train_pairs,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count
54,beta,5,0.035,4232,0.266884105602971,0.6709250842122296,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",raw,32
54,beta,11,0.036,4186,0.2525561162467039,0.7207753099477056,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",raw,32
54,beta,17,0.038,4137,0.2471834760403469,0.7163068253066704,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",raw,32
54,beta,45,0.038,4187,0.2721068703434574,0.6628361699363389,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",raw,32
54,beta,23,0.04,4106,0.2583112227811879,0.738385098511572,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",raw,32
54,beta,2,0.014,4209,0.2218482095367145,0.7782817249240122,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5721811056137085, 0.5221371650695801, 0.6710559725761414, 0.6329717040061951, 0.5456876754760742, 0.5888485908508301, 0.6030585169792175, 0.7406235933303833, 0.6576899290084839, 0.5383828282356262, 0.5895820260047913, 0.7445564866065979, 0.5629204511642456, 0.683077871799469, 0.5982821583747864, 0.6048275828361511, 0.6056128144264221, 0.642522931098938, 0.6179453134536743, 0.6038526892662048, 0.6553559303283691, 0.6114019155502319, 0.694028913974762, 0.599593460559845, 0.5991225242614746, 0.5907255411148071, 0.5836630463600159, 0.5347302556037903, 0.731945812702179, 0.5963119268417358]",raw,32
54,beta,40,0.008,4176,0.2481908980837968,0.7442390698969646,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.7012277841567993, 0.6677287817001343, 0.6847338080406189, 0.6818262338638306, 0.7025571465492249, 0.6994056701660156, 0.8541311621665955, 0.7978573441505432, 0.7930819392204285, 0.7055256962776184, 0.678598940372467, 0.6989493370056152, 0.7712303400039673, 0.6978760361671448, 0.8701796531677246, 0.6936488747596741, 0.6883136630058289, 0.7295957207679749, 0.8026101589202881, 0.7367713451385498, 0.7191860675811768, 0.7471631765365601, 0.6935651898384094, 0.7210772037506104, 0.7307743430137634, 0.8533391356468201, 0.7432628870010376, 0.6625282168388367, 0.7936793565750122, 0.6895602345466614]",raw,32
54,beta,18,0.002,4212,0.2434882794649569,0.7178702070677379,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.0000252723693848, 0.9336303472518921, 0.9887644052505493, 1.0288625955581665, 1.0056343078613281, 0.9651581048965454, 0.9192759990692139, 1.0900089740753174, 1.066148042678833, 0.9493021368980408, 0.9956125617027283, 1.063555359840393, 0.9194470643997192, 0.9493853449821472, 1.0429151058197021, 0.9277135133743286, 0.9113526940345764, 1.014776349067688, 0.969715416431427, 0.9591438174247742, 0.9144605398178101, 1.0893776416778564, 0.9878305792808533, 0.9851349592208862, 0.9439794421195984, 0.9863707423210144, 0.9262261390686035, 0.9833816885948181, 0.9562768340110779, 0.9220550656318665]",raw,32
54,beta,7,0.015,4083,0.2282400099327125,0.7765451411058613,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4355732798576355, 0.44828125834465027, 0.4237862229347229, 0.44350531697273254, 0.43662312626838684, 0.5516383647918701, 0.479420930147171, 0.43389061093330383, 0.506210207939148, 0.4206732213497162, 0.4268990755081177, 0.43389013409614563, 0.49978354573249817, 0.5316460728645325, 0.44106706976890564, 0.4431796073913574, 0.46847665309906006, 0.5118991136550903, 0.6071532368659973, 0.4259561002254486, 0.4368301331996918, 0.41781988739967346, 0.4149262607097626, 0.5325841307640076, 0.5105124115943909, 0.5298274755477905, 0.44594505429267883, 0.4241052269935608, 0.40954482555389404, 0.5431138277053833]",raw,32
54,beta,3,0.016,4099,0.2733275328627411,0.6422472857594603,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.438117653131485, 0.44238293170928955, 0.4893870949745178, 0.47013387084007263, 0.4918450117111206, 0.448637455701828, 0.4466181695461273, 0.43365830183029175, 0.42577487230300903, 0.4404815137386322, 0.53716641664505, 0.46115100383758545, 0.566391110420227, 0.5124173164367676, 0.4391496479511261, 0.42709267139434814, 0.4673762023448944, 0.47093620896339417, 0.45355069637298584, 0.4396454691886902, 0.47056782245635986, 0.5462548136711121, 0.4476597309112549, 0.4250001907348633, 0.4438415467739105, 0.44176310300827026, 0.45268210768699646, 0.4442637264728546, 0.4282260537147522, 0.4342823326587677]",raw,32
54,beta,18,0.016,4212,0.2450650376244684,0.711493239271017,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4722995460033417, 0.435794472694397, 0.4628467261791229, 0.5128937363624573, 0.48306170105934143, 0.43636325001716614, 0.4311964809894562, 0.5845057964324951, 0.557332456111908, 0.45706409215927124, 0.47580987215042114, 0.5417893528938293, 0.42809009552001953, 0.43493154644966125, 0.5192860960960388, 0.43888434767723083, 0.4167628288269043, 0.48380517959594727, 0.4467181861400604, 0.4255891740322113, 0.4075630307197571, 0.5844014883041382, 0.4577046036720276, 0.46594154834747314, 0.4211636781692505, 0.45223912596702576, 0.43045541644096375, 0.48236799240112305, 0.4325692057609558, 0.43397441506385803]",raw,32
54,beta,34,0.0155,4091,0.2461124821754297,0.7520917817360505,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5749151110649109, 0.5233632326126099, 0.5365986824035645, 0.5392621755599976, 0.5847259163856506, 0.5191900134086609, 0.5455986857414246, 0.5133694410324097, 0.5602927207946777, 0.5271836519241333, 0.5226860642433167, 0.5229319930076599, 0.5090841054916382, 0.5296671986579895, 0.4974939525127411, 0.5371903777122498, 0.508336067199707, 0.5548582673072815, 0.5178780555725098, 0.5282509326934814, 0.5421370267868042, 0.5064700245857239, 0.506016731262207, 0.5139670968055725, 0.5455029606819153, 0.5211868286132812, 0.6072568893432617, 0.5222644805908203, 0.5568784475326538, 0.5189955830574036]",raw,32
54,beta,24,0.018,4143,0.276022274607749,0.7136238641798183,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.46337905526161194, 0.4807550311088562, 0.39727309346199036, 0.42997822165489197, 0.44321098923683167, 0.4466198980808258, 0.4189999997615814, 0.3998490273952484, 0.4090600609779358, 0.46979644894599915, 0.4097803831100464, 0.41519296169281006, 0.42162519693374634, 0.44363459944725037, 0.46054455637931824, 0.42275282740592957, 0.4743998050689697, 0.3939555883407593, 0.4266549348831177, 0.4280554950237274, 0.45133697986602783, 0.406307190656662, 0.38904914259910583, 0.41244998574256897, 0.43056511878967285, 0.4018464684486389, 0.4341522455215454, 0.4049247205257416, 0.4996720552444458, 0.42245325446128845]",raw,32
54,beta,8,0.015,4125,0.2729330450462677,0.6256821662775655,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5370861291885376, 0.567253828048706, 0.4685913920402527, 0.6325175762176514, 0.550119161605835, 0.5547269582748413, 0.48024415969848633, 0.5438432693481445, 0.4728618562221527, 0.5430430173873901, 0.504885196685791, 0.5624778270721436, 0.5735211372375488, 0.4731491804122925, 0.5940375328063965, 0.5221715569496155, 0.5907950401306152, 0.5530886650085449, 0.5979416370391846, 0.6439493298530579, 0.5504031181335449, 0.5715151429176331, 0.5715302228927612, 0.5460469126701355, 0.5811110734939575, 0.5430008172988892, 0.5165368318557739, 0.47483962774276733, 0.5371604561805725, 0.539419412612915]",raw,32
54,beta,4,0.016,4246,0.2682673356142039,0.6561921215234003,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5592882037162781, 0.5547342896461487, 0.6455129384994507, 0.5850117206573486, 0.6692728400230408, 0.6480792164802551, 0.55314701795578, 0.5637241005897522, 0.5602275729179382, 0.5751009583473206, 0.6593072414398193, 0.5720929503440857, 0.6806397438049316, 0.6015910506248474, 0.5125687718391418, 0.6137641072273254, 0.6036456227302551, 0.567563533782959, 0.49589237570762634, 0.5539287328720093, 0.5677536725997925, 0.5549716949462891, 0.5747348070144653, 0.48982104659080505, 0.6825960278511047, 0.48497825860977173, 0.5845990777015686, 0.5892279148101807, 0.569410502910614, 0.5487483739852905]",raw,32
54,beta,28,0.0151,4254,0.2780279263382098,0.7070443814919736,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5077140927314758, 0.4348195195198059, 0.425298273563385, 0.41311758756637573, 0.4496106803417206, 0.40728113055229187, 0.42732468247413635, 0.4681119918823242, 0.38973546028137207, 0.433486670255661, 0.4415285587310791, 0.402629017829895, 0.40532436966896057, 0.4507769048213959, 0.4047345817089081, 0.43404144048690796, 0.44972243905067444, 0.4093509912490845, 0.4083556532859802, 0.441083699464798, 0.4464486837387085, 0.43155333399772644, 0.46437597274780273, 0.4073130786418915, 0.40669798851013184, 0.413482129573822, 0.41942664980888367, 0.512738823890686, 0.6131751537322998, 0.41837626695632935]",raw,32
54,beta,40,0.0159,4176,0.2477611863957856,0.7477461013645225,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4125213921070099, 0.38826984167099, 0.41471487283706665, 0.4106085002422333, 0.4219386875629425, 0.4092954099178314, 0.579138457775116, 0.5121640563011169, 0.4911375641822815, 0.41484758257865906, 0.40487101674079895, 0.42675769329071045, 0.47911882400512695, 0.40536248683929443, 0.5923855304718018, 0.41691815853118896, 0.4173864424228668, 0.4335557222366333, 0.5127641558647156, 0.44168686866760254, 0.4290215075016022, 0.43279698491096497, 0.4167468249797821, 0.4224482476711273, 0.40997400879859924, 0.5807173252105713, 0.4365549683570862, 0.39355671405792236, 0.485108882188797, 0.41504648327827454]",raw,32
54,beta,26,0.008,4094,0.2523281942952454,0.719112228706667,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.696871280670166, 0.7551522850990295, 0.6820021271705627, 0.7736131548881531, 0.7689023017883301, 0.6868553757667542, 0.7362646460533142, 0.699509859085083, 0.7521256804466248, 0.70412677526474, 0.7001517415046692, 0.7089171409606934, 0.6910329461097717, 0.7509022951126099, 0.8209969997406006, 0.8878254294395447, 0.7683452367782593, 0.7694723606109619, 0.6975586414337158, 0.8862926959991455, 0.7713224291801453, 0.7771572470664978, 0.7890341281890869, 0.6834126710891724, 0.812150239944458, 0.7540144920349121, 0.7067164778709412, 0.7696211934089661, 0.7468491196632385, 0.7633604407310486]",raw,32
54,beta,46,0.016,4093,0.2569887120257874,0.7122038424113508,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.45160847902297974, 0.44701921939849854, 0.6222466826438904, 0.48137181997299194, 0.488975465297699, 0.5660374164581299, 0.6039928197860718, 0.4708018898963928, 0.4523363709449768, 0.46344617009162903, 0.48481541872024536, 0.46418243646621704, 0.47676023840904236, 0.580247163772583, 0.5331608057022095, 0.5095575451850891, 0.4743609130382538, 0.4734739065170288, 0.624031662940979, 0.5805981159210205, 0.5718876719474792, 0.44951197504997253, 0.4781774580478668, 0.44344231486320496, 0.5051820874214172, 0.47414347529411316, 0.6335666179656982, 0.4781496524810791, 0.4650806188583374, 0.5829309821128845]",raw,32
54,beta,29,0.005,4180,0.2756640922953949,0.6840226654173918,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.8010013103485107, 0.7790960073471069, 0.8456214070320129, 0.8079461455345154, 0.8291661143302917, 0.8170098066329956, 0.8324611186981201, 0.918269693851471, 0.7871415615081787, 0.7895416617393494, 0.8640878796577454, 0.882003664970398, 0.8563992977142334, 0.8031851053237915, 0.8011178970336914, 0.8072784543037415, 0.8718680143356323, 0.8003551959991455, 0.8707301020622253, 0.8851901292800903, 0.8297830820083618, 0.7845216989517212, 0.8347710967063904, 0.7804300785064697, 0.7965446710586548, 0.8320590257644653, 0.7995615005493164, 0.8302935361862183, 0.798477053642273, 0.8064801692962646]",raw,32
54,beta,41,0.0151,4220,0.2451052491825731,0.717184903868977,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4354778826236725, 0.48570358753204346, 0.5331764817237854, 0.6159411072731018, 0.48291388154029846, 0.4679475426673889, 0.47901442646980286, 0.4423969089984894, 0.5460114479064941, 0.44562843441963196, 0.5506672859191895, 0.5408335328102112, 0.45712947845458984, 0.5712366104125977, 0.4192318022251129, 0.4585384428501129, 0.577061653137207, 0.453578382730484, 0.41639626026153564, 0.6185669302940369, 0.570778489112854, 0.43566179275512695, 0.4738852381706238, 0.46757829189300537, 0.48649799823760986, 0.45017528533935547, 0.5624195337295532, 0.4351339340209961, 0.5852060914039612, 0.5535405874252319]",raw,32
54,beta,25,0.0159,4097,0.2596899797250029,0.7430180661713612,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4253352880477905, 0.42320379614830017, 0.4446198642253876, 0.3899260461330414, 0.4184420704841614, 0.4431009888648987, 0.41970592737197876, 0.4270930290222168, 0.4161330759525299, 0.4177764058113098, 0.5542111396789551, 0.41868749260902405, 0.39141103625297546, 0.4364573359489441, 0.4094063639640808, 0.505607545375824, 0.4316162168979645, 0.4198896288871765, 0.42345142364501953, 0.4159494936466217, 0.4323844313621521, 0.42566269636154175, 0.42995375394821167, 0.5180385112762451, 0.4008994996547699, 0.4225749671459198, 0.421038955450058, 0.404085636138916, 0.40648308396339417, 0.48274147510528564]",raw,32
54,beta,47,0.0155,4141,0.231666628132332,0.7234718129099724,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4923088550567627, 0.5188152194023132, 0.5478524565696716, 0.4959992468357086, 0.5065743923187256, 0.5101609826087952, 0.4848549962043762, 0.503197968006134, 0.5272534489631653, 0.6262438297271729, 0.5162749290466309, 0.5141949653625488, 0.5653530955314636, 0.560825526714325, 0.5074893236160278, 0.5478929877281189, 0.5894656777381897, 0.5334036946296692, 0.6231722831726074, 0.5175868272781372, 0.5374857187271118, 0.533342719078064, 0.5297582745552063, 0.5511549711227417, 0.46878498792648315, 0.5851849913597107, 0.6594917178153992, 0.5025816559791565, 0.5143316388130188, 0.5362647175788879]",raw,32
54,beta,30,0.005,4060,0.2404672687824478,0.7279785397638401,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.8385715484619141, 0.8580655455589294, 0.9195011854171753, 0.8487171530723572, 0.958378791809082, 0.8961874842643738, 1.0218251943588257, 0.8765185475349426, 0.8375595211982727, 0.95074862241745, 1.0184108018875122, 0.8812286853790283, 0.8950396776199341, 0.8902802467346191, 0.8975811004638672, 0.9384760856628418, 0.8361469507217407, 0.924767255783081, 1.0117735862731934, 0.869184136390686, 1.0353752374649048, 0.9219185709953308, 0.8947088122367859, 0.8555307388305664, 0.8428201675415039, 0.8527914881706238, 0.9067320227622986, 0.9039049744606018, 0.8814705014228821, 0.9001724720001221]",raw,32
54,beta,31,0.016,4106,0.2443075829877457,0.7155486923854933,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4841848313808441, 0.47387948632240295, 0.5619304776191711, 0.5202513933181763, 0.5087839961051941, 0.50469571352005, 0.6378021836280823, 0.5121834874153137, 0.44615888595581055, 0.5184664130210876, 0.6177113652229309, 0.4627804756164551, 0.49021968245506287, 0.4732581377029419, 0.6034327745437622, 0.46291035413742065, 0.5303202271461487, 0.5169095396995544, 0.5296189188957214, 0.46981826424598694, 0.4913541376590729, 0.5361703038215637, 0.5853078961372375, 0.49718379974365234, 0.4693089425563812, 0.5332645177841187, 0.46129003167152405, 0.49068132042884827, 0.4639987647533417, 0.6210883259773254]",raw,32
54,beta,42,0.0151,4166,0.2332379016472872,0.7380963416141391,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5635854005813599, 0.7386342287063599, 0.5713897347450256, 0.6598784327507019, 0.5635342597961426, 0.5966470241546631, 0.6394884586334229, 0.6438632011413574, 0.5773218870162964, 0.6666426658630371, 0.6337463855743408, 0.5520162582397461, 0.5499924421310425, 0.5730365514755249, 0.5854931473731995, 0.5955855846405029, 0.5725937485694885, 0.574799656867981, 0.5510347485542297, 0.620448648929596, 0.6359254717826843, 0.6202107071876526, 0.7383913993835449, 0.5799636244773865, 0.7004631161689758, 0.5405334830284119, 0.5852818489074707, 0.5427230000495911, 0.6925472021102905, 0.5820276141166687]",raw,32
54,beta,13,0.008,4176,0.2251905468902154,0.7779723654816736,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.7878501415252686, 0.7533695697784424, 0.8989383578300476, 0.8183621764183044, 0.8238575458526611, 0.8948180079460144, 0.8778058290481567, 0.7250264883041382, 0.9920386672019958, 0.8520343899726868, 0.7796970009803772, 0.758637011051178, 0.8093942403793335, 0.8270681500434875, 0.8081191778182983, 0.7476997971534729, 0.8148972392082214, 0.7977390289306641, 0.8509930372238159, 0.8072181344032288, 0.7893312573432922, 0.7685890793800354, 0.8670707941055298, 0.8171567916870117, 0.8008014559745789, 0.8613831400871277, 0.8566597104072571, 0.8515446782112122, 0.8877348303794861, 0.8172416090965271]",raw,32
54,beta,26,0.0159,4094,0.2527961083651711,0.7172834359788076,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.43241041898727417, 0.46007832884788513, 0.418795108795166, 0.4556441605091095, 0.4420389235019684, 0.4300823211669922, 0.4783659279346466, 0.4359058439731598, 0.4615904986858368, 0.44233012199401855, 0.44017717242240906, 0.44708022475242615, 0.4309294521808624, 0.4599374234676361, 0.5301109552383423, 0.6012985706329346, 0.4756760597229004, 0.46252501010894775, 0.4272639751434326, 0.6035656929016113, 0.4804272949695587, 0.4812462627887726, 0.48256710171699524, 0.4231484830379486, 0.5256259441375732, 0.45875734090805054, 0.4389117956161499, 0.4786871373653412, 0.4578763246536255, 0.4723086357116699]",raw,32
54,beta,48,0.0155,4213,0.2533791719995562,0.6779604593959794,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6570549011230469, 0.4792023301124573, 0.4910719394683838, 0.48657435178756714, 0.49283406138420105, 0.5069332718849182, 0.5683097243309021, 0.5186693668365479, 0.5062994956970215, 0.5205464959144592, 0.5327700972557068, 0.49259474873542786, 0.48928412795066833, 0.5515450239181519, 0.4821558892726898, 0.5061107873916626, 0.4954492151737213, 0.61548912525177, 0.4996141195297241, 0.5075330138206482, 0.4737078845500946, 0.6375646591186523, 0.6029356122016907, 0.5171733498573303, 0.5539727210998535, 0.5248611569404602, 0.48064523935317993, 0.5183430910110474, 0.4968688189983368, 0.49129173159599304]",raw,32
54,beta,35,0.006,4212,0.2554376635755104,0.704763806607646,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.9838492274284363, 0.78409743309021, 0.7902424335479736, 0.8160377740859985, 0.8054922819137573, 0.7816069722175598, 0.8888856172561646, 0.8475427627563477, 0.7896404266357422, 0.8715411424636841, 0.8263172507286072, 0.8803499341011047, 0.7952888607978821, 0.8307732343673706, 0.9474000334739685, 0.7762583494186401, 0.8389326930046082, 0.788023829460144, 0.7786260843276978, 0.7838190793991089, 0.7979038953781128, 0.9236516356468201, 0.8778595328330994, 0.7761022448539734, 0.7788593769073486, 0.8101297616958618, 0.771132230758667, 0.8007448315620422, 0.797959566116333, 0.8058407306671143]",raw,32
54,beta,37,0.018,4063,0.254904311285565,0.7178154572424695,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5395611524581909, 0.37814202904701233, 0.36653590202331543, 0.3635789752006531, 0.44403234124183655, 0.3687084913253784, 0.360530823469162, 0.4746510088443756, 0.43551191687583923, 0.3642300069332123, 0.39684122800827026, 0.4282723367214203, 0.4245986044406891, 0.4365997314453125, 0.38834547996520996, 0.4102678894996643, 0.4077668786048889, 0.4356871247291565, 0.4364141523838043, 0.38125133514404297, 0.5110359191894531, 0.41693174839019775, 0.573294460773468, 0.5393118262290955, 0.389766663312912, 0.3775154650211334, 0.4045352637767792, 0.4006217122077942, 0.3803407847881317, 0.3503419756889343]",raw,32
54,beta,45,0.002,4187,0.2712829858306693,0.6627876957234506,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.85688716173172, 1.0192968845367432, 0.8863446116447449, 0.8773464560508728, 0.8577958941459656, 0.8730891942977905, 0.9198169708251953, 0.8812893629074097, 0.8940308094024658, 0.9624488949775696, 1.0729972124099731, 0.8807345032691956, 0.8767579793930054, 1.0169233083724976, 0.8865640759468079, 0.9399994015693665, 0.8715702295303345, 1.0515930652618408, 0.8555666208267212, 0.9362968802452087, 0.8824266195297241, 1.0045579671859741, 1.0439616441726685, 0.8712106943130493, 1.0571919679641724, 0.9628832936286926, 0.8801088333129883, 0.8597536683082581, 0.9414575099945068, 0.8593629598617554]",raw,32
54,beta,16,0.03,4141,0.2401706642089088,0.7739666520708661,7,"[3, 5, 11, 12, 20, 25, 26]","[0.0, 0.0, 0.0, 0.049094900488853455, 0.0, 0.07486535608768463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12039060145616531, 0.17535711824893951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017640573903918266, 0.0, 0.0, 0.0, 0.0, 0.19089187681674957, 0.01875998266041279, 0.0, 0.0, 0.0]",raw,32
54,beta,47,0.01,4141,0.2313847039937498,0.7245460595113604,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6853102445602417, 0.7075521349906921, 0.7533636093139648, 0.6974154710769653, 0.6964231133460999, 0.7138242125511169, 0.6995893120765686, 0.6980834007263184, 0.7296823859214783, 0.8304374814033508, 0.7165146470069885, 0.7057124972343445, 0.7684441804885864, 0.765395998954773, 0.7033755779266357, 0.7498071193695068, 0.772700846195221, 0.7233412861824036, 0.8259047865867615, 0.7332367897033691, 0.7367556691169739, 0.7292982935905457, 0.724195659160614, 0.7544052600860596, 0.678008496761322, 0.7826834917068481, 0.8526145815849304, 0.6922836899757385, 0.7153680324554443, 0.7448803186416626]",raw,32
54,beta,23,0.004,4106,0.2563477579752402,0.7413461814218935,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.0199310779571533, 0.9630964398384094, 1.0009546279907227, 0.9618560671806335, 0.9459756016731262, 0.976352334022522, 0.9048216342926025, 0.8669765591621399, 1.0597317218780518, 0.9204278588294983, 0.9595091938972473, 0.9763079285621643, 0.9609580039978027, 0.9175882935523987, 1.0352883338928223, 0.8922581076622009, 0.974479079246521, 0.9146533012390137, 0.9108255505561829, 0.9253652095794678, 1.0671865940093994, 1.0132869482040405, 0.9085413217544556, 1.0658622980117798, 0.8794036507606506, 0.9431447386741638, 0.9273883104324341, 0.8837119340896606, 0.8785927891731262, 0.9010263681411743]",raw,32
