seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,16,1.0,1.0,raw,16,0.9847488038277512,0.1757626470682652,28,2,30,2
30,beta,1,16,1.0,1.0,raw,16,0.9343179267421692,0.3271318004420226,14,2,30,2
2,beta,1,16,1.0,1.0,raw,16,0.9362811401027962,0.2694008000137526,19,2,30,2
47,beta,1,16,1.0,1.0,raw,16,0.95546875,0.2393670591725485,27,2,30,2
23,beta,1,16,1.0,1.0,raw,16,0.987132525594064,0.1540405159773483,22,2,30,2
11,beta,1,16,1.0,1.0,raw,16,0.989408361328854,0.1442597971722087,19,2,30,2
24,beta,1,16,1.0,1.0,raw,16,0.989361201336911,0.1333279634365425,18,2,30,2
12,beta,1,16,1.0,1.0,raw,16,0.9908760391820854,0.116900031837554,10,2,30,2
40,beta,1,16,1.0,1.0,raw,16,0.957731718677224,0.2213272368187391,22,2,30,2
44,beta,1,16,1.0,1.0,raw,16,0.9885989010989013,0.150746667186942,23,2,30,2
19,beta,1,16,1.0,1.0,raw,16,0.9843734810926412,0.144932171489236,25,2,30,2
6,beta,1,16,1.0,1.0,raw,16,0.960160007399186,0.2174516618524133,8,2,30,2
35,beta,1,16,1.0,1.0,raw,16,0.8827833395130392,0.3521991792619176,7,2,30,2
27,beta,1,16,1.0,1.0,raw,16,0.9536210317460316,0.2270157899863188,11,2,30,2
43,beta,1,16,1.0,1.0,raw,16,0.9753686484455716,0.1675268948548734,27,2,30,2
39,beta,1,16,1.0,1.0,raw,16,0.923597678916828,0.3778040083064208,15,2,30,2
10,beta,1,16,1.0,1.0,raw,16,0.9723089013706864,0.1792297649074994,22,2,30,2
15,beta,1,16,1.0,1.0,raw,16,0.9776570491642806,0.1767028122367118,23,2,30,2
31,beta,1,16,1.0,1.0,raw,16,0.9038955034100103,0.3774533880584756,30,2,30,2
38,beta,1,16,1.0,1.0,raw,16,0.9872680516337232,0.1201491468448189,16,2,30,2
18,beta,1,16,1.0,1.0,raw,16,0.9360839093701996,0.2547081242735263,20,2,30,2
3,beta,1,16,1.0,1.0,raw,16,0.966366788719416,0.2031367830380148,28,2,30,2
7,beta,1,16,1.0,1.0,raw,16,0.9017692232915332,0.2841504793133872,8,2,30,2
46,beta,1,16,1.0,1.0,raw,16,0.981658692185008,0.1697456662979511,8,2,30,2
22,beta,1,16,1.0,1.0,raw,16,0.9737791342952276,0.1570163174072146,14,2,30,2
26,beta,1,16,1.0,1.0,raw,16,0.9602464392803598,0.2179954235614742,5,2,30,2
42,beta,1,16,1.0,1.0,raw,16,0.9888280951775036,0.1321591759157328,26,2,30,2
34,beta,1,16,1.0,1.0,raw,16,0.943261763362266,0.3366846492165823,30,2,30,2
14,beta,1,16,1.0,1.0,raw,16,0.956298828125,0.2200457987743784,12,2,30,2
5,beta,1,16,1.0,1.0,raw,16,0.9801291248206598,0.1802517283749616,30,2,30,2
20,beta,1,16,1.0,1.0,raw,16,0.9463271103896104,0.2380630713756671,24,2,30,2
48,beta,1,16,1.0,1.0,raw,16,0.8988480170595463,0.3940854906398336,7,2,30,2
36,beta,1,16,1.0,1.0,raw,16,0.9798769606461916,0.1720866233464612,30,2,30,2
32,beta,1,16,1.0,1.0,raw,16,0.990308015979954,0.1335224502318955,23,2,30,2
4,beta,1,16,1.0,1.0,raw,16,0.9726482998262596,0.1956889720375254,15,2,30,2
16,beta,1,16,1.0,1.0,raw,16,0.9865466511807977,0.1570168156418787,18,2,30,2
8,beta,1,16,1.0,1.0,raw,16,0.9576905095839175,0.2163285618643656,11,2,30,2
28,beta,1,16,1.0,1.0,raw,16,0.9761485963554491,0.1789470634383113,6,2,30,2
1,beta,1,16,1.0,1.0,raw,16,0.9774582560296846,0.1862072286522563,24,2,30,2
21,beta,1,16,1.0,1.0,raw,16,0.9308145125354722,0.3321136260226094,29,2,30,2
13,beta,1,16,1.0,1.0,raw,16,0.9666744186046512,0.2060224770052754,19,2,30,2
25,beta,1,16,1.0,1.0,raw,16,0.9879487696651876,0.1392009742169024,29,2,30,2
17,beta,1,16,1.0,1.0,raw,16,0.9693002463278898,0.2007249478614579,12,2,30,2
49,beta,1,16,1.0,1.0,raw,16,0.9872285191108638,0.1478016246178069,10,2,30,2
9,beta,1,16,1.0,1.0,raw,16,0.990024007645153,0.1436423663234322,15,2,30,2
45,beta,1,16,1.0,1.0,raw,16,0.961821166060087,0.2568066656453047,12,2,30,2
29,beta,1,16,1.0,1.0,raw,16,0.9540133973066316,0.2273291901058694,8,2,30,2
37,beta,1,16,1.0,1.0,raw,16,0.9940286716698808,0.1134785299081354,16,2,30,2
33,beta,1,16,1.0,1.0,raw,16,0.9822022928994084,0.1489481424522525,22,2,30,2
41,beta,1,16,1.0,1.0,raw,16,0.9809548906403469,0.182444026263771,13,2,30,2
