seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,16,1.0,1.0,raw,16,0.8848684210526315,0.3338567590340091
30,beta,1,16,1.0,1.0,raw,16,0.865268850117335,0.3419332068893189
2,beta,1,16,1.0,1.0,raw,16,0.9426628630450288,0.2537814934218176
47,beta,1,16,1.0,1.0,raw,16,0.8979166666666668,0.3280551699856732
23,beta,1,16,1.0,1.0,raw,16,0.8698694467925238,0.334135657062395
11,beta,1,16,1.0,1.0,raw,16,0.9366018103770064,0.2772417283797831
24,beta,1,16,1.0,1.0,raw,16,0.8635785905945488,0.3483530947317397
12,beta,1,16,1.0,1.0,raw,16,0.924379964337818,0.2713702805994761
40,beta,1,16,1.0,1.0,raw,16,0.8812296227293899,0.3218224802038432
44,beta,1,16,1.0,1.0,raw,16,0.8707989926739926,0.3363073331495891
19,beta,1,16,1.0,1.0,raw,16,0.8603091280256634,0.3233872632619922
6,beta,1,16,1.0,1.0,raw,16,0.8926655567887533,0.3178200981147103
35,beta,1,16,1.0,1.0,raw,16,0.8435422073909282,0.3410867125361406
27,beta,1,16,1.0,1.0,raw,16,0.8408639971139971,0.3557521193636228
43,beta,1,16,1.0,1.0,raw,16,0.927690898844745,0.2803993606800893
39,beta,1,16,1.0,1.0,raw,16,0.884498480243161,0.3130323762822956
10,beta,1,16,1.0,1.0,raw,16,0.9424566026396688,0.2653915838269736
15,beta,1,16,1.0,1.0,raw,16,0.8474047426767491,0.3478902929078716
31,beta,1,16,1.0,1.0,raw,16,0.9232111894578662,0.2805707464469978
38,beta,1,16,1.0,1.0,raw,16,0.9359620814844696,0.2535919885580078
18,beta,1,16,1.0,1.0,raw,16,0.8853206605222734,0.3239257476687018
3,beta,1,16,1.0,1.0,raw,16,0.8011227236353937,0.3718941739693013
7,beta,1,16,1.0,1.0,raw,16,0.9325362107514338,0.2550688024806424
46,beta,1,16,1.0,1.0,raw,16,0.9242424242424244,0.2918875005851021
22,beta,1,16,1.0,1.0,raw,16,0.9567610062893082,0.2334806624625839
26,beta,1,16,1.0,1.0,raw,16,0.9422320089955024,0.257705753075016
42,beta,1,16,1.0,1.0,raw,16,0.952678457819061,0.2484083920346994
34,beta,1,16,1.0,1.0,raw,16,0.9485267245317496,0.2619688632422877
14,beta,1,16,1.0,1.0,raw,16,0.951877170138889,0.2287350196441024
5,beta,1,16,1.0,1.0,raw,16,0.8320420851267337,0.3640220021983919
20,beta,1,16,1.0,1.0,raw,16,0.8265269886363636,0.3609607788109367
48,beta,1,16,1.0,1.0,raw,16,0.9284820248939571,0.2775450365576566
36,beta,1,16,1.0,1.0,raw,16,0.8571428571428571,0.3390633293001079
32,beta,1,16,1.0,1.0,raw,16,0.8847954045812354,0.3247872848574041
4,beta,1,16,1.0,1.0,raw,16,0.8473690742119633,0.3577674279289767
16,beta,1,16,1.0,1.0,raw,16,0.8967770034843205,0.3073225032830036
8,beta,1,16,1.0,1.0,raw,16,0.9424497428705002,0.2611457758719451
28,beta,1,16,1.0,1.0,raw,16,0.9401604165200872,0.2638131081303662
1,beta,1,16,1.0,1.0,raw,16,0.8271335807050093,0.3759603125293113
21,beta,1,16,1.0,1.0,raw,16,0.9247285349093552,0.2675902927722852
13,beta,1,16,1.0,1.0,raw,16,0.9401395348837208,0.270224591662871
25,beta,1,16,1.0,1.0,raw,16,0.8857402178297701,0.3239164551757215
17,beta,1,16,1.0,1.0,raw,16,0.8677812243408448,0.3399229615075105
49,beta,1,16,1.0,1.0,raw,16,0.9373710683077208,0.2610421901544394
9,beta,1,16,1.0,1.0,raw,16,0.9378714775190546,0.2750983073342296
45,beta,1,16,1.0,1.0,raw,16,0.8015771069720974,0.3790724281778274
29,beta,1,16,1.0,1.0,raw,16,0.8306677792457641,0.3540035484575239
37,beta,1,16,1.0,1.0,raw,16,0.9587467180928926,0.2370187504514707
33,beta,1,16,1.0,1.0,raw,16,0.8749653291420119,0.3209636280712246
41,beta,1,16,1.0,1.0,raw,16,0.898006851448147,0.32509245978637225
