seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
4,beta,1,8,1.0,1.0,raw,8,0.8673874043999622,0.332711756596464
38,beta,1,8,1.0,1.0,raw,8,0.9793975255513716,0.1582658431452467
47,beta,1,8,1.0,1.0,raw,8,0.919607843137255,0.3003603727785211
14,beta,1,8,1.0,1.0,raw,8,0.9512099921935988,0.2165063509461096
23,beta,1,8,1.0,1.0,raw,8,0.884026781444285,0.3143216089107148
46,beta,1,8,1.0,1.0,raw,8,0.9562908496732028,0.2392898148912781
43,beta,1,8,1.0,1.0,raw,8,0.9491181087819744,0.2359378524171332
11,beta,1,8,1.0,1.0,raw,8,0.9812681422351234,0.1865731118249659
39,beta,1,8,1.0,1.0,raw,8,0.8992286751361162,0.2989713911312874
6,beta,1,8,1.0,1.0,raw,8,0.8977808599167822,0.3135559124208036
3,beta,1,8,1.0,1.0,raw,8,0.8735159817351599,0.3093883569319384
27,beta,1,8,1.0,1.0,raw,8,0.8227016885553471,0.3585406652647519
34,beta,1,8,1.0,1.0,raw,8,0.9674397031539888,0.2137688362734159
29,beta,1,8,1.0,1.0,raw,8,0.9742973372781064,0.1765045226958969
7,beta,1,8,1.0,1.0,raw,8,0.953533834586466,0.2234992582161646
15,beta,1,8,1.0,1.0,raw,8,0.9646616541353384,0.2315811048593561
31,beta,1,8,1.0,1.0,raw,8,0.9681732580037664,0.2187156650300032
2,beta,1,8,1.0,1.0,raw,8,0.974837971788029,0.2040456211505214
19,beta,1,8,1.0,1.0,raw,8,0.955837173579109,0.2119052814826608
35,beta,1,8,1.0,1.0,raw,8,0.9565841905291446,0.2214462967421938
42,beta,1,8,1.0,1.0,raw,8,0.9692218350754936,0.2232840537982336
18,beta,1,8,1.0,1.0,raw,8,0.962112728630086,0.2369680332181549
30,beta,1,8,1.0,1.0,raw,8,0.9766938487868722,0.2042034022861833
22,beta,1,8,1.0,1.0,raw,8,0.9738253792082872,0.1993378395469741
26,beta,1,8,1.0,1.0,raw,8,0.9579652322599032,0.2297050787238876
10,beta,1,8,1.0,1.0,raw,8,0.9744294364229158,0.2096815423787115
25,beta,1,8,1.0,1.0,raw,8,0.884768740031898,0.3201937571682443
0,beta,1,8,1.0,1.0,raw,8,0.8830092797171896,0.3086104086713315
21,beta,1,8,1.0,1.0,raw,8,0.9652157738095236,0.2206851141678312
40,beta,1,8,1.0,1.0,raw,8,0.8879796578825706,0.2993181362382139
45,beta,1,8,1.0,1.0,raw,8,0.8916512059369203,0.3110543429267275
32,beta,1,8,1.0,1.0,raw,8,0.8646704583472733,0.3181980520022447
48,beta,1,8,1.0,1.0,raw,8,0.9735908921239268,0.2038098582441934
36,beta,1,8,1.0,1.0,raw,8,0.8736549165120593,0.3281284400214661
28,beta,1,8,1.0,1.0,raw,8,0.945708175366968,0.2556101334872646
24,beta,1,8,1.0,1.0,raw,8,0.9465666421207658,0.2282133630207929
12,beta,1,8,1.0,1.0,raw,8,0.9410699359152968,0.2552807649992371
44,beta,1,8,1.0,1.0,raw,8,0.8691662785281788,0.3236287620350819
33,beta,1,8,1.0,1.0,raw,8,0.962461087712873,0.2256446118033955
8,beta,1,8,1.0,1.0,raw,8,0.9886111111111112,0.1511971472283562
16,beta,1,8,1.0,1.0,raw,8,0.9785124750972392,0.1879082943069044
9,beta,1,8,1.0,1.0,raw,8,0.9707792207792209,0.2100251831412382
1,beta,1,8,1.0,1.0,raw,8,0.8473129992737836,0.3376741101485451
17,beta,1,8,1.0,1.0,raw,8,0.9711394302848576,0.1994583988501039
20,beta,1,8,1.0,1.0,raw,8,0.9063276004782488,0.3047137493661741
13,beta,1,8,1.0,1.0,raw,8,0.9584812623274162,0.2152815606099364
5,beta,1,8,1.0,1.0,raw,8,0.8991612657262676,0.3113633225669748
41,beta,1,8,1.0,1.0,raw,8,0.9213089802130898,0.2833521746700582
49,beta,1,8,1.0,1.0,raw,8,0.9838709677419356,0.1969112480187945
37,beta,1,8,1.0,1.0,raw,8,0.9816322753770704,0.19227884843127224
