seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
44,beta,1,4,1.0,1.0,raw,2,0.4546321435377076,0.4748379717880289,0.4395607201995681,0.5613090306545152
6,beta,1,4,1.0,1.0,raw,2,0.4611578269290969,0.4703898050974512,0.4499492676270831,0.5065202470830473
1,beta,1,4,1.0,1.0,raw,2,0.3807379700268714,0.9959349593495934,0.4424950497291096,0.503584229390681
3,beta,1,4,1.0,1.0,raw,2,0.1771828825078168,0.9881656804733728,0.4496041344835195,0.5302083333333334
26,beta,1,4,1.0,1.0,raw,2,0.1332230813075992,0.9946169772256728,0.4242671678988695,0.5389265433229529
10,beta,1,4,1.0,1.0,raw,2,0.1787977268452392,0.9788497217068646,0.4516946150548049,0.5048043925875085
44,beta,1,4,1.0,1.0,raw,3,0.454660707189055,0.5142966069386199,0.4395626694521502,0.5678541839270919
6,beta,1,4,1.0,1.0,raw,3,0.1706723488795249,0.9917541229385308,0.4432150652114391,0.4888469457789979
3,beta,1,4,1.0,1.0,raw,3,0.1640453897364086,0.9842209072978304,0.4500599158983245,0.5041666666666667
1,beta,1,4,1.0,1.0,raw,3,0.249449003515893,0.99150036954915,0.4438545889570043,0.5492016943629847
39,beta,1,4,1.0,1.0,raw,2,0.4477005555495171,0.4146296296296296,0.4446754583683998,0.6169842584921292
26,beta,1,4,1.0,1.0,raw,3,0.1298963496675403,0.995031055900621,0.4254393123231128,0.4488001465469866
30,beta,1,4,1.0,1.0,raw,2,0.4630316185598019,0.4696455505279034,0.4634968614533711,0.5974246841593782
18,beta,1,4,1.0,1.0,raw,2,0.4715351017398933,0.4240530303030303,0.4563351571289512,0.550226396109341
10,beta,1,4,1.0,1.0,raw,3,0.178973489727565,0.9769944341372914,0.4541384446127691,0.5693205216197668
8,beta,1,4,1.0,1.0,raw,2,0.4653137299500267,0.6179629629629629,0.4513084403102272,0.5115074798619103
23,beta,1,4,1.0,1.0,raw,2,0.2409485227386379,0.9883808095952024,0.4303265414582297,0.656172328086164
29,beta,1,4,1.0,1.0,raw,2,0.1972212033252932,0.9837217906030336,0.4521303605818368,0.5581127733026467
34,beta,1,4,1.0,1.0,raw,2,0.2747292388607744,0.9891304347826088,0.4399053831943503,0.6045552071298894
17,beta,1,4,1.0,1.0,raw,2,0.4205508467451095,0.9877232142857144,0.4631651374216951,0.6030521549555594
37,beta,1,4,1.0,1.0,raw,2,0.4343774088785903,0.9929707732149464,0.4580095205702175,0.5758024691358024
35,beta,1,4,1.0,1.0,raw,2,0.3327441024343621,0.982383808095952,0.4470924975222413,0.6108630952380952
27,beta,1,4,1.0,1.0,raw,2,0.1691298001197443,0.9796536796536796,0.4296954761111631,0.5610810810810811
