seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,16,1.0,raw,16,0.6692334529505582,0.4759855060574598
35,beta,1,16,1.0,raw,16,0.6608577431714251,0.4516319472293041
19,beta,1,16,1.0,raw,16,0.6215611937396714,0.4353795093518612
3,beta,1,16,1.0,raw,16,0.6510099662940421,0.4284403127109122
27,beta,1,16,1.0,raw,16,0.6061056998557,0.4764164090973524
7,beta,1,16,1.0,raw,16,0.5944881889763779,0.4529647379312941
38,beta,1,16,1.0,raw,16,0.5916196046793063,0.4683936672048907
43,beta,1,16,1.0,raw,16,0.6019066403681788,0.4831512435654691
46,beta,1,16,1.0,raw,16,0.583856658692185,0.4826038033000792
39,beta,1,16,1.0,raw,16,0.6076724693745971,0.4458371635373495
31,beta,1,16,1.0,raw,16,0.5744075829383887,0.481541219757252
23,beta,1,16,1.0,raw,16,0.5879120879120879,0.4466900682931939
47,beta,1,16,1.0,raw,16,0.5553503787878789,0.4611956148468883
15,beta,1,16,1.0,raw,16,0.6164500893228593,0.4990192420618877
26,beta,1,16,1.0,raw,16,0.5815685907046477,0.4523289857606019
11,beta,1,16,1.0,raw,16,0.6645903322135126,0.4993724013441168
34,beta,1,16,1.0,raw,16,0.5566011877569667,0.4506853295785657
42,beta,1,16,1.0,raw,16,0.5872502862959664,0.4730995085940472
30,beta,1,16,1.0,raw,16,0.5543566982960922,0.4600257908805756
14,beta,1,16,1.0,raw,16,0.5893283420138888,0.426038034683204
2,beta,1,16,1.0,raw,16,0.5538942035757323,0.4463921893144911
18,beta,1,16,1.0,raw,16,0.588877688172043,0.4598580182499968
22,beta,1,16,1.0,raw,16,0.5859692933777285,0.488607694221317
6,beta,1,16,1.0,raw,16,0.5726970033296339,0.4490574090890731
10,beta,1,16,1.0,raw,16,0.6589695582830594,0.5026497367268519
12,beta,1,16,1.0,raw,16,0.6145705485955122,0.4620852485865855
32,beta,1,16,1.0,raw,16,0.5741436777533508,0.4795786668907825
44,beta,1,16,1.0,raw,16,0.5978250915750917,0.4399090076502909
24,beta,1,16,1.0,raw,16,0.6042225674339783,0.4499001352443521
8,beta,1,16,1.0,raw,16,0.5834502103786816,0.4717645983355213
36,beta,1,16,1.0,raw,16,0.6088804358035127,0.494979673772653
28,beta,1,16,1.0,raw,16,0.6290485236520557,0.4794446684682231
16,beta,1,16,1.0,raw,16,0.5883662408052651,0.4371527247201195
40,beta,1,16,1.0,raw,16,0.6133209129017234,0.4399904145475473
4,beta,1,16,1.0,raw,16,0.5468354430379747,0.4581755633898304
20,beta,1,16,1.0,raw,16,0.6140422077922078,0.4319389313607999
48,beta,1,16,1.0,raw,16,0.5873954059754769,0.4766355364755629
1,beta,1,16,1.0,raw,16,0.5882189239332097,0.4502598846532423
21,beta,1,16,1.0,raw,16,0.6781350406904477,0.4857184790457302
9,beta,1,16,1.0,raw,16,0.5948301983544274,0.4496674991425108
33,beta,1,16,1.0,raw,16,0.5962694156804733,0.4396883017363894
25,beta,1,16,1.0,raw,16,0.5731393707139976,0.4522110996533716
13,beta,1,16,1.0,raw,16,0.588186046511628,0.5658520848627422
45,beta,1,16,1.0,raw,16,0.6169033516496587,0.4415857068420556
17,beta,1,16,1.0,raw,16,0.5615363561718821,0.462204436636033
5,beta,1,16,1.0,raw,16,0.6383309421329507,0.4371506454170678
49,beta,1,16,1.0,raw,16,0.5805345015413856,0.4530087354735662
29,beta,1,16,1.0,raw,16,0.6356998817884709,0.4318896649709741
41,beta,1,16,1.0,raw,16,0.6096111922957143,0.4645547369066235
37,beta,1,16,1.0,raw,16,0.5989219080368968,0.473504102069806
