seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
18,bernoulli,1,16,1.0,1.0,raw,16,0.7402388981432576,0.3704539354854398
15,bernoulli,1,16,1.0,1.0,raw,16,0.7701746804348815,0.3657025686943127
31,bernoulli,1,16,1.0,1.0,raw,16,0.6715837667967057,0.3761068935657116
23,bernoulli,1,16,1.0,1.0,raw,16,0.713879090309444,0.3933235606734635
26,bernoulli,1,16,1.0,1.0,raw,16,0.6989585294354947,0.4023580270845145
6,bernoulli,1,16,1.0,1.0,raw,16,0.7267002104709288,0.3978972044108111
46,bernoulli,1,16,1.0,1.0,raw,16,0.6885530303030303,0.3796235207235877
19,bernoulli,1,16,1.0,1.0,raw,16,0.7193828946439913,0.3712605553227859
27,bernoulli,1,16,1.0,1.0,raw,16,0.6636263067236874,0.3928121561915335
11,bernoulli,1,16,1.0,1.0,raw,16,0.6583340678065692,0.4080426023706203
42,bernoulli,1,16,1.0,1.0,raw,16,0.7616332962550982,0.3581877460735156
38,bernoulli,1,16,1.0,1.0,raw,16,0.6506189821182944,0.4056449015045056
7,bernoulli,1,16,1.0,1.0,raw,16,0.7504349699910612,0.3600459055970917
34,bernoulli,1,16,1.0,1.0,raw,16,0.6708548331613347,0.3837067416285085
3,bernoulli,1,16,1.0,1.0,raw,16,0.613422126518996,0.4163968126326166
10,bernoulli,1,16,1.0,1.0,raw,16,0.7997214795008912,0.3666895472728014
14,bernoulli,1,16,1.0,1.0,raw,16,0.7086677770616938,0.3674000672623786
43,bernoulli,1,16,1.0,1.0,raw,16,0.7065029459096409,0.3995081970164057
22,bernoulli,1,16,1.0,1.0,raw,16,0.7191453880119368,0.4025389558883592
39,bernoulli,1,16,1.0,1.0,raw,16,0.7365804827035805,0.3883329667893236
2,bernoulli,1,16,1.0,1.0,raw,16,0.7777316046099292,0.3669966343665607
35,bernoulli,1,16,1.0,1.0,raw,16,0.7315264742210094,0.3768101159034737
47,bernoulli,1,16,1.0,1.0,raw,16,0.7309535126913204,0.3575209600132993
30,bernoulli,1,16,1.0,1.0,raw,16,0.704532745500077,0.3681649124580913
41,bernoulli,1,16,1.0,1.0,raw,16,0.7036834300387154,0.3651868819910996
0,bernoulli,1,16,1.0,1.0,raw,16,0.7295920579182382,0.3849246669425695
1,bernoulli,1,16,1.0,1.0,raw,16,0.6476997664378229,0.4146675331868433
13,bernoulli,1,16,1.0,1.0,raw,16,0.7379995311508867,0.3880141170184994
29,bernoulli,1,16,1.0,1.0,raw,16,0.6693659929505198,0.4020490215004488
33,bernoulli,1,16,1.0,1.0,raw,16,0.6461971242508069,0.4129990650933054
20,bernoulli,1,16,1.0,1.0,raw,16,0.7612115230399111,0.371441888635966
37,bernoulli,1,16,1.0,1.0,raw,16,0.629709030800436,0.4081461926050542
17,bernoulli,1,16,1.0,1.0,raw,16,0.6959800093250961,0.3912136220625641
8,bernoulli,1,16,1.0,1.0,raw,16,0.6933152664859982,0.3813313811635409
16,bernoulli,1,16,1.0,1.0,raw,16,0.7746026119532656,0.3823800661263338
45,bernoulli,1,16,1.0,1.0,raw,16,0.6192017471589052,0.4201157588038853
5,bernoulli,1,16,1.0,1.0,raw,16,0.6219974111174853,0.4190069477829938
48,bernoulli,1,16,1.0,1.0,raw,16,0.6979249505280096,0.3786594727729975
28,bernoulli,1,16,1.0,1.0,raw,16,0.7042524394082468,0.4113327047848394
4,bernoulli,1,16,1.0,1.0,raw,16,0.6885885044590745,0.3940017092445012
49,bernoulli,1,16,1.0,1.0,raw,16,0.700436740512774,0.3814626757160883
21,bernoulli,1,16,1.0,1.0,raw,16,0.5575146176169193,0.4014934517539008
25,bernoulli,1,16,1.0,1.0,raw,16,0.8093397263010689,0.3659435873070965
9,bernoulli,1,16,1.0,1.0,raw,16,0.6816005067567568,0.3886613317238531
24,bernoulli,1,16,1.0,1.0,raw,16,0.7205912242945959,0.4141879161696202
40,bernoulli,1,16,1.0,1.0,raw,16,0.6862918235726962,0.3680598063293442
32,bernoulli,1,16,1.0,1.0,raw,16,0.6187120373166884,0.399798052443407
44,bernoulli,1,16,1.0,1.0,raw,16,0.6838450752332501,0.3691385460850541
36,bernoulli,1,16,1.0,1.0,raw,16,0.7548246195548092,0.3789474622199293
12,bernoulli,1,16,1.0,1.0,raw,16,0.6373569157392687,0.3952264609207119
