seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,16,1.0,raw,16,0.632600677830941,0.4467074980624635,5,2,30,2
35,beta,1,16,1.0,raw,16,0.6305524657026326,0.428255208256011,16,2,30,2
19,beta,1,16,1.0,raw,16,0.5897491980169145,0.430476435404052,29,2,30,2
3,beta,1,16,1.0,raw,16,0.5830645747957031,0.4380879028385073,20,2,30,2
27,beta,1,16,1.0,raw,16,0.5993641774891776,0.4418341663923052,18,2,30,2
7,beta,1,16,1.0,raw,16,0.5735394186837757,0.4418743824448647,18,2,30,2
38,beta,1,16,1.0,raw,16,0.5558693021379588,0.4469227705277931,16,2,30,2
43,beta,1,16,1.0,raw,16,0.5637738330046023,0.4550558584111318,26,2,30,2
46,beta,1,16,1.0,raw,16,0.5872208931419457,0.442650922156795,4,2,30,2
39,beta,1,16,1.0,raw,16,0.5924979276043106,0.4511019334622272,11,2,30,2
31,beta,1,16,1.0,raw,16,0.5627326320656572,0.4561111774623934,13,2,30,2
23,beta,1,16,1.0,raw,16,0.5863623555931248,0.4513425628006267,28,2,30,2
47,beta,1,16,1.0,raw,16,0.5199573863636364,0.4592747358296362,21,2,30,2
15,beta,1,16,1.0,raw,16,0.6064165626605976,0.4491365108676463,2,2,30,2
26,beta,1,16,1.0,raw,16,0.5500843328335833,0.4476203344826863,21,2,30,2
11,beta,1,16,1.0,raw,16,0.6289427025009332,0.4426217854740483,20,2,30,2
34,beta,1,16,1.0,raw,16,0.5667884878940155,0.4520531012128829,28,2,30,2
42,beta,1,16,1.0,raw,16,0.5576281969716249,0.4494258403270916,25,2,30,2
30,beta,1,16,1.0,raw,16,0.5458626670747883,0.4583931544307866,25,2,30,2
14,beta,1,16,1.0,raw,16,0.5472276475694444,0.4493200768343842,11,2,30,2
2,beta,1,16,1.0,raw,16,0.5664117256473945,0.4472208458752247,22,2,30,2
18,beta,1,16,1.0,raw,16,0.578581029185868,0.4521407915626475,25,2,30,2
22,beta,1,16,1.0,raw,16,0.5781307806141325,0.4445375592901935,16,2,30,2
6,beta,1,16,1.0,raw,16,0.564187939326674,0.4509373835763761,17,2,30,2
10,beta,1,16,1.0,raw,16,0.6342602223609088,0.4447068395584472,20,2,30,2
12,beta,1,16,1.0,raw,16,0.602829817289211,0.4359898559687336,21,2,30,2
32,beta,1,16,1.0,raw,16,0.5377160012292272,0.4525905943643785,17,2,30,2
44,beta,1,16,1.0,raw,16,0.5804487179487179,0.4419697565783254,26,2,30,2
24,beta,1,16,1.0,raw,16,0.57703714164666,0.4530948760444029,21,2,30,2
8,beta,1,16,1.0,raw,16,0.5820476858345021,0.4554877504602718,15,2,30,2
36,beta,1,16,1.0,raw,16,0.6016953132337748,0.4545286569688569,15,2,30,2
28,beta,1,16,1.0,raw,16,0.6316752269049462,0.4403089539687654,26,2,30,2
16,beta,1,16,1.0,raw,16,0.5652947154471546,0.4450964989400849,15,2,30,2
40,beta,1,16,1.0,raw,16,0.6285281788542152,0.4411925921229349,3,2,30,2
4,beta,1,16,1.0,raw,16,0.5305038471084635,0.4557032895688748,15,2,30,2
20,beta,1,16,1.0,raw,16,0.6098062094155844,0.4442127434280492,10,2,30,2
48,beta,1,16,1.0,raw,16,0.621491319565167,0.448706973916726,17,2,30,2
1,beta,1,16,1.0,raw,16,0.6178107606679035,0.4543399800181511,15,2,30,2
21,beta,1,16,1.0,raw,16,0.6419475128403576,0.4370407862026891,27,2,30,2
9,beta,1,16,1.0,raw,16,0.5845978136727035,0.457764680988471,26,2,30,2
33,beta,1,16,1.0,raw,16,0.5741725221893491,0.4488886408102233,11,2,30,2
25,beta,1,16,1.0,raw,16,0.5714249697458653,0.4538902201095404,5,2,30,2
13,beta,1,16,1.0,raw,16,0.5716279069767441,0.4517820781386966,7,2,30,2
45,beta,1,16,1.0,raw,16,0.6293441804039107,0.4453744343302493,11,2,30,2
17,beta,1,16,1.0,raw,16,0.5731913146610711,0.4521636136435029,28,2,30,2
5,beta,1,16,1.0,raw,16,0.6308225729316116,0.4364399499443392,12,2,30,2
49,beta,1,16,1.0,raw,16,0.5754120019470134,0.4588311446870113,28,2,30,2
29,beta,1,16,1.0,raw,16,0.6274018960202118,0.4392083397564231,30,2,30,2
41,beta,1,16,1.0,raw,16,0.5800253934791462,0.4498204720858578,30,2,30,2
37,beta,1,16,1.0,raw,16,0.5807058714189456,0.4542958653997222,6,2,30,2
