seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,64,1.0,1.0,raw,64,0.8414120271554276,0.3573213029290536
18,beta,1,64,1.0,1.0,raw,64,0.8744427615395358,0.3374775914417753
4,beta,1,64,1.0,1.0,raw,64,0.8484368035168076,0.354660918798395
39,beta,1,64,1.0,1.0,raw,64,0.8355800634909019,0.3518128669182508
11,beta,1,64,1.0,1.0,raw,64,0.8611588219184606,0.3413465530614285
20,beta,1,64,1.0,1.0,raw,64,0.8267945621851189,0.3528404532577458
49,beta,1,64,1.0,1.0,raw,64,0.8314943785887764,0.3594097245067246
40,beta,1,64,1.0,1.0,raw,64,0.8598854515435359,0.3387995715662714
3,beta,1,64,1.0,1.0,raw,64,0.844394362931953,0.350369495533014
30,beta,1,64,1.0,1.0,raw,64,0.8407914046458939,0.3618152942717604
35,beta,1,64,1.0,1.0,raw,64,0.8495524525599712,0.345183860758934
27,beta,1,64,1.0,1.0,raw,64,0.8466683274858656,0.3589955067698738
42,beta,1,64,1.0,1.0,raw,64,0.8301650370423822,0.3638496054774729
15,beta,1,64,1.0,1.0,raw,64,0.8264131660094481,0.3681449784004911
7,beta,1,64,1.0,1.0,raw,64,0.8431850971421736,0.3507789356860512
47,beta,1,64,1.0,1.0,raw,64,0.870615966892327,0.3296305200413301
2,beta,1,64,1.0,1.0,raw,64,0.8249177932042383,0.3675854535238804
23,beta,1,64,1.0,1.0,raw,64,0.8420965137266078,0.3484113508085988
31,beta,1,64,1.0,1.0,raw,64,0.8448616141915111,0.3526838327656919
19,beta,1,64,1.0,1.0,raw,64,0.8390155580650881,0.3494759949863797
43,beta,1,64,1.0,1.0,raw,64,0.8666131405396927,0.3327678587797744
34,beta,1,64,1.0,1.0,raw,64,0.84255949274606,0.3594333352550922
14,beta,1,64,1.0,1.0,raw,64,0.8197028197028197,0.366461990769037
46,beta,1,64,1.0,1.0,raw,64,0.8819028313982223,0.3220592068896726
10,beta,1,64,1.0,1.0,raw,64,0.828177320934791,0.3584600494395714
6,beta,1,64,1.0,1.0,raw,64,0.8454450460720052,0.3550946918982989
26,beta,1,64,1.0,1.0,raw,64,0.8542779246432353,0.3401277276427092
22,beta,1,64,1.0,1.0,raw,64,0.8512041350856454,0.3490844920785637
38,beta,1,64,1.0,1.0,raw,64,0.8544932557664521,0.3412831396562838
12,beta,1,64,1.0,1.0,raw,64,0.8350121148431903,0.3474132781769747
8,beta,1,64,1.0,1.0,raw,64,0.8548370628775632,0.3438296442533531
28,beta,1,64,1.0,1.0,raw,64,0.8571611359741002,0.3473208770737068
24,beta,1,64,1.0,1.0,raw,64,0.8306964196606786,0.3567221415722326
25,beta,1,64,1.0,1.0,raw,64,0.8286830641177263,0.3552850940505447
36,beta,1,64,1.0,1.0,raw,64,0.8386131326340474,0.3638083622835905
44,beta,1,64,1.0,1.0,raw,64,0.8225220045114777,0.3644692673946471
16,beta,1,64,1.0,1.0,raw,64,0.8485819849741029,0.3465964311374445
48,beta,1,64,1.0,1.0,raw,64,0.8328275830480139,0.358484387810652
32,beta,1,64,1.0,1.0,raw,64,0.868516452049052,0.334910219317591
13,beta,1,64,1.0,1.0,raw,64,0.8879427595274589,0.3177872179416121
37,beta,1,64,1.0,1.0,raw,64,0.8735660267597439,0.3360467777387744
1,beta,1,64,1.0,1.0,raw,64,0.8650604111677014,0.3422846011866097
9,beta,1,64,1.0,1.0,raw,64,0.8407437366588024,0.355117981103848
29,beta,1,64,1.0,1.0,raw,64,0.8473871600153232,0.3475159672801083
33,beta,1,64,1.0,1.0,raw,64,0.8860096695221183,0.3150248335707175
5,beta,1,64,1.0,1.0,raw,64,0.8550987247113104,0.3427326036785292
45,beta,1,64,1.0,1.0,raw,64,0.8430333979199488,0.3473888933650508
41,beta,1,64,1.0,1.0,raw,64,0.8579672943330522,0.3536994414038503
17,beta,1,64,1.0,1.0,raw,64,0.8539083367756901,0.350642335228595
21,beta,1,64,1.0,1.0,raw,64,0.8523762562224101,0.33561057439806696
