seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,64,1.0,1.0,raw,2,0.3192695408660632,0.89623621611118,0.3743888325117963,0.8440458830269257
0,beta,1,64,1.0,1.0,raw,3,0.3152948805968399,0.8978198237069882,0.3700726967997933,0.8451897036612676
0,beta,1,64,1.0,1.0,raw,4,0.2926217758354695,0.9163006008528528,0.3843748170185428,0.8468784177907402
0,beta,1,64,1.0,1.0,raw,5,0.3056458659742884,0.908162999888306,0.3807702962922332,0.8463100880162491
0,beta,1,64,1.0,1.0,raw,6,0.3190082186668604,0.897288894397089,0.3773792408113861,0.8453439925003905
4,beta,1,64,1.0,1.0,raw,2,0.3461735213681145,0.8778539479549333,0.3736926775131968,0.839808320066895
0,beta,1,64,1.0,1.0,raw,7,0.2835297378302946,0.9245697866031388,0.3787090929054323,0.8471218946929848
18,beta,1,64,1.0,1.0,raw,2,0.3218478066336621,0.9024370406858886,0.3784236784473485,0.8431647108068012
20,beta,1,64,1.0,1.0,raw,2,0.3494282578324298,0.8425212696562158,0.3883969278545058,0.8252445646846635
49,beta,1,64,1.0,1.0,raw,2,0.3504042938526189,0.8629440139902882,0.3799211340553233,0.8416583049851938
4,beta,1,64,1.0,1.0,raw,3,0.3335866958622766,0.8834427212222752,0.3773089296059222,0.8359438467846978
0,beta,1,64,1.0,1.0,raw,8,0.3130947889955557,0.90250791421284,0.3778606026367719,0.8447867298578199
18,beta,1,64,1.0,1.0,raw,3,0.3089853650835574,0.9137237570417296,0.3756271918894563,0.8496901024832814
39,beta,1,64,1.0,1.0,raw,2,0.3368598009725482,0.862851113530393,0.3688468773520287,0.8274219010286523
20,beta,1,64,1.0,1.0,raw,3,0.3446563778935042,0.853577674147479,0.3875594585701071,0.8284864762427546
49,beta,1,64,1.0,1.0,raw,3,0.3413902697980566,0.8721880149670348,0.3790250179128477,0.8454097910889165
4,beta,1,64,1.0,1.0,raw,4,0.340990849105065,0.8795385726801828,0.3743567512917343,0.8393760753855308
11,beta,1,64,1.0,1.0,raw,2,0.3398149522002149,0.8793029029338921,0.3786465649639269,0.8320909831113913
40,beta,1,64,1.0,1.0,raw,2,0.3202399194874449,0.8901609890281362,0.3662328077779382,0.8510741061130335
0,beta,1,64,1.0,1.0,raw,9,0.280473551270769,0.9258733940153404,0.3784336997423325,0.8516815530441124
18,beta,1,64,1.0,1.0,raw,4,0.3136317264235432,0.9098720020379008,0.3790055371008337,0.8445578012086036
39,beta,1,64,1.0,1.0,raw,3,0.31172924358708,0.8847176606560727,0.3924091601794346,0.8077152829835083
20,beta,1,64,1.0,1.0,raw,4,0.3456142009441458,0.8494712078944081,0.3849390094304456,0.8267201212857862
11,beta,1,64,1.0,1.0,raw,3,0.3383545639728338,0.8810859806629835,0.3732656067308428,0.8352782811966485
49,beta,1,64,1.0,1.0,raw,4,0.3547741527830315,0.8644625041855349,0.3810824401228265,0.84471294851995
4,beta,1,64,1.0,1.0,raw,5,0.3455606156061669,0.8777555757082034,0.3751801415731741,0.8396758164889767
40,beta,1,64,1.0,1.0,raw,3,0.3198531509009261,0.8893941623086834,0.3623431408981066,0.8482030512739855
0,beta,1,64,1.0,1.0,raw,10,0.2940367496254678,0.9170312024248322,0.3799907462348538,0.8473692776417894
18,beta,1,64,1.0,1.0,raw,5,0.3062744383889861,0.9139401305299923,0.3769618611484632,0.8480672172628638
39,beta,1,64,1.0,1.0,raw,4,0.3359073913743628,0.8691056687433862,0.3802503166360433,0.8237476313926371
3,beta,1,64,1.0,1.0,raw,2,0.325355536136276,0.885950872562613,0.3797374731701164,0.836258460518873
30,beta,1,64,1.0,1.0,raw,2,0.3375432980102483,0.8825299459974382,0.3659045959912232,0.8388770316967804
11,beta,1,64,1.0,1.0,raw,4,0.3340371519629594,0.8887928057725281,0.3808911432564026,0.8339742074435951
20,beta,1,64,1.0,1.0,raw,5,0.337485638507177,0.8567473039930049,0.3783003101171643,0.8274245721343294
49,beta,1,64,1.0,1.0,raw,5,0.3497532063849161,0.8635259678638638,0.3825357565653708,0.8412731738796098
25,beta,1,64,1.0,1.0,raw,2,0.329408971818862,0.8757990389077681,0.3759111223614623,0.8480334129654007
