seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,32,1.0,1.0,raw,2,0.3514877875731128,0.8685932630483215,0.3882532597053098,0.7868580097450967
0,beta,1,32,1.0,1.0,raw,3,0.2864210610272272,0.9145535674615516,0.3947685963005309,0.8011624391612353
0,beta,1,32,1.0,1.0,raw,4,0.3116569113522119,0.889443919034713,0.3935075641750882,0.8011569919299268
0,beta,1,32,1.0,1.0,raw,5,0.3005563960638494,0.9037823153431632,0.4045245317451563,0.7909870110769449
0,beta,1,32,1.0,1.0,raw,6,0.31150608552542,0.8952389415356493,0.3871937349016039,0.8020666795584473
0,beta,1,32,1.0,1.0,raw,7,0.3232884100281967,0.8793137373134706,0.3821831999729453,0.802385342589995
0,beta,1,32,1.0,1.0,raw,8,0.2469396358693063,0.937022767519946,0.4175573267097365,0.7754624018477008
0,beta,1,32,1.0,1.0,raw,9,0.2798107461727376,0.9247218325727234,0.3985411565245285,0.800631334108656
2,beta,1,32,1.0,1.0,raw,2,0.3423084680996447,0.8618955512572534,0.4038170256651125,0.7858037078875673
43,beta,1,32,1.0,1.0,raw,2,0.2896078481291785,0.9083654773384764,0.3371649098540669,0.8776838802388893
6,beta,1,32,1.0,1.0,raw,2,0.2961992050839588,0.911896696488028,0.3706265570429345,0.8376195186284208
0,beta,1,32,1.0,1.0,raw,10,0.2871549271758477,0.910339005642689,0.3978054793368379,0.8021320463341495
2,beta,1,32,1.0,1.0,raw,3,0.339135198666164,0.8743790488471339,0.3862852691856064,0.7914811615389727
43,beta,1,32,1.0,1.0,raw,3,0.2908307198531837,0.911577868852459,0.3554042506126917,0.8543091060104678
6,beta,1,32,1.0,1.0,raw,3,0.2934436763320612,0.9158053215206,0.3805265684276056,0.8330834775799539
0,beta,1,32,1.0,1.0,raw,11,0.2910244191524325,0.9087902811188902,0.3992305977812006,0.7931441146751135
2,beta,1,32,1.0,1.0,raw,4,0.3740641121124482,0.8573761935464064,0.4004702047023183,0.7924779055086716
43,beta,1,32,1.0,1.0,raw,4,0.2989127095507087,0.9025855834136934,0.351184599479324,0.8781848624276543
26,beta,1,32,1.0,1.0,raw,2,0.3295536953918139,0.8656165321740166,0.3671851665341517,0.8385606536769328
6,beta,1,32,1.0,1.0,raw,4,0.2658815267180548,0.9328932511074436,0.3786485523229448,0.8402417161226508
24,beta,1,32,1.0,1.0,raw,2,0.3304048760552515,0.867099254986782,0.3696203999315344,0.8140248580635262
43,beta,1,32,1.0,1.0,raw,5,0.2827708529794123,0.9118551108968176,0.3470380515849454,0.8770642443738381
2,beta,1,32,1.0,1.0,raw,5,0.3248938689804909,0.8909704952258144,0.4104623288282933,0.7960608678317496
0,beta,1,32,1.0,1.0,raw,12,0.2933770957907676,0.909596379539064,0.403607836339789,0.8047494409778869
26,beta,1,32,1.0,1.0,raw,3,0.3205223442842072,0.872500967751541,0.3689795248507208,0.840773622459669
6,beta,1,32,1.0,1.0,raw,5,0.2630022234360368,0.934259822229943,0.3681065643499884,0.8382531734256513
30,beta,1,32,1.0,1.0,raw,2,0.310968939950475,0.9089833387407676,0.386141818708048,0.835141424991049
24,beta,1,32,1.0,1.0,raw,3,0.3370270912645997,0.8635904830569574,0.3646774942419601,0.8230550866963326
33,beta,1,32,1.0,1.0,raw,2,0.3011577776072219,0.9001991527374867,0.3650332014124612,0.8515968084448386
43,beta,1,32,1.0,1.0,raw,6,0.2949291127308351,0.9089259884281582,0.3487992089942834,0.8781110334735205
2,beta,1,32,1.0,1.0,raw,6,0.3007655201551607,0.9044917257683216,0.4053559184881148,0.7749750814007575
0,beta,1,32,1.0,1.0,raw,13,0.2955872564436346,0.9090187814584668,0.3921493542118341,0.7880836367895108
7,beta,1,32,1.0,1.0,raw,2,0.3145694754350288,0.883495145631068,0.3733949884454315,0.8351226324517762
39,beta,1,32,1.0,1.0,raw,2,0.2895815545080059,0.904621301775148,0.4149232949757111,0.796321779327146
23,beta,1,32,1.0,1.0,raw,2,0.3580235903895243,0.856464303341753,0.3809919273354769,0.8449768704617432
26,beta,1,32,1.0,1.0,raw,4,0.3216217081410752,0.8789387487717,0.3732005297191474,0.8357767651372303
42,beta,1,32,1.0,1.0,raw,2,0.3066386083062789,0.8818170731707318,0.358728407632013,0.8528722002635046
3,beta,1,32,1.0,1.0,raw,2,0.3291983759169651,0.8698636712749617,0.4117866626588443,0.7590526105934694
6,beta,1,32,1.0,1.0,raw,6,0.2603073494666116,0.9363733750253336,0.3869043155464979,0.8316075255522586
30,beta,1,32,1.0,1.0,raw,3,0.3072667259935662,0.913595562086888,0.3840882006706689,0.8362411129865479
16,beta,1,32,1.0,1.0,raw,2,0.2588068254240709,0.922101911224166,0.4012571309249257,0.8151894389507597
37,beta,1,32,1.0,1.0,raw,2,0.2977012380008501,0.9083595113438044,0.4000921485974306,0.8093421542663246
10,beta,1,32,1.0,1.0,raw,2,0.3220976420617333,0.8916008905079944,0.3784065490968458,0.8242389987466016
12,beta,1,32,1.0,1.0,raw,2,0.2859438640115573,0.8978400093153237,0.3963948792423226,0.8303120170418947
11,beta,1,32,1.0,1.0,raw,2,0.3182091855999303,0.912189540363439,0.3629714095715725,0.8559934701492538
35,beta,1,32,1.0,1.0,raw,2,0.3285849957245496,0.8704610036365362,0.4086782801991598,0.792672302823366
27,beta,1,32,1.0,1.0,raw,2,0.3426621954837409,0.8675528127225255,0.3756677920233809,0.8171143800880998
47,beta,1,32,1.0,1.0,raw,2,0.3319286524513435,0.8794338543774775,0.3798017636015625,0.8369639368662594
32,beta,1,32,1.0,1.0,raw,2,0.3057784210877315,0.9004895781419483,0.3870044770141999,0.8278694026768011
38,beta,1,32,1.0,1.0,raw,2,0.2998576661061676,0.9025426006558084,0.3725765918868924,0.8559504369884257
34,beta,1,32,1.0,1.0,raw,2,0.3164788386591166,0.9049465756025707,0.3748723846095003,0.8448037164656658
29,beta,1,32,1.0,1.0,raw,2,0.3429150302499512,0.8597198741429511,0.4027390621293652,0.7672129870129871
24,beta,1,32,1.0,1.0,raw,4,0.348582662186344,0.8657414083153088,0.3964713897833684,0.8123113907217022
4,beta,1,32,1.0,1.0,raw,2,0.3353421013841068,0.8798487755051196,0.3862906504353549,0.8058062809300011
43,beta,1,32,1.0,1.0,raw,7,0.2949495492039333,0.9104809546769528,0.3482906896134282,0.8755362486981055
33,beta,1,32,1.0,1.0,raw,3,0.279080660700044,0.913587281852926,0.3766364313891912,0.8553259592190174
2,beta,1,32,1.0,1.0,raw,7,0.2806996285156806,0.9133523686715176,0.4251243703849278,0.7892936407734734
15,beta,1,32,1.0,1.0,raw,2,0.3379265540099742,0.8721117424242424,0.4049916954130994,0.8198115786596009
48,beta,1,32,1.0,1.0,raw,2,0.3118063619532892,0.8988769904735415,0.3634703154439588,0.8529557509130619
20,beta,1,32,1.0,1.0,raw,2,0.3278639867876649,0.8545313425519312,0.4003980310266845,0.8050105466284149
1,beta,1,32,1.0,1.0,raw,2,0.3418529682452647,0.8812256201054104,0.3935276713221054,0.7874342413667379
0,beta,1,32,1.0,1.0,raw,14,0.2793187086201044,0.9161530698385898,0.3966744817470127,0.8029355129521544
19,beta,1,32,1.0,1.0,raw,2,0.3216278238183664,0.8793557069764059,0.410658320173888,0.8178877197568787
18,beta,1,32,1.0,1.0,raw,2,0.3274286692594093,0.898530621840837,0.3730363694554161,0.8443554345712619
7,beta,1,32,1.0,1.0,raw,3,0.2861728705269891,0.9057119230651436,0.3797898558808706,0.8434462456457743
14,beta,1,32,1.0,1.0,raw,2,0.3242552518404581,0.8847963800904978,0.3872311597813063,0.8140407274424153
39,beta,1,32,1.0,1.0,raw,3,0.3383856548390493,0.8654437869822484,0.3929410936092058,0.8005494141451208
23,beta,1,32,1.0,1.0,raw,3,0.3587796005969996,0.8595883053160294,0.381329388248076,0.8459708883746139
28,beta,1,32,1.0,1.0,raw,2,0.2970930478276399,0.907628416828298,0.3751398660179505,0.8342846069375363
21,beta,1,32,1.0,1.0,raw,2,0.3396422676811501,0.8645207263721693,0.41416625756193,0.7798794891090765
5,beta,1,32,1.0,1.0,raw,2,0.3356680565748131,0.8559928336098886,0.4227476983551949,0.762732246529741
26,beta,1,32,1.0,1.0,raw,5,0.3318591513324722,0.8624125301491826,0.3797139672681461,0.8366436203645506
42,beta,1,32,1.0,1.0,raw,3,0.309902506310347,0.8885548780487805,0.3576224342848826,0.8532806324110671
36,beta,1,32,1.0,1.0,raw,2,0.3335384046040425,0.8572708200740164,0.4217516400859896,0.7353535299627217
3,beta,1,32,1.0,1.0,raw,3,0.3288071671158397,0.8843365975422427,0.4023352316537955,0.7550837320574163
40,beta,1,32,1.0,1.0,raw,2,0.2963523153482992,0.9063313044516051,0.3773630709864975,0.8273162187254255
6,beta,1,32,1.0,1.0,raw,7,0.2836199882286445,0.9207967804510842,0.3784257654186733,0.840167016979888
46,beta,1,32,1.0,1.0,raw,2,0.3278839383864819,0.8957978064585614,0.3746865273622896,0.8483549288617888
30,beta,1,32,1.0,1.0,raw,4,0.3033419265464334,0.914829729437436,0.3830212393765358,0.8372461766661552
41,beta,1,32,1.0,1.0,raw,2,0.3291090333356642,0.8955267893143645,0.398475794728331,0.8152209380657657
8,beta,1,32,1.0,1.0,raw,2,0.2873214016635526,0.915959778879146,0.3675921219563738,0.8558709840947974
31,beta,1,32,1.0,1.0,raw,2,0.3485135320495,0.8621825431221288,0.3682959444321447,0.8618823967557725
16,beta,1,32,1.0,1.0,raw,3,0.2389698085729041,0.9387512672044382,0.402416963304758,0.8136813119664675
45,beta,1,32,1.0,1.0,raw,2,0.3455612947722744,0.859086491739553,0.4112529080876547,0.7738891958821965
17,beta,1,32,1.0,1.0,raw,2,0.3053558550754121,0.9111566924066924,0.3796184571210734,0.8475563717987961
22,beta,1,32,1.0,1.0,raw,2,0.2791606197247908,0.9256918336441932,0.3526790583971052,0.8551214945316823
10,beta,1,32,1.0,1.0,raw,3,0.3188493854189568,0.8960071703241103,0.372401453078044,0.833622478484199
44,beta,1,32,1.0,1.0,raw,2,0.333705998013205,0.8585321637426901,0.3808163545226561,0.812934224049332
11,beta,1,32,1.0,1.0,raw,3,0.2775360300541363,0.9338944363509823,0.3606261161112579,0.8588282545605308
37,beta,1,32,1.0,1.0,raw,3,0.2844622802937361,0.9190750436300176,0.398952077047963,0.8097818215674915
49,beta,1,32,1.0,1.0,raw,2,0.3481226696196654,0.8613793302707232,0.3786454040266049,0.8223928527943505
35,beta,1,32,1.0,1.0,raw,3,0.3198384056147962,0.8730771740613524,0.4011800659294384,0.7865533194119744
25,beta,1,32,1.0,1.0,raw,2,0.2966651802458833,0.9011808071973008,0.3789463611883586,0.8231283566058001
12,beta,1,32,1.0,1.0,raw,3,0.2745957774109914,0.9049778761061946,0.38943515762925,0.8354940269829998
27,beta,1,32,1.0,1.0,raw,3,0.3466707792615103,0.8743369084616276,0.4037301703505432,0.8074976584574941
9,beta,1,32,1.0,1.0,raw,2,0.3215785128588928,0.8897870292101062,0.395828587938608,0.8219260400616333
47,beta,1,32,1.0,1.0,raw,3,0.3375193148843458,0.877679907998124,0.3809821102255091,0.8384820717955077
38,beta,1,32,1.0,1.0,raw,3,0.2872920331106599,0.908079342041606,0.3718079169858671,0.8550492446416282
34,beta,1,32,1.0,1.0,raw,3,0.318491001651046,0.9037210078424828,0.373760200476115,0.8469906267946509
2,beta,1,32,1.0,1.0,raw,8,0.2835970802216684,0.9201559669644775,0.41482089423313,0.7965074091301749
32,beta,1,32,1.0,1.0,raw,3,0.3068811967227964,0.9007827387059892,0.3952756789176234,0.8250707410773298
43,beta,1,32,1.0,1.0,raw,8,0.2831420174804384,0.9202326422372228,0.3471481381961566,0.8842546571567942
15,beta,1,32,1.0,1.0,raw,3,0.335873930483252,0.876846590909091,0.3989925445383546,0.8214019094484049
29,beta,1,32,1.0,1.0,raw,3,0.3023521594669558,0.8853726401803326,0.4129018892106867,0.7824883116883117
4,beta,1,32,1.0,1.0,raw,3,0.3317698291042745,0.8855726350930516,0.3833442031659894,0.8162589353336029
24,beta,1,32,1.0,1.0,raw,5,0.2922369145106246,0.9054764479692382,0.3819546527172676,0.821735461101734
33,beta,1,32,1.0,1.0,raw,4,0.258296454524992,0.9217433347147396,0.3781510722416877,0.8530503267839102
20,beta,1,32,1.0,1.0,raw,3,0.2996318331262739,0.8904797892113809,0.4052056129416549,0.8095833183644772
1,beta,1,32,1.0,1.0,raw,3,0.3020504640367275,0.9055891373611648,0.4204886581374558,0.7712511068284806
48,beta,1,32,1.0,1.0,raw,3,0.3033498598581634,0.8995723524094291,0.3699712339701776,0.844059788835607
