seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,novelty_bin,novelty_bin_order,num_items,num_pairs,mean_dmin,q50_dmin,q80_dmin,auc_knn,rmse_knn,brier_knn,logloss_knn,ece_knn,mean_ae_knn,p90ae_knn,p95ae_knn,auc_araf,rmse_araf,brier_araf,logloss_araf,ece_araf,mean_ae_araf,p90ae_araf,p95ae_araf
20,0.4,1,beta,8,0.3,pca,raw,outlier,2,7,14,0.3886508345603943,0.3161541521549225,0.3671938776969909,0.4,0.5135372551141122,0.2637205117156372,0.8538283355720804,0.4044249792184148,0.4711086228489876,0.7499600499868394,0.8109319925308227,0.4,0.5150901737247516,0.2653178709601813,0.9156678677379344,0.375266107065337,0.4872589388063976,0.6729559093713762,0.7609296038746833
48,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2095265537500381,0.263779878616333,0.3556642532348633,0.7583333333333333,0.4031952301476486,0.1625663937482203,0.5447507991047859,0.1613155806403272,0.3424782542861067,0.6432084023952486,0.7107482776045799,0.6583333333333333,0.4619936884504678,0.2134381676969976,0.6726400628501485,0.2191457764711231,0.3705901685170829,0.8052325099706652,0.844937389343977
48,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3140493631362915,0.263779878616333,0.3556642532348633,0.7678571428571429,0.4008752634531124,0.160700980376666,0.6025524716053314,0.3578075555463632,0.3426346348391639,0.6150004535913468,0.7146239552646875,0.6607142857142857,0.4300125972987324,0.1849108328347284,0.6475782214819166,0.2489474055667717,0.3556991914908091,0.6828365236520767,0.7200064484030007
48,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4362203180789947,0.263779878616333,0.3556642532348633,0.59375,0.4375564504716592,0.1914556415929156,1.9728408293073407,0.5100654891582032,0.3623250022840996,0.7652522692456842,0.7906938939355314,0.46875,0.4614308674849884,0.2129184181263757,1.0245272137755197,0.5290243842949469,0.393680199359854,0.7291664101183415,0.7681373614817857
4,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2441263347864151,0.318896472454071,0.3828636407852173,0.8154761904761905,0.4161873046810381,0.1732118864286117,0.9115975957185988,0.195816311519593,0.3350087269209325,0.6160474538803102,0.7117143556475639,0.5833333333333333,0.5081403407635089,0.2582066200236081,0.8524172436417264,0.2452722637972328,0.4075971985294018,0.8438145726919175,0.8871746361255646
4,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3543533980846405,0.318896472454071,0.3828636407852173,0.3580246913580247,0.4773260160108188,0.2278401068515464,0.8284163675513097,0.4304651435878541,0.4209192610449261,0.7080481588840485,0.7235868990421295,0.6172839506172839,0.5613307721865995,0.3150922285440493,1.1247110121324515,0.4182897956214017,0.4646859863359067,0.9321503724902868,0.967283309996128
4,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.416182279586792,0.318896472454071,0.3828636407852173,0.3125,0.5377328202107232,0.2891565866794985,0.7875151521595988,0.4341235384345054,0.5072026445219914,0.7327147632837295,0.750782510638237,0.46875,0.6272863767999055,0.393488231201152,1.1967956217998168,0.4882900261630614,0.4966233596205711,0.940420264005661,0.949056639522314
28,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2396278977394104,0.302449107170105,0.3709318041801452,0.6944444444444444,0.4464573448990231,0.1993241749634745,0.6527195971793911,0.2310100760735273,0.4045816340949386,0.6403919517993927,0.6625281617045402,0.6865079365079365,0.4575774849223993,0.2093771485284857,0.7222153454379587,0.2798645111033693,0.3967239985940978,0.7174866907298565,0.7849022725597024
28,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3393975794315338,0.302449107170105,0.3709318041801452,0.5076923076923077,0.4318058681500539,0.1864563146845088,0.6812527409164368,0.313868674967024,0.396059340900845,0.6437966704368592,0.6935258865356444,0.7230769230769231,0.3535924796344156,0.1250276332332784,0.5407749215091219,0.3053587815827793,0.3080481100413534,0.4844407916069032,0.6152312308549878
28,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.3946887552738189,0.302449107170105,0.3709318041801452,0.40625,0.5051070993466426,0.2551331868880237,0.8290884702814728,0.476430032402277,0.4532300221423308,0.6642884373664856,0.739855109900236,0.5,0.5012254895902879,0.2512269956949451,0.856256959234357,0.4880946731815735,0.4547613418350617,0.7674622118473053,0.8085537783801555
12,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2299708873033523,0.3268307447433471,0.4073434472084045,0.4772727272727272,0.517103186012874,0.2673956897562289,1.1691102007523222,0.3035524372600913,0.4161235094070434,0.7873868808150292,0.8446969829499721,0.4863636363636364,0.4857208259526867,0.2359247147369559,0.782255467651892,0.2434743186458945,0.3909673220477998,0.8538106545805932,0.8762034237384796
12,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3753814101219177,0.3268307447433471,0.4073434472084045,0.6363636363636364,0.4358745420107283,0.1899866156806531,0.6239728990859749,0.2298938170222176,0.3733525955014758,0.7211068063974381,0.7662581384181976,0.5064935064935066,0.492986197548259,0.2430354009546698,0.7544222138022998,0.374876859701342,0.4165320657193661,0.8049304142594338,0.8794604036957024
12,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4290158748626709,0.3268307447433471,0.4073434472084045,0.8518518518518519,0.3448864617318297,0.1189466706412266,0.4475283589241203,0.3379408450176318,0.3054602698733409,0.5181484460830689,0.5469230473041534,0.9629629629629628,0.2709799409468483,0.0734301304221962,0.3222214945001668,0.2590962729106347,0.2319516520947218,0.3828639030456543,0.4605901077389716
32,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2729249894618988,0.3423944115638733,0.3926587104797363,0.6509803921568628,0.4373251701897643,0.1912533065808343,0.6504942166171448,0.2098939979614019,0.3760763714089989,0.6391542881727219,0.6927127763628959,0.592156862745098,0.5259277264417329,0.2765999723758957,1.0867181029224326,0.3405536589561961,0.4011977490154095,0.9217808751389384,0.9476425554603338
32,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3630686104297638,0.3423944115638733,0.3926587104797363,0.9107142857142856,0.3250882771618137,0.105682385811267,0.4480497529735773,0.2613348695966932,0.3020963933732774,0.4411542296409607,0.4748139217495917,0.7857142857142857,0.3289032969942522,0.1081773793686663,0.5237728734706253,0.2259122947127454,0.2102871018254922,0.6513760589063168,0.6623834570869803
32,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4387203156948089,0.3423944115638733,0.3926587104797363,0.1851851851851851,0.5391816822930706,0.2907168873268344,0.862280128273635,0.498464860022068,0.473464859649539,0.8404731363058091,0.8842189736664294,0.4814814814814814,0.4803669674380694,0.2307524138615289,0.7381889364631711,0.3852324085310101,0.3932880818222959,0.8098083063960076,0.8960001565515994
24,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2442504316568374,0.3177595734596252,0.3824889957904815,0.5625,0.4872879759344445,0.2374495769037087,0.7745578364343647,0.2468632948584854,0.4398303728085011,0.72475962638855,0.8018967479467392,0.5833333333333333,0.4828858094591676,0.2331786996198434,0.7194900844903495,0.2577823419123888,0.4303863162640482,0.7112975463271142,0.7343426808714867
24,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3477506339550018,0.3177595734596252,0.3824889957904815,0.2987012987012987,0.5238860471648842,0.274456574780743,0.8579270328411226,0.4113500002357694,0.5005615092813969,0.7244535893201828,0.7517707914113998,0.4155844155844156,0.4868182581155615,0.2369919953446932,0.8538886387913116,0.310380780034595,0.4545436588426431,0.6355274647474289,0.7377341769635675
24,0.4,1,beta,8,0.3,pca,raw,outlier,2,7,14,0.4687651991844177,0.3177595734596252,0.3824889957904815,0.3333333333333333,0.5795932888581004,0.3359283589685362,0.8860261291193824,0.4571404659322329,0.5634485642824855,0.7711408689618111,0.7747628591954708,0.4888888888888889,0.5916489268271666,0.3500484536847022,0.9247216426386504,0.4926629013248852,0.5383211321064404,0.8223908156156541,0.8352557264268399
16,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2633928954601288,0.3578263521194458,0.4727786183357239,0.4901960784313726,0.4794441090271121,0.2298666593979564,0.7968818643963073,0.241964706685394,0.4479512656107545,0.7171644330024721,0.7699046492576599,0.5215686274509804,0.5107113480602534,0.260826096490308,0.9239022365891474,0.3575520027661696,0.4500391514739021,0.7778049647808075,0.8249930202960968
16,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.4029205739498138,0.3578263521194458,0.4727786183357239,0.6103896103896104,0.4458452350893592,0.1987779831476938,0.7000014575992052,0.1889666807320382,0.4078357273505794,0.6478743590414525,0.7334273133426903,0.7272727272727273,0.4666228189333105,0.2177368728565548,0.6828577780248897,0.3352280077007082,0.3654276823831929,0.7305622726678849,0.7576186940073967
16,0.4,1,beta,8,0.3,pca,raw,outlier,2,7,14,0.504833996295929,0.3578263521194458,0.4727786183357239,0.4081632653061224,0.515711488117054,0.2659583396328102,0.8818739692800285,0.4535958985132829,0.4646754302084446,0.6912199944257738,0.7838076945394277,0.4897959183673469,0.5225288988636215,0.2730364401812268,1.0037734879569389,0.389067149854132,0.3774638237165553,0.8866654485464096,0.914068958722055
40,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2340830713510513,0.2867453694343567,0.3871944546699524,0.615686274509804,0.4264050559938906,0.1818212597851147,0.6482134000591725,0.1530004999517798,0.3859336695168167,0.6055308192968368,0.6276603236794471,0.5215686274509803,0.4814988855109384,0.2318411857772057,0.7496063781502351,0.3224880364723503,0.4253492222633213,0.7231524467468262,0.7559302091598511
40,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3287020921707153,0.2867453694343567,0.3871944546699524,0.7272727272727273,0.4403424567813467,0.193901482007483,0.6433384702019745,0.2748713211880789,0.4173927940428257,0.5867555268108845,0.6308904569596051,0.7662337662337663,0.4290187660316535,0.1840570890242507,0.564597780106675,0.2068508739272753,0.3756728101935651,0.6644988119602203,0.6792148504406214
40,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4680198729038238,0.2867453694343567,0.3871944546699524,0.46875,0.4526138546795362,0.2048593051913721,0.9227265228050516,0.4550144498546918,0.3793325846393903,0.5356875985860825,0.7331745311617848,0.4375,0.4325668271204801,0.1871140668543742,0.7388435527185918,0.4347410450379053,0.3945019741853078,0.5814231097698211,0.668569456040859
10,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2684935927391052,0.341339111328125,0.4093393087387085,0.5748987854251012,0.4697075917305133,0.2206252181259604,0.6777804505864186,0.2902319709687829,0.4222848806530237,0.7131984800100326,0.7226101368665695,0.659919028340081,0.4655797725192195,0.2167645251747305,0.6625505509534902,0.1510796265210956,0.4016166480723768,0.8109763085842135,0.8589706588536501
10,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3786335289478302,0.341339111328125,0.4093393087387085,0.4125,0.5130816647889341,0.263252787771454,0.8040712053176395,0.3469891697168349,0.4970943033695221,0.6731469079852105,0.7028091561049221,0.5,0.4909438512477495,0.2410258997300736,0.7342984045520352,0.2253177712361017,0.4519976956976784,0.6793056637048722,0.7522276990115642
10,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.435572475194931,0.341339111328125,0.4093393087387085,0.2222222222222222,0.5238791353448876,0.2744493588735099,0.8148670525597909,0.511367538323005,0.4613675350944201,0.7767071262001991,0.7897454045712948,0.2962962962962963,0.563036503839866,0.3170100895009027,0.9939923277170928,0.4559668793032566,0.4549244958907366,0.8897283941507339,0.9063345365226269
19,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2698648869991302,0.3335305452346802,0.3989592790603637,0.5411255411255411,0.4106881099261578,0.1686647146878504,0.6849270993321412,0.2717708255081772,0.3347198031842708,0.7077008277177811,0.7559759430587292,0.6883116883116883,0.3655810419377056,0.133649492655496,0.6176271311900676,0.1612471349071711,0.2894448053557426,0.6675682842731478,0.7320563580840826
19,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3739816546440124,0.3335305452346802,0.3989592790603637,0.675,0.4364351187505417,0.1904756143830038,0.7408791878276685,0.313456525405248,0.3756334318055047,0.6110763907432556,0.6530162230134007,0.475,0.4835150992137462,0.2337868720847587,0.9751996948278604,0.4606604456073708,0.4016027603712346,0.7415197774767877,0.8365927342325448
19,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4466849863529205,0.3335305452346802,0.3989592790603637,0.5714285714285714,0.4072819221612211,0.1658785641882186,0.6918660498886403,0.4395833586653073,0.3603116100033124,0.6273534893989564,0.696032279729843,0.6285714285714286,0.4363739474558969,0.1904222180559668,0.7132516028348966,0.3070734689633051,0.3487401356299718,0.6076574862003327,0.7383694171905515
30,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.242707297205925,0.3176265358924866,0.4041527509689331,0.7725490196078432,0.4399176283157011,0.1935275147744384,0.6122228598993708,0.2063686416950076,0.401817952748388,0.6081993222236634,0.6814752086997031,0.9137254901960784,0.4467769768718609,0.199609673835418,0.6249039755452357,0.2899123752722516,0.3571469866437837,0.74007648229599,0.7465971887111664
30,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3667583763599396,0.3176265358924866,0.4041527509689331,0.6753246753246753,0.4024423274784333,0.1619598186835119,0.5949085164515331,0.1417068218191464,0.3775731863247024,0.5328303068876267,0.5490478292107581,0.6493506493506493,0.4587870234431543,0.2104855421382891,0.7581213343421815,0.3898910340439114,0.3691367298468119,0.7217549249529839,0.7493053555488587
30,0.4,1,beta,8,0.3,pca,raw,outlier,2,7,14,0.4411291480064392,0.3176265358924866,0.4041527509689331,0.375,0.4456449405494245,0.1985993982483236,0.707657170321381,0.4759257778714043,0.3902113453618118,0.6121669441461564,0.6420491263270378,0.625,0.497625629075857,0.2476312633114395,0.8758789108860485,0.4103102378015007,0.3707600547266858,0.8268320813775063,0.8795693749561906
14,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2451590448617935,0.3073444366455078,0.3637288808822632,0.6558704453441295,0.4580519274713216,0.2098115716763603,0.6509966769255068,0.242367822676897,0.4183006372768432,0.690582486987114,0.7306098408997058,0.6761133603238867,0.5283675252017053,0.27917224236782,0.8012270282369647,0.2921023350208998,0.4188788107130676,0.8351692527532578,0.9220441423356532
14,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3347964286804199,0.3073444366455078,0.3637288808822632,0.75,0.411549735077694,0.1693731781453057,0.6181959499831424,0.323142710659239,0.3886304344567988,0.5728368818759918,0.6074642241001129,0.7222222222222222,0.47080505027331,0.2216573955549605,0.6856662147174093,0.2835439644340011,0.3662664010706875,0.780760806798935,0.8314724713563918
14,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4060544967651367,0.3073444366455078,0.3637288808822632,0.7037037037037037,0.5146052362308305,0.2648185406096588,0.7935410757481353,0.4742284382603168,0.4408949402471383,0.7231878042221069,0.7320952475070953,0.8888888888888888,0.5129375357866652,0.2631048968431935,0.918993938167449,0.4449423492575685,0.418585203277568,0.7906854882836343,0.8775121396407484
6,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2647826075553894,0.3170355558395386,0.3792445063591003,0.4682539682539682,0.4883453632224832,0.2384811836511771,0.7383344559624412,0.267538310625717,0.4514978774823248,0.6692895621061326,0.6900790113955736,0.4722222222222221,0.5517760417256233,0.3044568017326292,0.9135141815432734,0.3249223574530333,0.490130253136158,0.8033165395259857,0.8309533014893532
6,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3436041474342346,0.3170355558395386,0.3792445063591003,0.8701298701298701,0.3868000831232109,0.149614313701638,0.5574254380435053,0.2799508911040094,0.3437531313134564,0.5149062633514404,0.569749258831143,0.8961038961038961,0.3439973244881822,0.118334160509409,0.4247347476749225,0.2090623705751366,0.274118061694834,0.5707577772438528,0.7213035773485899
6,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.426613450050354,0.3170355558395386,0.3792445063591003,0.7407407407407407,0.3699719589471869,0.1368792582287022,0.56867446173892,0.4055757249395052,0.2805757261812687,0.617241433262825,0.6553784638643264,0.7037037037037037,0.3752616327262974,0.1408212911856843,0.6894136256613305,0.4433666504919529,0.3183666517337163,0.4798393309116364,0.6489760816097256
3,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2355689704418182,0.3477076888084411,0.4071351885795593,0.69921875,0.4529640635431877,0.205176459325266,0.672571324875464,0.1665565988214015,0.3809504867531359,0.6366265833377839,0.7271895989775656,0.66015625,0.4892986227287837,0.2394131410673093,0.8056434769110379,0.3503426666138693,0.4202214550459757,0.7417975127696992,0.7756866745650768
3,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3781668841838836,0.3477076888084411,0.4071351885795593,0.7142857142857142,0.4541147865913019,0.2062202523584319,0.6323317091695999,0.3521769046783448,0.4231015965342521,0.5690955340862274,0.6069805711507794,0.6103896103896104,0.5030032502234317,0.2530122534869437,0.7078430480270942,0.3318307250738144,0.4603244140744209,0.769501343369484,0.7803139008581638
3,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4537483155727386,0.3477076888084411,0.4071351885795593,0.5428571428571429,0.3853519252150888,0.1484961072513304,0.6721252700105714,0.3597501963376998,0.3448007268210252,0.5692766100168228,0.5755535811185837,0.8857142857142858,0.3517452294928338,0.1237247123287233,0.5986352284756398,0.4328732565045356,0.3134100077052911,0.4992194443941116,0.5181905508041381
18,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2393104285001754,0.3295353651046753,0.3776842951774597,0.7294117647058823,0.3885814619096303,0.1509955369176728,0.6183515641697953,0.1918179108761251,0.3561098312493413,0.5678708910942079,0.6304479137063026,0.5411764705882353,0.4719563496174342,0.222742792618877,0.9497451577088982,0.2999624214717187,0.390288567461539,0.7713927129283548,0.7978791452944278
18,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3566162288188934,0.3295353651046753,0.3776842951774597,0.6071428571428572,0.4761088510289898,0.2266796321520482,0.7472149815398285,0.3643566461073027,0.4077679365873337,0.7478420317173005,0.823625087738037,0.8035714285714285,0.476196070018054,0.2267626819051389,0.7698504795044796,0.3322573084798124,0.3608003858890798,0.8596833229064942,0.8670890480279922
18,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4159642159938812,0.3295353651046753,0.3776842951774597,0.4571428571428572,0.5218732719621202,0.2723516756611261,0.7977015164033477,0.3990227282047271,0.4718462166686852,0.7284144103527069,0.7399485617876053,0.3714285714285714,0.5666184915605992,0.321056503341771,1.021832245351975,0.4907593677441278,0.5116585083305836,0.8914823614060879,0.9248198330402374
31,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2501765191555023,0.3228543400764465,0.4049117565155029,0.626984126984127,0.4018144181004447,0.1614548207849442,0.7000214862330928,0.2562534718308598,0.357241827994585,0.5976421773433686,0.6011908054351807,0.4880952380952381,0.4925459510163593,0.2426015050424876,0.894010238987882,0.254338838160038,0.4068405947182327,0.853125734627247,0.881672315299511
31,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3616444170475006,0.3228543400764465,0.4049117565155029,0.6666666666666667,0.4430144392398686,0.1962617928811191,0.6504472384636668,0.4029001229339175,0.3939034541447957,0.6650811910629273,0.7306165724992751,0.8395061728395061,0.4220335803626081,0.1781123448455849,0.5832274185651714,0.2056049783196714,0.3716904152598645,0.6044200569391251,0.7416330464184283
31,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4681759774684906,0.3228543400764465,0.4049117565155029,0.8571428571428572,0.3413568334365681,0.1165244786188402,0.5418603417903256,0.4033317466576894,0.2924144684026639,0.5806831121444703,0.6050273194909096,0.5428571428571429,0.5084914730148528,0.2585635905295759,0.8471625200185721,0.4389882562682032,0.4088202364121874,0.8170366853475571,0.8761954994872212
42,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2570090889930725,0.3266404271125793,0.4399478435516357,0.7380952380952381,0.417178271045115,0.1740377126318264,0.5858959757467095,0.1704514181323945,0.3640423314645886,0.6523263677954675,0.676193168759346,0.6865079365079365,0.4423265905632907,0.1956528245090288,0.7670063478917761,0.2957384750479832,0.3385619103210047,0.7807185225188735,0.8905844882130622
42,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.381535142660141,0.3266404271125793,0.4399478435516357,0.4999999999999999,0.4792799936568973,0.229709310610341,0.7290228474495373,0.2349847257137298,0.4366419298781289,0.6846127480268478,0.7014042511582373,0.475,0.6049859367659217,0.3660080046700434,1.0917811288476331,0.5149557056526344,0.5015521095030837,0.8918730728328228,0.9245909225195648
42,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.5161731243133545,0.3266404271125793,0.4399478435516357,0.3611111111111111,0.5115422242841452,0.2616754563388527,0.8287266720568844,0.5234474365909894,0.4826379443208377,0.6941493362188339,0.7099223881959915,0.4722222222222222,0.5111350887774113,0.2612590923301586,0.9819413772953596,0.461884731426835,0.461767893905441,0.7097615659236908,0.7797776963561772
22,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2476746439933776,0.3162925839424133,0.4140839576721191,0.803921568627451,0.3960346433641191,0.1568434489947774,0.5501022959080102,0.1907213911331594,0.3277342692017555,0.6341435939073563,0.7008921038359403,0.6705882352941177,0.451216674826335,0.2035964967389919,0.6578514667574893,0.1897725826129317,0.3691109595820308,0.7134953521192073,0.74310502409935
22,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3737112283706665,0.3162925839424133,0.4140839576721191,0.7625,0.4015907166360299,0.161275112489205,0.5497986753716521,0.2349660255842738,0.374954411553012,0.5570266246795654,0.5903749153017996,0.8875,0.379518996630228,0.1440346634099505,0.5080794598613576,0.3000166018803915,0.3492090106010437,0.5327442675828934,0.5985005795955657
22,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.5019664764404297,0.3162925839424133,0.4140839576721191,0.5,0.4895228964113858,0.2396326681696533,0.7731088211170992,0.4968437179923057,0.4468437135219574,0.6191615790128708,0.7467040568590162,0.6111111111111112,0.5009934866799717,0.2509944636191996,0.8241986003813114,0.4413964444150527,0.4039483138670524,0.8016776353120805,0.8739038214087486
34,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2278909236192703,0.2806295156478882,0.3993545770645141,0.7833333333333333,0.3525497350371743,0.1242913166364228,0.4759028348930987,0.2241572110571861,0.2801892932038754,0.4577769041061401,0.737023789063096,0.9166666666666669,0.285553498719673,0.0815407961773195,0.3620670976799508,0.19417819310911,0.2280729115009308,0.478133323788643,0.5430305987596511
34,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3535857200622558,0.2806295156478882,0.3993545770645141,0.9384615384615383,0.3892827050441458,0.1515410168506575,0.5688642882850476,0.2973578639401859,0.3242088134090106,0.6246962025761604,0.6781613916158675,0.8461538461538461,0.3693076063856114,0.1363881001643608,0.541640977520502,0.2836117936919133,0.2847679814116822,0.574998326599598,0.7471696339547632
34,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4233265817165375,0.2806295156478882,0.3993545770645141,0.8571428571428571,0.3921631664918908,0.1537919561866248,0.5815630066770429,0.3497921042144298,0.3642202168703079,0.5009862542152405,0.5347608909010887,0.5428571428571428,0.4469629621298355,0.1997758954214206,0.8269889413266429,0.4261043270428975,0.3818858924011389,0.6584828913211822,0.6946936383843422
38,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2350444197654724,0.3212417960166931,0.3866491317749023,0.7662337662337663,0.4050678513050859,0.164079974866723,0.5872001260216307,0.1829147196840495,0.3498272732831538,0.6070541262626649,0.7021275267004967,0.7012987012987013,0.4120048643537964,0.1697480144352487,0.6282511571560468,0.1732912660809233,0.316954166512005,0.7442292004823685,0.7974405325949192
38,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3561685681343078,0.3212417960166931,0.3866491317749023,0.8194444444444444,0.3858427665057137,0.1488746448196319,0.4917279560725179,0.1669097005700071,0.3318213349622156,0.5473684519529343,0.5872455134987828,0.9305555555555556,0.4335283969050266,0.1879468775991992,0.5362434254715588,0.3082380410697725,0.3723613537020153,0.7140582919120789,0.7447419539093971
38,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4159435927867889,0.3212417960166931,0.3866491317749023,0.3,0.4575956722970205,0.2093938129107438,0.7853166283041775,0.4810002533098061,0.4062240067869425,0.6491362810134887,0.6587900072336197,0.35,0.4160516571057765,0.173098987019503,0.7689638932613415,0.4100720562661686,0.3562291571870446,0.6930289771407843,0.7348444163799286
7,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2415783703327179,0.3073444366455078,0.3945432901382446,0.7342995169082126,0.4432119048627595,0.196436797621959,0.6003321101870533,0.2650268587448895,0.3801152002997696,0.6861527025699615,0.8107573345303535,0.7584541062801933,0.409343732120226,0.1675622870662861,0.5247858854495218,0.2325068846112117,0.3337366104824468,0.6569773733615876,0.7609319455921649
7,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3423381745815277,0.3073444366455078,0.3945432901382446,0.6375,0.448798356094044,0.2014199584079155,0.6364052016798065,0.1470848197738329,0.4018984958529472,0.6402833551168442,0.6606268763542175,0.775,0.4330156957917896,0.1875025861094245,0.6159575351987926,0.3056735154241323,0.3380179941240284,0.8001917526125908,0.8587147377431392
7,0.4,1,beta,8,0.3,pca,raw,outlier,2,6,12,0.4431272447109222,0.3073444366455078,0.3945432901382446,0.5625,0.4344276965718213,0.1887274349089892,0.6410463743602876,0.3528963103890419,0.3937601956228415,0.5973771065473557,0.6557047575712203,0.5,0.4686797884174298,0.2196607275395408,0.7098083960878941,0.3988035519917805,0.4107726849615574,0.6464398264884949,0.7195116162300109
43,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2358171045780182,0.2922562956809997,0.3819967806339264,0.4534412955465586,0.483592077446481,0.2338613008126232,0.7888727460842714,0.3343960461206734,0.4501604456454515,0.6603366076946259,0.6955376848578453,0.6194331983805668,0.4470521175736702,0.1998555882623524,0.7710698481125999,0.2771640061400831,0.4030209369957447,0.6564391255378723,0.7180577233433723
43,0.4,1,beta,8,0.3,pca,raw,moderate,1,9,18,0.3337969183921814,0.2922562956809997,0.3819967806339264,0.6666666666666666,0.4602373754364361,0.2118184433765443,0.6660367048382376,0.402453655997912,0.4312062296602461,0.6413919448852539,0.6679044365882871,0.691358024691358,0.4396767449978405,0.1933156498799422,0.6147995977544021,0.3001157666246096,0.4025035806828075,0.5777335226535797,0.6208973228931426
43,0.4,1,beta,8,0.3,pca,raw,outlier,2,7,14,0.4274060428142547,0.2922562956809997,0.3819967806339264,0.7333333333333334,0.4509820249680175,0.2033847867635054,0.6156500435547496,0.3111063348395483,0.4151658000690596,0.6128766775131226,0.6694217503070831,0.7333333333333334,0.4497160936533865,0.2022445723697117,0.5999672244036256,0.3868424945643969,0.3654139212199619,0.7492357432842255,0.7591676741838456
11,0.4,1,beta,8,0.3,pca,raw,inlier,0,16,32,0.2129587680101394,0.2750812172889709,0.3684834539890289,0.6,0.4758386430121209,0.226422412957853,0.7090526878935164,0.150252594561845,0.4295477808918804,0.6730508908629418,0.7675698354840278,0.603921568627451,0.4804841636108199,0.2308650400446107,0.7354961381033498,0.280058805597946,0.4182151360437274,0.7174114629626275,0.7466445244848728
