n_samples,model_type,seed,lambda_tau,observed_train_pairs,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,32,1000.0,94,0.4243496090592433,0.7142857142857143,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.5044918060302734, 1.537563681602478, 1.4214812517166138, 1.5680924654006958, 1.4021687507629395, 1.5361342430114746, 1.55226469039917, 1.5839580297470093, 1.5798720121383667, 1.3836771249771118, 1.3576087951660156, 1.5561681985855103, 1.520958662033081, 1.4699387550354004, 1.4758422374725342, 1.454636812210083, 1.6349846124649048, 1.4661707878112793, 1.444836974143982, 1.5671155452728271, 1.6082658767700195, 1.5463811159133911, 1.560591459274292, 1.5126590728759766, 1.4896420240402222, 1.5133373737335205, 1.4715330600738525, 1.6374439001083374, 1.451350212097168, 1.6236999034881592]",sae,Pre-4
1,beta,0,1000.0,94,0.4209367420441757,0.375,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.423436164855957, 1.7787188291549683, 1.4797643423080444, 1.665492296218872, 1.574766755104065, 1.671392798423767, 1.5840975046157837, 1.6973015069961548, 1.6189240217208862, 1.4655731916427612, 1.6237688064575195, 1.610060453414917, 1.590455412864685, 1.5428528785705566, 1.571300983428955, 1.670767068862915, 1.6057523488998413, 1.7367223501205444, 1.543595552444458, 1.5254148244857788, 1.7228894233703613, 1.508670687675476, 1.6073827743530273, 1.6894395351409912, 1.5643824338912964, 1.6321121454238892, 1.6397466659545898, 1.5711842775344849, 1.5350196361541748, 1.4954383373260498]",sae,Pre-4
1,beta,44,1000.0,94,0.4325482935761448,0.25,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.3964799642562866, 1.444254755973816, 1.5209040641784668, 1.5197714567184448, 1.4404432773590088, 1.4989902973175049, 1.5279130935668945, 1.4061189889907837, 1.4604040384292603, 1.5266425609588623, 1.4859439134597778, 1.4826562404632568, 1.460460901260376, 1.4115164279937744, 1.4123624563217163, 1.4594779014587402, 1.3956667184829712, 1.3972681760787964, 1.4210444688796997, 1.5936120748519897, 1.4963682889938354, 1.5200281143188477, 1.4245530366897583, 1.4278128147125244, 1.4269201755523682, 1.5489404201507568, 1.394753336906433, 1.454481601715088, 1.5275614261627197, 1.4608697891235352]",sae,Pre-4
1,beta,8,1000.0,94,0.4385722338458044,0.3333333333333333,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.6119201183319092, 1.594397783279419, 1.670094609260559, 1.5589258670806885, 1.6252973079681396, 1.587451696395874, 1.6719166040420532, 1.612213134765625, 1.5757845640182495, 1.6850581169128418, 1.6511653661727905, 1.5514700412750244, 1.6278469562530518, 1.5851045846939087, 1.6504102945327759, 1.5557841062545776, 1.6446235179901123, 1.631669044494629, 1.6508692502975464, 1.6335006952285767, 1.66752290725708, 1.5437432527542114, 1.6077868938446045, 1.579777479171753, 1.7001726627349854, 1.6476207971572876, 1.5864875316619873, 1.6114178895950317, 1.6825319528579712, 1.4886468648910522]",sae,Pre-4
1,beta,36,1000.0,94,0.4562853897426321,0.625,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.6596250534057617, 1.5340086221694946, 1.6242210865020752, 1.649292230606079, 1.5886359214782715, 1.5633080005645752, 1.464009404182434, 1.6173374652862549, 1.61996328830719, 1.5807430744171143, 1.569197654724121, 1.6613303422927856, 1.6556663513183594, 1.611627459526062, 1.6021939516067505, 1.7182295322418213, 1.562273621559143, 1.6488127708435059, 1.515737771987915, 1.6457750797271729, 1.5957095623016357, 1.6095248460769653, 1.4676600694656372, 1.4539382457733154, 1.5278362035751343, 1.670369029045105, 1.5355764627456665, 1.6299749612808228, 1.6206053495407104, 1.7032853364944458]",sae,Pre-4
1,beta,4,1000.0,94,0.4290574917150206,0.25,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.5483049154281616, 1.499988317489624, 1.4653435945510864, 1.5087882280349731, 1.5522340536117554, 1.4879308938980103, 1.4481925964355469, 1.4413477182388306, 1.4123986959457397, 1.4435694217681885, 1.5156561136245728, 1.551467776298523, 1.4994968175888062, 1.5065970420837402, 1.5538510084152222, 1.4534803628921509, 1.4903826713562012, 1.561153531074524, 1.5033040046691895, 1.4397865533828735, 1.4308273792266846, 1.4300353527069092, 1.4827868938446045, 1.471375584602356, 1.5032297372817993, 1.470213532447815, 1.5346451997756958, 1.3503015041351318, 1.4745569229125977, 1.5388911962509155]",sae,Pre-4
1,beta,24,1000.0,97,0.3982204893448841,0.8333333333333334,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.4533352851867676, 1.734154224395752, 1.6478164196014404, 1.7246016263961792, 1.712194561958313, 1.5854994058609009, 1.7647075653076172, 1.6456363201141357, 1.600407361984253, 1.689629316329956, 1.6933358907699585, 1.7164415121078491, 1.6081019639968872, 1.5428491830825806, 1.8280733823776245, 1.7813432216644287, 1.7662339210510254, 1.6142860651016235, 1.6814507246017456, 1.5607253313064575, 1.6745936870574951, 1.6941015720367432, 1.475307583808899, 1.7301009893417358, 1.730926513671875, 1.724420428276062, 1.67801034450531, 1.7523391246795654, 1.7123346328735352, 1.7766692638397217]",sae,Pre-4
1,beta,48,1000.0,94,0.5140056903371989,0.6190476190476191,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-4
1,beta,16,1000.0,97,0.4085697188887042,0.7916666666666667,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.4921607971191406, 1.4425851106643677, 1.4610072374343872, 1.3810330629348755, 1.4655629396438599, 1.4874932765960693, 1.4877642393112183, 1.4706448316574097, 1.4287227392196655, 1.4526432752609253, 1.320202350616455, 1.441794991493225, 1.4276320934295654, 1.531509518623352, 1.4859336614608765, 1.4818427562713623, 1.4381376504898071, 1.5498260259628296, 1.381453514099121, 1.4942559003829956, 1.382260799407959, 1.4731180667877197, 1.4915027618408203, 1.4730967283248901, 1.5654469728469849, 1.2966638803482056, 1.4853074550628662, 1.429194450378418, 1.3991068601608276, 1.4336398839950562]",sae,Pre-4
1,beta,20,1000.0,97,0.4855038655291201,0.5,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.6136484146118164, 1.5248496532440186, 1.6246013641357422, 1.5779343843460083, 1.6421473026275635, 1.6911089420318604, 1.5793462991714478, 1.5880613327026367, 1.572529911994934, 1.619012713432312, 1.664711833000183, 1.6606700420379639, 1.5772939920425415, 1.5112725496292114, 1.6818467378616333, 1.6279131174087524, 1.5072227716445923, 1.598247766494751, 1.555878758430481, 1.6795592308044434, 1.5578700304031372, 1.578079104423523, 1.6185579299926758, 1.6977529525756836, 1.5955618619918823, 1.656738042831421, 1.7042113542556763, 1.489502191543579, 1.643716812133789, 1.5860244035720825]",sae,Pre-4
1,beta,28,1000.0,94,0.4434529848466481,0.52,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.6247161626815796, 1.6205580234527588, 1.5917797088623047, 1.4671553373336792, 1.4971643686294556, 1.6262129545211792, 1.6964778900146484, 1.6092643737792969, 1.529428243637085, 1.6377911567687988, 1.4405709505081177, 1.5440454483032227, 1.679065227508545, 1.5104345083236694, 1.5674469470977783, 1.4635329246520996, 1.6331110000610352, 1.5914057493209839, 1.5006160736083984, 1.5633800029754639, 1.6389119625091553, 1.6307010650634766, 1.458427906036377, 1.5909652709960938, 1.6478625535964966, 1.510979175567627, 1.698150873184204, 1.6479239463806152, 1.5473294258117676, 1.4914493560791016]",sae,Pre-4
