n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,bernoulli,0.4517229191242315,0.448253107872873,0.41974151641492713,0.5,0.5995019570453632,0.6813591429144921,0,[],sae,Pre-8
