n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type
54,beta,18,0.004,0.2549265389186778,0.5870811287477955,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.3245790004730225, 1.3294260501861572, 1.326325535774231, 0.8272627592086792, 1.235272765159607, 1.3265538215637207, 0.8890957236289978, 1.3234994411468506, 1.3204036951065063, 1.3245630264282227, 1.141686201095581, 1.1086221933364868, 1.3109426498413086, 1.3173744678497314, 1.3276176452636719, 1.3078135251998901, 1.3273866176605225, 0.962348222732544, 1.2737464904785156, 1.3322092294692993, 1.3219001293182373, 0.9279829263687134, 1.339655876159668, 0.893164873123169, 1.3011897802352905, 0.8648090362548828, 1.334200382232666, 1.331957459449768, 0.8799744844436646, 1.3114111423492432]",ones
54,beta,8,0.015,0.2680875842791302,0.5516200927036593,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.1173170804977417, 1.1309895515441895, 1.1123294830322266, 1.1122649908065796, 1.115483283996582, 1.1065605878829956, 1.0990360975265503, 1.1179147958755493, 0.8660951256752014, 1.099741816520691, 0.6760948300361633, 1.125144124031067, 1.1347639560699463, 0.6361826062202454, 0.687531054019928, 1.122631311416626, 1.1296849250793457, 1.1220017671585083, 1.1235363483428955, 0.9191901683807373, 0.7031160593032837, 1.1245381832122803, 1.1258199214935303, 1.0889678001403809, 1.1400786638259888, 1.1180553436279297, 1.1178991794586182, 0.6606199741363525, 1.11287522315979, 0.6612033247947693]",ones
54,beta,36,0.005,0.2640044058148533,0.574973114715458,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.9664502143859863, 1.2091923952102661, 1.1954014301300049, 1.1922191381454468, 1.1944478750228882, 0.7852915525436401, 1.1987895965576172, 1.1834678649902344, 1.1872886419296265, 0.8498361110687256, 1.2195744514465332, 0.8918671011924744, 1.1893675327301025, 0.9247610569000244, 0.974833607673645, 1.0253231525421143, 1.190051794052124, 0.8076431155204773, 1.186693787574768, 1.2048476934432983, 0.9961974620819092, 0.989690363407135, 1.2082332372665405, 0.9279856085777283, 0.9960348010063171, 1.2063465118408203, 1.2103004455566406, 0.8765621781349182, 0.9394261837005615, 1.1787819862365723]",ones
54,beta,40,0.012,0.2788746449918381,0.4980985449735449,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.3683439493179321, 1.342964768409729, 1.3611314296722412, 1.382225513458252, 1.3646186590194702, 1.2512316703796387, 1.0622329711914062, 1.3660868406295776, 0.7593979239463806, 1.3562557697296143, 0.7317699193954468, 0.7469910383224487, 0.8919806480407715, 1.3684639930725098, 0.9106501936912537, 0.7621451020240784, 1.0059574842453003, 1.3671849966049194, 1.3370354175567627, 1.123029351234436, 0.7278783917427063, 1.384280800819397, 1.3453751802444458, 0.8979742527008057, 1.101026177406311, 1.0140376091003418, 1.1962271928787231, 1.2308030128479004, 1.3638591766357422, 1.3593806028366089]",ones
54,beta,38,0.03,0.281795079474338,0.559338850429567,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.016012191772461, 0.7457647323608398, 1.0319708585739136, 1.0244582891464233, 0.5892597436904907, 0.792132556438446, 0.6147476434707642, 0.9574764370918274, 1.0326820611953735, 1.0327260494232178, 1.031944990158081, 0.7760281562805176, 1.0346909761428833, 1.03168785572052, 0.6098726987838745, 1.0309698581695557, 1.057970404624939, 1.0190893411636353, 1.012763500213623, 0.7607223391532898, 0.8613460063934326, 0.7397047281265259, 0.8315849900245667, 0.7507175803184509, 1.0373042821884155, 0.8143411874771118, 0.6332288980484009, 0.6161648035049438, 1.0314257144927979, 0.7470434904098511]",ones
54,beta,1,0.004,0.2880868814743869,0.5416271498336754,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.1120084524154663, 0.9026772975921631, 0.9353314638137817, 1.070308804512024, 0.7757189273834229, 1.1084754467010498, 1.0975333452224731, 1.0992423295974731, 1.1202163696289062, 1.1129792928695679, 0.9030756950378418, 1.1068201065063477, 1.103000283241272, 1.0890697240829468, 1.1007835865020752, 1.103776454925537, 1.1073119640350342, 0.7915677428245544, 1.0682473182678223, 0.7527429461479187, 1.1108057498931885, 1.10757577419281, 1.1104543209075928, 1.106829047203064, 1.0152299404144287, 1.1004561185836792, 1.1152766942977905, 1.1059796810150146, 1.1023738384246826, 0.7985569834709167]",ones
54,beta,34,0.002,0.2551507674058605,0.5699391382529913,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.5689713954925537, 1.5813827514648438, 1.4467874765396118, 1.5999059677124023, 1.5814964771270752, 1.521643042564392, 1.1459009647369385, 1.5839786529541016, 1.5722618103027344, 1.3686035871505737, 1.3520047664642334, 1.4771569967269897, 0.8183982372283936, 1.6018671989440918, 1.5699937343597412, 1.5822570323944092, 1.1166044473648071, 1.5325874090194702, 1.6121622323989868, 1.1825052499771118, 1.3913942575454712, 1.1051565408706665, 1.5721023082733154, 1.3413842916488647, 1.5840615034103394, 1.5481334924697876, 1.576197862625122, 1.6101540327072144, 1.5611696243286133, 1.6000473499298096]",ones
54,beta,44,0.0155,0.242367247051717,0.5550046104612268,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.7517224550247192, 0.7678660154342651, 0.6981574892997742, 0.5913277268409729, 0.6559019684791565, 0.6467361450195312, 0.7363542914390564, 0.779312014579773, 0.774980366230011, 0.7780951857566833, 0.6702427268028259, 0.772976279258728, 0.7723695039749146, 0.7767637968063354, 0.7748932242393494, 0.772121012210846, 0.7646450400352478, 0.7613111734390259, 0.6153854131698608, 0.5705825686454773, 0.7729544043540955, 0.7784509062767029, 0.7759557962417603, 0.7690266370773315, 0.7698381543159485, 0.5686753392219543, 0.7495896220207214, 0.7674266695976257, 0.7700010538101196, 0.7812436819076538]",ones
54,beta,48,0.02,0.2510679353263806,0.557456862273677,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6790521740913391, 0.6693555116653442, 0.6301268935203552, 0.5537422895431519, 0.5713211297988892, 0.6820904016494751, 0.685100257396698, 0.6747239232063293, 0.6798654198646545, 0.5744240880012512, 0.5765833258628845, 0.6774777173995972, 0.6833329796791077, 0.5420515537261963, 0.6810737252235413, 0.5572077035903931, 0.682598352432251, 0.6850808262825012, 0.6798664331436157, 0.6803500652313232, 0.6753137707710266, 0.684373140335083, 0.674103319644928, 0.6795402765274048, 0.6762045621871948, 0.6761611700057983, 0.668136715888977, 0.6697941422462463, 0.6696820855140686, 0.6714873313903809]",ones
54,beta,0,0.002,0.288432840224925,0.5714476669412292,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6322571635246277, 0.5962214469909668, 0.6574996709823608, 0.5807816386222839, 0.654079020023346, 0.6515299677848816, 0.5607704520225525, 0.6672995090484619, 0.5586785674095154, 0.6599812507629395, 0.6596217751502991, 0.6552350521087646, 0.5687355995178223, 0.6081275343894958, 0.5875821709632874, 0.6624681353569031, 0.6617926955223083, 0.6604429483413696, 0.6664966344833374, 0.6596670746803284, 0.656810462474823, 0.599651575088501, 0.5813972353935242, 0.5810917019844055, 0.6509656310081482, 0.5683406591415405, 0.663405179977417, 0.5671452879905701, 0.6563677787780762, 0.5562320947647095]",ones
