n_samples,model_type,seed,lambda_tau,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,tau_values,embedding_type
,bernoulli,8.0,0.01085,0.2637514488804148,0.3642577511375723,0.2532938688265824,0.5,0.6204255825365433,0.6918244137459293,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5155409574508667, 0.5158113241195679, 0.514757513999939, 0.5156720876693726, 0.5146129131317139, 0.515849232673645, 0.5161687731742859, 0.5162187218666077, 0.5152333974838257, 0.5152605175971985, 0.5158970952033997, 0.5157182812690735, 0.5162351131439209, 0.5156001448631287, 0.5150907039642334, 0.5146446228027344, 0.5157271027565002, 0.5149266123771667, 0.5151447057723999, 0.5154698491096497, 0.5151383280754089, 0.5149984359741211, 0.5156164765357971, 0.5154813528060913, 0.5152519345283508, 0.5152667164802551, 0.516485333442688, 0.514847993850708, 0.5156678557395935, 0.5156736373901367]",pca
48538677246.0,0.2678111099242698,0.5,0.5865739794179786,0.5301710624957404,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.513110339641571, 0.513298511505127, 0.5131179690361023, 0.512976348400116, 0.5118229985237122, 0.5121040344238281, 0.5131620168685913, 0.5130239129066467, 0.5129238963127136, 0.5130603909492493, 0.5137473940849304, 0.5135335922241211, 0.51311856508255, 0.5137424468994141, 0.5135678052902222, 0.5121302604675293, 0.5134469270706177, 0.5124577283859253, 0.5132534503936768, 0.5136871933937073, 0.5135059356689453, 0.5126080513000488, 0.5125409364700317, 0.5132972002029419, 0.5122115015983582, 0.5134254097938538, 0.5133090615272522, 0.5134387016296387, 0.51301109790802, 0.5129653811454773]",pca,,,,,
1.0,bernoulli,7.0,0.00775,0.2607212844070692,0.3410183568890922,0.2210649377226326,0.5,0.5717101902694419,0.7636875877921082,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5159645676612854, 0.5154097080230713, 0.5159677863121033, 0.5158222913742065, 0.5154598951339722, 0.5146603584289551, 0.5137984752655029, 0.5150151252746582, 0.515012800693512, 0.5146484375, 0.514355480670929, 0.51460200548172, 0.5156433582305908, 0.5145401954650879, 0.5151838660240173, 0.5155283808708191, 0.5148447155952454, 0.5150664448738098, 0.5151519775390625, 0.5140910744667053, 0.5152477622032166, 0.5145623683929443, 0.5150582790374756, 0.5136204361915588, 0.5150608420372009, 0.5156164765357971, 0.5154511332511902, 0.5151007771492004, 0.5144477486610413, 0.5151782035827637]",pca
1.0,bernoulli,4.0,0.00775,0.2610278761134293,0.3573157773163677,0.24766456999175773,0.5,0.5683335667927348,0.6730478903052093,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5138323903083801, 0.5144772529602051, 0.5144663453102112, 0.5133869647979736, 0.513448178768158, 0.514373242855072, 0.514459490776062, 0.5137108564376831, 0.5148071646690369, 0.5139350891113281, 0.5142863988876343, 0.5142136216163635, 0.5144258737564087, 0.5146135687828064, 0.5140932202339172, 0.5150312781333923, 0.5144049525260925, 0.5136687755584717, 0.5147214531898499, 0.5145900845527649, 0.5145121216773987, 0.5142346024513245, 0.5139831900596619, 0.5140489339828491, 0.5142930746078491, 0.5133224129676819, 0.5143905282020569, 0.5141980051994324, 0.5143718719482422, 0.5135881304740906]",pca
1.0,bernoulli,14.0,0.00775,0.2686192798964038,0.3483037704812674,0.24294918784969283,0.5,0.6278279501494011,0.7493492471354319,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5122915506362915, 0.5115705132484436, 0.511831521987915, 0.5121001601219177, 0.5117610692977905, 0.5113869309425354, 0.5125370025634766, 0.5124017596244812, 0.5112110376358032, 0.5122405886650085, 0.5113043785095215, 0.5116302967071533, 0.5116859674453735, 0.5111289024353027, 0.511533260345459, 0.5110883712768555, 0.511867344379425, 0.5115326642990112, 0.5115028023719788, 0.5116219520568848, 0.5122730731964111, 0.5122584700584412, 0.5114309191703796, 0.5122560858726501, 0.5113503932952881, 0.511400043964386, 0.51204913854599, 0.5113834738731384, 0.5120749473571777, 0.5117183327674866]",pca
1.0,bernoulli,0.0,0.00775,0.2816008392887721,0.3731307889019642,0.25087655891576544,0.5,0.5865430303379361,0.7749060488689867,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5119854807853699, 0.5126150250434875, 0.5124686360359192, 0.5128217935562134, 0.5124714970588684, 0.5119183659553528, 0.5117059946060181, 0.5119064450263977, 0.5129799842834473, 0.5128098130226135, 0.5119766592979431, 0.5113977193832397, 0.5117034316062927, 0.5121821761131287, 0.5119229555130005, 0.5119168758392334, 0.5113943815231323, 0.5129147171974182, 0.5131202340126038, 0.5119543671607971, 0.5130194425582886, 0.5119163990020752, 0.5119413733482361, 0.5124184489250183, 0.51237952709198, 0.5119210481643677, 0.5125471353530884, 0.5121248960494995, 0.512341320514679, 0.5128258466720581]",pca
1.0,bernoulli,5.0,0.00775,0.2615303955975794,0.3634541008028752,0.25986759794334874,0.5,0.6308268243531472,0.6250974508332967,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.516750156879425, 0.5151704549789429, 0.5161440372467041, 0.5158812999725342, 0.5156394243240356, 0.5162729024887085, 0.5151627063751221, 0.5154904723167419, 0.5154770016670227, 0.5155659317970276, 0.5157693028450012, 0.5166468620300293, 0.5152177810668945, 0.5155357122421265, 0.5162845849990845, 0.5159783363342285, 0.5160868167877197, 0.5160595178604126, 0.5156862139701843, 0.5155304670333862, 0.5159863233566284, 0.5158414244651794, 0.5154247283935547, 0.5157291889190674, 0.5154935121536255, 0.5153537392616272, 0.5162246823310852, 0.5161314010620117, 0.515718400478363, 0.5156976580619812]",pca
1.0,bernoulli,18.0,0.00775,0.2534575826446797,0.2659350437001561,0.24237144314446576,0.5,0.6141893657325755,0.638260173754001,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5088382363319397, 0.5085772275924683, 0.5085996389389038, 0.508628785610199, 0.5088819861412048, 0.5089766979217529, 0.5078027248382568, 0.5086296200752258, 0.5081584453582764, 0.5088701248168945, 0.5086449384689331, 0.509109377861023, 0.508014440536499, 0.5086504817008972, 0.5086068511009216, 0.5090845823287964, 0.5085703730583191, 0.5087069869041443, 0.5082962512969971, 0.5089726448059082, 0.508621096611023, 0.5092064142227173, 0.5088245868682861, 0.5089805722236633, 0.5086172819137573, 0.5089839100837708, 0.508938729763031, 0.5088388919830322, 0.5087549090385437, 0.5079304575920105]",pca
1.0,bernoulli,15.0,0.00775,0.2718935291509395,0.3597441933012829,0.23658853953222772,0.5,0.6054431526498566,0.7868790578287784,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5134125351905823, 0.5133584141731262, 0.5132409930229187, 0.5130517482757568, 0.5126338005065918, 0.5128909349441528, 0.5130734443664551, 0.5127171277999878, 0.5133907794952393, 0.5125558972358704, 0.5127170085906982, 0.5133830904960632, 0.5124470591545105, 0.5125279426574707, 0.5131599307060242, 0.5128504633903503, 0.5131069421768188, 0.5139649510383606, 0.5128160715103149, 0.512834370136261, 0.5132221579551697, 0.512251079082489, 0.5131503343582153, 0.5127273201942444, 0.5134674906730652, 0.5131769180297852, 0.5130311846733093, 0.5126860737800598, 0.5132981538772583, 0.5129013061523438]",pca
1.0,bernoulli,6.0,0.00775,0.2749346346548678,0.3773908297468274,0.24589191970489188,0.5,0.5884832938700342,0.6972309918442515,30.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5157440304756165, 0.5166736245155334, 0.5155513882637024, 0.5178971290588379, 0.5156704187393188, 0.5165358185768127, 0.5159293413162231, 0.5175029039382935, 0.5168357491493225, 0.5158725380897522, 0.5153722167015076, 0.5166639685630798, 0.517004132270813, 0.5169438123703003, 0.5162298679351807, 0.5159253478050232, 0.5172364711761475, 0.5166168212890625, 0.5159882307052612, 0.5172221064567566, 0.5162234306335449, 0.5168603658676147, 0.5164861083030701, 0.5173187255859375, 0.5166184902191162, 0.5155594348907471, 0.5172721743583679, 0.5169916749000549, 0.5175905823707581, 0.5171380639076233]",pca
