n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,beta,0.4575319726121573,0.4681631229090423,0.4564795302108332,0.5,0.5687975792323617,0.6464468864468865,7,"[6, 7, 11, 17, 20, 23, 24]",sae,Pre-8
