n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,bernoulli,0.4587126719024492,0.46549258109325875,0.4459934382383618,0.5,0.6071511873467355,0.6007400823294311,8,"[0, 9, 13, 14, 17, 18, 20, 23]",sae,Pre-8
