n_samples,model_type,seed,lambda_tau,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,8,0.015,0.4495695817374497,0.4664358714296467,0.4700405475190699,0.5,0.5519676113360324,0.6303417004048583,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3273274898529053, 2.465481996536255, 2.2340400218963623, 2.49980092048645, 2.5125210285186768, 2.2612521648406982, 2.473863363265991, 2.428001880645752, 2.461308240890503, 2.4585330486297607, 2.2176272869110107, 2.4218637943267822, 2.1928420066833496, 2.557326555252075, 2.22682523727417, 2.5106279850006104, 2.2149341106414795, 2.4424097537994385, 2.4565465450286865, 2.3581860065460205, 2.4309468269348145, 2.522958278656006, 2.4857940673828125, 2.3219943046569824, 2.4203989505767822, 2.4839091300964355, 2.3414039611816406, 2.4862172603607178, 2.390779495239258, 2.4289441108703613]",pca,Pre-8
1,beta,36,0.005,0.4478426380491038,0.4646572412055291,0.4593294834760897,0.5,0.5481787550753068,0.6682720820651855,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.7174453735351562, 2.6815268993377686, 2.7916147708892822, 2.806145668029785, 2.7025744915008545, 2.802616596221924, 2.834150552749634, 2.7028141021728516, 2.6442153453826904, 2.719805955886841, 2.5779402256011963, 2.7660255432128906, 2.791998863220215, 2.6982154846191406, 2.743393659591675, 2.8025307655334473, 2.755422592163086, 2.776458263397217, 2.7577648162841797, 2.518923282623291, 2.506442070007324, 2.7112298011779785, 2.5377495288848877, 2.7921266555786133, 2.7290356159210205, 2.792081832885742, 2.4906251430511475, 2.8246209621429443, 2.5626866817474365, 2.604276418685913]",pca,Pre-8
1,beta,48,0.02,0.4464614334954115,0.4372321398769628,0.4668767852698003,0.5,0.5947604709201388,0.6487358940972221,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.369452953338623, 2.3895206451416016, 2.414456367492676, 2.0718162059783936, 2.3850014209747314, 2.2454962730407715, 2.1110894680023193, 2.114497661590576, 2.40282940864563, 2.344895601272583, 2.350375175476074, 2.4325785636901855, 2.429652690887451, 2.0923242568969727, 2.3523807525634766, 2.429985523223877, 2.300168991088867, 2.3891518115997314, 2.4406492710113525, 2.386626958847046, 2.3990979194641113, 2.276266098022461, 2.424542188644409, 2.4172656536102295, 2.1263601779937744, 2.400127649307251, 2.0804619789123535, 2.436868667602539, 2.3814446926116943, 2.1299283504486084]",pca,Pre-8
1,beta,6,0.034,0.4519556182291405,0.4590440427265005,0.4611513966972362,0.5,0.5996419437340152,0.6555754475703324,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.7443790435791016, 2.0229992866516113, 2.069370746612549, 1.7273032665252686, 2.125704288482666, 2.019226551055908, 1.999631643295288, 2.053619384765625, 2.0505309104919434, 1.758542537689209, 2.084705352783203, 2.027200222015381, 2.04888916015625, 2.0188422203063965, 1.8819992542266846, 1.968921184539795, 2.0202555656433105, 2.0387415885925293, 2.1126201152801514, 1.678903579711914, 2.0375633239746094, 1.9284358024597168, 1.7670862674713135, 1.7044546604156494, 1.918224573135376, 1.71025550365448, 2.0403881072998047, 2.0417404174804688, 2.0015883445739746, 1.9918535947799683]",pca,Pre-8
1,beta,22,0.01,0.4440822170371434,0.468253317589522,0.4368945257655945,0.5,0.5945306419622907,0.7274861288945796,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3955955505371094, 2.509246587753296, 2.5880815982818604, 2.264596700668335, 2.484567880630493, 2.511598587036133, 2.3305160999298096, 2.575610637664795, 2.244680166244507, 2.515641689300537, 2.343904972076416, 2.476029396057129, 2.262697696685791, 2.508497714996338, 2.433124542236328, 2.3376212120056152, 2.4804155826568604, 2.38950777053833, 2.4917900562286377, 2.4900903701782227, 2.5275611877441406, 2.4931459426879883, 2.5253305435180664, 2.560426950454712, 2.4903454780578613, 2.5549685955047607, 2.349921226501465, 2.4477059841156006, 2.4939122200012207, 2.5469374656677246]",pca,Pre-8
1,beta,18,0.004,0.445899977411927,0.4440800191818003,0.4806202905372089,0.5,0.592007807695393,0.6263068531244151,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.8734383583068848, 2.871933698654175, 2.878697156906128, 2.9193403720855713, 2.8713772296905518, 2.633981466293335, 2.694976568222046, 2.629884958267212, 2.7277016639709473, 2.669036865234375, 2.789456844329834, 2.679469347000122, 2.8359053134918213, 2.8064992427825928, 2.594393253326416, 2.6552023887634277, 2.862861156463623, 2.7588064670562744, 2.858560800552368, 2.862051248550415, 2.7949438095092773, 2.885152578353882, 2.8138365745544434, 2.848311424255371, 2.860316753387451, 2.8158535957336426, 2.6952950954437256, 2.6896586418151855, 2.8329906463623047, 2.853961944580078]",pca,Pre-8
1,beta,38,0.03,0.4454344030470363,0.4496562651601671,0.4523141940249749,0.5,0.5591556433379246,0.6851139582629485,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.1081855297088623, 2.1114702224731445, 2.1202778816223145, 2.135232925415039, 1.977988600730896, 2.141817092895508, 1.9248127937316895, 2.044786214828491, 1.9553872346878052, 2.0899946689605713, 1.9645063877105713, 2.125232458114624, 2.0365240573883057, 2.1583874225616455, 2.105247735977173, 2.0900394916534424, 2.0223655700683594, 2.003391742706299, 1.8282711505889893, 1.9141534566879272, 2.179887056350708, 2.112253427505493, 1.9231774806976318, 1.9111168384552002, 2.1737589836120605, 1.926682472229004, 2.0959622859954834, 1.9663505554199219, 2.0574936866760254, 1.8594675064086914]",pca,Pre-8
1,beta,38,0.008,0.4454344030470363,0.4496562651601671,0.4550075394404019,0.5,0.5591556433379246,0.6875178668884326,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6774473190307617, 2.670253038406372, 2.6852152347564697, 2.6994237899780273, 2.553309202194214, 2.7049875259399414, 2.5358541011810303, 2.60914945602417, 2.530942678451538, 2.652752637863159, 2.5518436431884766, 2.6864662170410156, 2.603790760040283, 2.7174477577209473, 2.667867660522461, 2.649967670440674, 2.5907912254333496, 2.5724849700927734, 2.411278009414673, 2.5128636360168457, 2.735280990600586, 2.6722359657287598, 2.4915616512298584, 2.4862310886383057, 2.731281042098999, 2.494908571243286, 2.665158271789551, 2.5413193702697754, 2.6278464794158936, 2.446897029876709]",pca,Pre-8
1,beta,16,0.024,0.4415466119185059,0.4437957666194755,0.4628500618847124,0.5,0.5733879550976966,0.6499186697993855,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3075311183929443, 2.0098888874053955, 1.9866052865982056, 1.9827256202697754, 2.1548080444335938, 2.312629222869873, 2.181612014770508, 2.153613805770874, 2.315373420715332, 2.2339987754821777, 2.285822629928589, 2.2704217433929443, 1.944344162940979, 2.314265012741089, 2.2186663150787354, 1.9867439270019531, 2.019381523132324, 2.1789450645446777, 2.254395008087158, 2.233938217163086, 2.1436235904693604, 2.2599258422851562, 2.2399401664733887, 2.020128011703491, 2.254497766494751, 2.2093265056610107, 2.256540298461914, 2.2817986011505127, 2.282604694366455, 2.3020482063293457]",pca,Pre-8
1,beta,49,0.022,0.4438692597523224,0.4453183725873311,0.4318629594109828,0.5,0.5814219583638456,0.716634846741291,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.2842884063720703, 2.1824653148651123, 2.250013828277588, 2.2283458709716797, 2.2552263736724854, 2.229815721511841, 2.0087058544158936, 2.2444844245910645, 2.306300401687622, 2.1173593997955322, 2.185392141342163, 2.2313389778137207, 2.052234411239624, 2.3039934635162354, 2.0924057960510254, 2.09604549407959, 2.286411762237549, 2.053354501724243, 2.2267515659332275, 2.2496755123138428, 2.290043830871582, 2.2175076007843018, 2.247174024581909, 2.3286192417144775, 2.0466842651367188, 2.216352939605713, 2.055224657058716, 2.2477686405181885, 2.2667455673217773, 2.261451005935669]",pca,Pre-8
