n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
1,bernoulli,0.27081098678292875,0.3637257594457306,0.24789195592061908,0.5,0.5188802536442021,0.763592777326683,0,[],sae
