n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,beta,0.4588868707208895,0.46703977131017266,0.43840612512676863,0.5,0.5762205163284436,0.6676800689113527,22,"[0, 1, 2, 4, 5, 6, 7, 9, 10, 12, 13, 16, 17, 19, 20, 21, 22, 24, 26, 27, 28, 29]",sae,Pre-8
