n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
1,bernoulli,0.262311960603797,0.3417074576990222,0.25793768993247757,0.5,0.528205880913939,0.7077890307744997,0,[],sae
