n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,bernoulli,0.45516271173439093,0.45347791937221626,0.4325857560082525,0.5,0.573277048155097,0.6313883677298311,0,[],sae,Pre-8
